rel_delta_median,rel_delta_iqr,rel_theta_median,rel_theta_iqr,rel_alpha_median,rel_alpha_iqr,rel_beta_median,rel_beta_iqr,rel_low_gamma_median,rel_low_gamma_iqr,spectral_entropy_median,spectral_entropy_iqr,hjorth_mobility_median,hjorth_mobility_iqr,hjorth_complexity_median,hjorth_complexity_iqr,log_rms_median,log_rms_iqr,log_ptp_median,log_ptp_iqr,gfp_median,gfp_iqr,flat_channel_fraction,extreme_amplitude_fraction,line_noise_ratio,dataset_id,subject,device,raw_file,window_seconds,window_index,start_seconds,task_condition,task_annotation,missing_channel_fraction,retained_duration_fraction
0.4863217713844218,0.2293825635001142,0.1297552384854338,0.06926036672908185,0.08562324435238569,0.06167614424455733,0.14366218727677987,0.10395626933217912,0.03282624421350887,0.03856869386095567,0.7229188129006447,0.11160924145197026,0.3554465789104728,0.14505355878187415,2.787906654225731,0.9076746757619998,-5.19422511554154,0.21063864084380945,-4.430433948720738,0.18855449057168983,6.1693454644368286e-06,4.673280735572707e-06,0.0,0.0,0.004092987497060685,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,0,0.0,pain_protocol,unannotated,0.0,1.0
0.3744772330398015,0.22068271365087616,0.12459437446104098,0.08211558128667396,0.141492461593436,0.11748409655177369,0.21068331987084954,0.12611449115101117,0.031460217477251744,0.04064598176999872,0.7596369072199302,0.09562340700176775,0.39266267244433783,0.14267889824629204,2.4120670896225467,0.872357863109559,-5.294370759159932,0.25106020453787625,-4.463342649323717,0.32379656575742644,4.62846374151602e-06,2.052278498861813e-06,0.0,0.0,0.003076043358704017,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,1,6.0,pain_protocol,unannotated,0.0,1.0
0.8444900246466751,0.1154869537839388,0.08388649279287055,0.0815962789212051,0.01595526811488947,0.020359234393049173,0.015314836930160424,0.026854618501146905,0.002091714902693339,0.0035457645013118695,0.42151117183716824,0.09994488881866026,0.1533332439058301,0.06967656675885944,4.965312856919692,1.7726184008819033,-4.788899547333178,0.22459461590624574,-4.134961714393585,0.26455978001188774,3.673230189622948e-05,1.7498621865152316e-05,0.0,0.015625,0.0002881109213093278,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,2,12.0,pain_protocol,unannotated,0.0,1.0
0.49714253449558277,0.25603105636056345,0.1080214894102063,0.06633558075980209,0.1256266106152416,0.12418913807097104,0.09173231925445743,0.09009618465683372,0.010525557851310426,0.03092909556323504,0.6717919851067449,0.10706666110702168,0.2733937682772132,0.15998874995118245,3.0978699873664617,1.039106641230381,-5.043375436558582,0.23750062512975845,-4.323035278232121,0.21349334318527458,8.742010837805146e-06,9.586885746752886e-06,0.0,0.0,0.0010141913678790812,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,3,20.0,pain_protocol,unannotated,0.0,1.0
0.7630239800580265,0.2023130136372735,0.09452338326827388,0.02713209428798924,0.02719373928404919,0.03162707054905124,0.04294251358489398,0.09277941216009819,0.006737994356004995,0.01850072617616367,0.4926227122739556,0.18466213529773123,0.267910869524893,0.1698023277139681,3.2860540773379334,1.328216650929222,-5.09321480696528,0.22238390582873002,-4.389646619812816,0.17134985195806696,8.2189415808047e-06,7.1633085685136664e-06,0.0,0.0,0.0005301425320531484,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,4,26.0,pain_protocol,unannotated,0.0,1.0
0.7306917644109072,0.1914110794588202,0.10536610187423812,0.036621923502267895,0.06262831507446484,0.08412041677150324,0.03041341792755843,0.05571404840480872,0.0051592705999105384,0.017189491230777915,0.5242981561644691,0.15769925850822886,0.23838755273686696,0.17965880899946057,3.3240514616685415,1.4179885954060403,-5.0653850486058,0.26597015563892423,-4.365399903798273,0.2589156950625169,9.19050604329277e-06,7.356162659931374e-06,0.0,0.0,0.0004483855367873543,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,5,34.0,pain_protocol,unannotated,0.0,1.0
0.7598367023170951,0.25248970552880723,0.11347139076966967,0.0731891262112562,0.021710395850131584,0.027682458403977317,0.03891520233268623,0.09224629026143313,0.005366034682701136,0.013864370870090277,0.5248625845758451,0.16768171461798642,0.22065554827543432,0.17239793944596135,3.9905782940448784,1.8861682180845207,-5.037208683413615,0.26700860972134244,-4.361087871214113,0.22463439843557786,6.847215292381167e-06,1.1025410817724511e-05,0.0,0.0,0.0006652967237587937,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,6,40.0,pain_protocol,unannotated,0.0,1.0
0.6196609288375746,0.19205815601353182,0.10431848343925398,0.04234499860368662,0.09983523150131994,0.09241469017825113,0.07440768813444482,0.09575401040107262,0.008297192593144544,0.018274082214889124,0.5867346555165357,0.1667009573856928,0.20998033400215754,0.1803685701199082,3.73093143851089,1.6654985106873545,-4.989493863967432,0.25066975846092987,-4.256420656261091,0.301274371325877,9.545083895355421e-06,7.127535792853551e-06,0.0,0.0,0.0007743019198847007,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,7,48.0,pain_protocol,unannotated,0.0,1.0
0.7390181104820759,0.2610312461366555,0.0753084138914875,0.05360083544572238,0.042650332149773096,0.044895352696456406,0.07437242193603341,0.14206333255322573,0.03048829726907525,0.03512828044281995,0.5550322526192426,0.21504806781181696,0.3083506953922695,0.19375451571340974,3.185171982674871,1.420973513975925,-5.060250601389423,0.2039020815176844,-4.30705096233824,0.20519599671710687,8.60758748086303e-06,6.8480179202103235e-06,0.0,0.0,0.0033290957837663797,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,8,54.0,pain_protocol,unannotated,0.0,1.0
0.4810750479844359,0.2442602445551172,0.11273396236574713,0.09101885516458913,0.1468481032429404,0.12010951184959792,0.143389773006043,0.09874815412358952,0.01550560612707655,0.016936204418036286,0.6912200830381496,0.11862532676862658,0.34843586743521904,0.09882717360457732,2.533797352330324,0.6350747363606781,-5.223169847189459,0.17509051123519814,-4.440343059715801,0.21634097251872575,4.505096329305126e-06,5.03586705270393e-06,0.0,0.0,0.0010836390182129988,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,2,9,62.0,pain_protocol,unannotated,0.0,1.0
