rel_delta_median,rel_delta_iqr,rel_theta_median,rel_theta_iqr,rel_alpha_median,rel_alpha_iqr,rel_beta_median,rel_beta_iqr,rel_low_gamma_median,rel_low_gamma_iqr,spectral_entropy_median,spectral_entropy_iqr,hjorth_mobility_median,hjorth_mobility_iqr,hjorth_complexity_median,hjorth_complexity_iqr,log_rms_median,log_rms_iqr,log_ptp_median,log_ptp_iqr,gfp_median,gfp_iqr,flat_channel_fraction,extreme_amplitude_fraction,line_noise_ratio,dataset_id,subject,device,raw_file,window_seconds,window_index,start_seconds,task_condition,task_annotation,missing_channel_fraction,retained_duration_fraction
0.6763498835873885,0.13568302864313564,0.13991306915507007,0.035529436093953495,0.04148663221805478,0.040667300141232016,0.053043491467636227,0.055067976171271966,0.010733868623460392,0.01594254351003855,0.6279182561664538,0.10687667026483538,0.2796786734017139,0.1279402365692901,3.356634734212809,1.0829165503129294,-5.063001862298828,0.15988855245175948,-4.211695623007321,0.17524337641977183,7.370801701442634e-06,8.144531962977393e-06,0.0,0.0,0.0012366669740512667,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,0,0.0,pain_protocol,unannotated,0.0,1.0
0.8205040833404343,0.06971435260223446,0.08791136459994542,0.047304348232740295,0.022321733232200366,0.018941377710208544,0.021316993431534113,0.025109381881825613,0.003397455951159708,0.004512119644540629,0.502745648351527,0.06310929421123712,0.1792421228480398,0.08084830489409384,4.2986211497796365,1.06178877183702,-4.882227276171135,0.2507935220397455,-4.074285840667675,0.29019032068253825,1.9506210399246364e-05,2.00178225483568e-05,0.0,0.015625,0.0003387853803237271,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,1,8.0,pain_protocol,unannotated,0.0,1.0
0.7594381345860852,0.11545335058784723,0.08338733763084977,0.01928481877441797,0.048551188598664266,0.026253694631095247,0.04357014065994644,0.056827915351275377,0.006798710317661953,0.01236052771224816,0.5582784910442399,0.11616125049783521,0.24321065888182325,0.10713921637086801,3.494417625335106,1.1081887082770043,-4.97619826832956,0.1717072679019136,-4.222936340676822,0.15291349130810072,1.1140485482124054e-05,9.100163013280936e-06,0.0,0.0,0.0007095765343558184,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,2,16.0,pain_protocol,unannotated,0.0,1.0
0.6840391033483929,0.16206078699448423,0.1222802839436546,0.034420463842834495,0.058934432454394454,0.04575223644109527,0.05136200750189315,0.06270985654533678,0.007752161138219955,0.018806142695895034,0.6045245514599776,0.16056150617418297,0.2633915997623645,0.1640404382448795,3.28137606940782,1.119655612915126,-5.083492921610185,0.20960034885757395,-4.319970444797351,0.20359748520147747,7.623911880388523e-06,7.374476786961269e-06,0.0,0.0,0.0007763375203858748,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,3,24.0,pain_protocol,unannotated,0.0,1.0
0.7180156223572118,0.1726832632718882,0.10954212012593005,0.03137474385434502,0.06495701339442572,0.056679855982914466,0.05010376329731201,0.06404870291619312,0.007629609654247987,0.01813443531319185,0.6016183219621177,0.16770174271197646,0.25676421819134865,0.1399869329536139,3.2756979192710998,1.0501010977762526,-5.109972928986114,0.16946191158861623,-4.2736590690950305,0.18341255358171082,7.534248388990258e-06,6.123846309689897e-06,0.0,0.0,0.0006478360808730809,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,4,32.0,pain_protocol,unannotated,0.0,1.0
0.6551390046945343,0.14573805119993244,0.09779176570966985,0.054122846544341685,0.06277957857573407,0.03252827088623175,0.09479692578528956,0.07842554582850286,0.01559309823739524,0.021922062219165962,0.641512973630437,0.11690198432827303,0.2527597378697648,0.15415086576302184,3.755850035083859,1.676232915740711,-5.055138149722825,0.22240728113988517,-4.180771455296653,0.2990685684678205,6.20338993222158e-06,6.168718185299576e-06,0.0,0.0,0.002286533974173996,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,5,40.0,pain_protocol,unannotated,0.0,1.0
0.6419670455205465,0.19773457634844227,0.08686065435301646,0.03309433932691849,0.1007855598557784,0.09485449386303751,0.07110699244769034,0.10865474205277938,0.013398499272816895,0.02008498179050764,0.6461761038106562,0.16489546181398795,0.28190988267271455,0.1709520252864743,3.1644697259561965,1.20432870192933,-5.092936393948815,0.23924948342741192,-4.230248113485535,0.21721308081091006,7.46172446449323e-06,6.692528908487365e-06,0.0,0.0,0.0013468359029999294,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,6,48.0,pain_protocol,unannotated,0.0,1.0
0.5789995444424463,0.16365336817576354,0.09890688441727064,0.033415739596648855,0.14650835018240718,0.12004358267032934,0.07774404272027774,0.0336608521998345,0.008766549948560166,0.007097298129921844,0.6867756460790924,0.08259443342305683,0.3298675078185105,0.07621615650953417,2.6133848518870906,0.662006217818305,-5.181157615905123,0.16646698863621623,-4.325748216346927,0.19326496706035634,5.541357367786673e-06,4.032835555034628e-06,0.0,0.0,0.0006906582297888523,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,7,56.0,pain_protocol,unannotated,0.0,1.0
0.46875708524997856,0.22740832056285487,0.07918621704020067,0.035239960420670124,0.19964047827776632,0.18930919589100587,0.09101577976288452,0.07762523704905597,0.014067665131614593,0.033349082492274314,0.7068285908240829,0.11582354903512837,0.3409003540644642,0.1546655204493731,2.4063437884583485,0.7491531056127423,-5.131169327866482,0.13251475902665977,-4.2362338156917705,0.18713526436087236,5.953405334111983e-06,3.444361028500678e-06,0.0,0.0,0.001211894371091536,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,8,64.0,pain_protocol,unannotated,0.0,1.0
0.567507002636642,0.19937526584503668,0.07450596966574277,0.039612140425989595,0.1256543819587922,0.12834669741314383,0.09265248842036067,0.07704115350669194,0.016417013653519642,0.03458511715964044,0.6908540975230082,0.1231608093676847,0.35429044295115886,0.1465624399725612,2.4494326300780287,0.6484340953673606,-5.191325422283698,0.19752012225429194,-4.3312653115776225,0.2425597939598001,5.62895984647317e-06,3.3978870903650107e-06,0.0,0.0,0.0017688734201813765,ds005284,sub-001,BioSemi ActiveTwo,data/ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_eeg.bdf,8,9,72.0,pain_protocol,unannotated,0.0,1.0
