subject,dataset,type,laser_power,rating,latency,epoch,urevent,code,duration
sub-052,ds005293,L4,4.5,4.0,226001,76,718,Stimulus,1
sub-052,ds005293,L2,3.0,4.0,229001,77,722,Stimulus,1
sub-052,ds005293,L4,4.5,5.0,232001,78,726,Stimulus,1
sub-052,ds005293,L4,4.5,6.0,235001,79,730,Stimulus,1
sub-052,ds005293,L4,4.5,3.0,238001,80,734,Stimulus,1
sub-053,ds005293,L3,3.75,5.0,1001,1,2,Stimulus,1
sub-053,ds005293,L3,3.75,6.0,4001,2,6,Stimulus,1
sub-053,ds005293,L1,2.25,5.0,7001,3,10,Stimulus,1
sub-053,ds005293,L1,2.25,6.0,10001,4,17,Stimulus,1
sub-053,ds005293,L3,3.75,4.0,13001,5,19,Stimulus,1
sub-053,ds005293,L4,4.5,5.0,16001,6,23,Stimulus,1
sub-053,ds005293,L1,2.25,4.0,19001,7,30,Stimulus,1
sub-053,ds005293,L1,2.25,4.0,22001,8,32,Stimulus,1
sub-053,ds005293,L1,2.25,6.0,25001,9,39,Stimulus,1
sub-053,ds005293,L2,3.0,3.0,28001,10,44,Stimulus,1
sub-053,ds005293,L2,3.0,4.0,31001,11,51,Stimulus,1
sub-053,ds005293,L1,2.25,6.0,34001,12,53,Stimulus,1
sub-053,ds005293,L3,3.75,6.0,37001,13,60,Stimulus,1
sub-053,ds005293,L2,3.0,3.0,40001,14,64,Stimulus,1
sub-053,ds005293,L2,3.0,4.0,43001,15,123,Stimulus,1
sub-053,ds005293,L3,3.75,6.0,46001,16,127,Stimulus,1
sub-053,ds005293,L3,3.75,5.0,49001,17,133,Stimulus,1
sub-053,ds005293,L4,4.5,4.0,52001,18,137,Stimulus,1
sub-053,ds005293,L3,3.75,5.0,55001,19,145,Stimulus,1
sub-053,ds005293,L4,4.5,5.0,58001,20,149,Stimulus,1
sub-053,ds005293,L1,2.25,3.0,61001,21,153,Stimulus,1
sub-053,ds005293,L2,3.0,3.0,64001,22,161,Stimulus,1
sub-053,ds005293,L1,2.25,5.0,67001,23,165,Stimulus,1
sub-053,ds005293,L1,2.25,4.0,70001,24,170,Stimulus,1
sub-053,ds005293,L2,3.0,3.0,73001,25,174,Stimulus,1
sub-053,ds005293,L1,2.25,4.0,76001,26,243,Stimulus,1
sub-053,ds005293,L3,3.75,,79001,27,247,Stimulus,1
sub-053,ds005293,L3,3.75,,82001,28,251,Stimulus,1
sub-053,ds005293,L4,4.5,7.0,85001,29,258,Stimulus,1
sub-053,ds005293,L2,3.0,5.0,88001,30,269,Stimulus,1
sub-053,ds005293,L3,3.75,5.0,91001,31,273,Stimulus,1
sub-053,ds005293,L4,4.5,4.0,94001,32,278,Stimulus,1
sub-053,ds005293,L2,3.0,4.0,97001,33,287,Stimulus,1
sub-053,ds005293,L2,3.0,5.0,100001,34,293,Stimulus,1
sub-053,ds005293,L2,3.0,3.0,103001,35,309,Stimulus,1
sub-053,ds005293,L4,4.5,8.0,106001,36,313,Stimulus,1
sub-053,ds005293,L4,4.5,6.0,109001,37,317,Stimulus,1
sub-053,ds005293,L4,4.5,4.0,112001,38,321,Stimulus,1
sub-053,ds005293,L3,3.75,10.0,115001,39,378,Stimulus,1
sub-053,ds005293,L3,3.75,9.0,118001,40,382,Stimulus,1
sub-053,ds005293,L3,3.75,7.0,121001,41,395,Stimulus,1
sub-053,ds005293,L4,4.5,7.0,124001,42,400,Stimulus,1
sub-053,ds005293,L1,2.25,6.0,127001,43,414,Stimulus,1
sub-053,ds005293,L1,2.25,8.0,130001,44,416,Stimulus,1
sub-053,ds005293,L1,2.25,6.0,133001,45,425,Stimulus,1
sub-053,ds005293,L2,3.0,3.0,136001,46,431,Stimulus,1
sub-053,ds005293,L2,3.0,5.0,139001,47,441,Stimulus,1
sub-053,ds005293,L1,2.25,6.0,142001,48,443,Stimulus,1
sub-053,ds005293,L3,3.75,8.0,145001,49,450,Stimulus,1
sub-053,ds005293,L2,3.0,4.0,148001,50,454,Stimulus,1
sub-053,ds005293,L2,3.0,5.0,151001,51,515,Stimulus,1
sub-053,ds005293,L3,3.75,7.0,154001,52,519,Stimulus,1
sub-053,ds005293,L3,3.75,6.0,157001,53,529,Stimulus,1
sub-053,ds005293,L4,4.5,9.0,160001,54,533,Stimulus,1
sub-053,ds005293,L3,3.75,7.0,163001,55,542,Stimulus,1
sub-053,ds005293,L1,2.25,7.0,166001,56,551,Stimulus,1
sub-053,ds005293,L4,4.5,8.0,169001,57,555,Stimulus,1
sub-053,ds005293,L2,3.0,3.0,172001,58,559,Stimulus,1
sub-053,ds005293,L1,2.25,7.0,175001,59,567,Stimulus,1
sub-053,ds005293,L3,3.75,6.0,178001,60,641,Stimulus,1
sub-053,ds005293,L3,3.75,7.0,181001,61,645,Stimulus,1
sub-053,ds005293,L2,3.0,4.0,184001,62,657,Stimulus,1
sub-053,ds005293,L3,3.75,6.0,187001,63,661,Stimulus,1
sub-053,ds005293,L4,4.5,9.0,190001,64,666,Stimulus,1
sub-053,ds005293,L2,3.0,6.0,193001,65,670,Stimulus,1
sub-053,ds005293,L2,3.0,6.0,196001,66,674,Stimulus,1
sub-053,ds005293,L4,4.5,8.0,199001,67,684,Stimulus,1
sub-053,ds005293,L2,3.0,7.0,202001,68,688,Stimulus,1
sub-053,ds005293,L4,4.5,9.0,205001,69,692,Stimulus,1
sub-053,ds005293,L4,4.5,7.0,208001,70,696,Stimulus,1
sub-053,ds005293,L4,4.5,8.0,211001,71,700,Stimulus,1
sub-054,ds005293,L3,3.75,1.0,1001,1,2,Stimulus,1
sub-054,ds005293,L3,3.75,4.0,4001,2,6,Stimulus,1
sub-054,ds005293,L1,2.25,,7001,3,16,Stimulus,1
sub-054,ds005293,L1,2.25,2.0,10001,4,25,Stimulus,1
sub-054,ds005293,L3,3.75,2.0,13001,5,27,Stimulus,1
sub-054,ds005293,L4,4.5,1.0,16001,6,32,Stimulus,1
sub-054,ds005293,L1,2.25,,19001,7,45,Stimulus,1
sub-054,ds005293,L1,2.25,,22001,8,47,Stimulus,1
sub-054,ds005293,L1,2.25,,25001,9,54,Stimulus,1
sub-054,ds005293,L2,3.0,1.0,28001,10,60,Stimulus,1
sub-054,ds005293,L2,3.0,2.0,31001,11,69,Stimulus,1
sub-054,ds005293,L1,2.25,1.0,34001,12,71,Stimulus,1
sub-054,ds005293,L3,3.75,,37001,13,77,Stimulus,1
sub-054,ds005293,L2,3.0,2.0,40001,14,81,Stimulus,1
sub-054,ds005293,L2,3.0,1.0,43001,15,146,Stimulus,1
sub-054,ds005293,L3,3.75,,46001,16,150,Stimulus,1
sub-054,ds005293,L3,3.75,3.0,49001,17,156,Stimulus,1
sub-054,ds005293,L4,4.5,2.0,52001,18,160,Stimulus,1
sub-054,ds005293,L3,3.75,,55001,19,170,Stimulus,1
sub-054,ds005293,L4,4.5,,58001,20,174,Stimulus,1
sub-054,ds005293,L1,2.25,1.0,61001,21,178,Stimulus,1
sub-054,ds005293,L4,4.5,1.0,64001,22,182,Stimulus,1
sub-054,ds005293,L2,3.0,,67001,23,191,Stimulus,1
sub-054,ds005293,L1,2.25,,70001,24,196,Stimulus,1
sub-054,ds005293,L1,2.25,,73001,25,200,Stimulus,1
sub-054,ds005293,L2,3.0,,76001,26,204,Stimulus,1
sub-054,ds005293,L1,2.25,2.0,79001,27,271,Stimulus,1
sub-054,ds005293,L3,3.75,,82001,28,275,Stimulus,1
sub-054,ds005293,L3,3.75,,85001,29,279,Stimulus,1
sub-054,ds005293,L4,4.5,,88001,30,286,Stimulus,1
sub-054,ds005293,L2,3.0,1.0,91001,31,296,Stimulus,1
sub-054,ds005293,L3,3.75,,94001,32,301,Stimulus,1
sub-054,ds005293,L4,4.5,2.0,97001,33,305,Stimulus,1
sub-054,ds005293,L2,3.0,,100001,34,312,Stimulus,1
sub-054,ds005293,L2,3.0,,103001,35,316,Stimulus,1
sub-054,ds005293,L4,4.5,,106001,36,326,Stimulus,1
sub-054,ds005293,L2,3.0,1.0,109001,37,331,Stimulus,1
sub-054,ds005293,L4,4.5,1.0,112001,38,335,Stimulus,1
sub-054,ds005293,L4,4.5,,115001,39,339,Stimulus,1
sub-054,ds005293,L4,4.5,,118001,40,343,Stimulus,1
sub-054,ds005293,L3,3.75,4.0,121001,41,400,Stimulus,1
sub-054,ds005293,L3,3.75,5.0,124001,42,404,Stimulus,1
sub-054,ds005293,L1,2.25,4.0,127001,43,411,Stimulus,1
sub-054,ds005293,L1,2.25,3.0,130001,44,423,Stimulus,1
sub-054,ds005293,L3,3.75,5.0,133001,45,425,Stimulus,1
sub-054,ds005293,L4,4.5,4.0,136001,46,430,Stimulus,1
sub-054,ds005293,L1,2.25,2.0,139001,47,436,Stimulus,1
sub-054,ds005293,L1,2.25,4.0,142001,48,438,Stimulus,1
sub-054,ds005293,L1,2.25,4.0,145001,49,446,Stimulus,1
sub-054,ds005293,L2,3.0,4.0,148001,50,451,Stimulus,1
sub-054,ds005293,L2,3.0,1.0,151001,51,460,Stimulus,1
sub-054,ds005293,L1,2.25,3.0,154001,52,463,Stimulus,1
sub-054,ds005293,L3,3.75,4.0,157001,53,473,Stimulus,1
sub-054,ds005293,L2,3.0,4.0,160001,54,478,Stimulus,1
sub-054,ds005293,L2,3.0,3.0,163001,55,540,Stimulus,1
sub-054,ds005293,L3,3.75,4.0,166001,56,544,Stimulus,1
sub-054,ds005293,L3,3.75,4.0,169001,57,550,Stimulus,1
sub-054,ds005293,L4,4.5,4.0,172001,58,554,Stimulus,1
sub-054,ds005293,L3,3.75,4.0,175001,59,563,Stimulus,1
sub-054,ds005293,L4,4.5,4.0,178001,60,568,Stimulus,1
sub-054,ds005293,L1,2.25,3.0,181001,61,574,Stimulus,1
sub-054,ds005293,L4,4.5,3.0,184001,62,578,Stimulus,1
sub-054,ds005293,L2,3.0,2.0,187001,63,585,Stimulus,1
sub-054,ds005293,L1,2.25,4.0,190001,64,590,Stimulus,1
sub-054,ds005293,L1,2.25,3.0,193001,65,597,Stimulus,1
sub-054,ds005293,L2,3.0,1.0,196001,66,601,Stimulus,1
sub-054,ds005293,L1,2.25,4.0,199001,67,670,Stimulus,1
sub-054,ds005293,L3,3.75,4.0,202001,68,674,Stimulus,1
sub-054,ds005293,L3,3.75,4.0,205001,69,678,Stimulus,1
sub-054,ds005293,L4,4.5,4.0,208001,70,684,Stimulus,1
sub-054,ds005293,L2,3.0,3.0,211001,71,689,Stimulus,1
sub-054,ds005293,L3,3.75,4.0,214001,72,693,Stimulus,1
sub-054,ds005293,L4,4.5,4.0,217001,73,698,Stimulus,1
sub-054,ds005293,L2,3.0,2.0,220001,74,703,Stimulus,1
sub-054,ds005293,L2,3.0,2.0,223001,75,708,Stimulus,1
sub-054,ds005293,L4,4.5,3.0,226001,76,719,Stimulus,1
sub-054,ds005293,L2,3.0,1.0,229001,77,723,Stimulus,1
sub-054,ds005293,L4,4.5,3.0,232001,78,727,Stimulus,1
sub-054,ds005293,L4,4.5,3.0,235001,79,731,Stimulus,1
sub-054,ds005293,L4,4.5,4.0,238001,80,735,Stimulus,1
sub-055,ds005293,L3,3.75,4.0,1001,1,2,Stimulus,1
sub-055,ds005293,L3,3.75,5.0,4001,2,6,Stimulus,1
sub-055,ds005293,L1,2.25,,7001,3,16,Stimulus,1
sub-055,ds005293,L1,2.25,,10001,4,28,Stimulus,1
sub-055,ds005293,L3,3.75,,13001,5,30,Stimulus,1
sub-055,ds005293,L1,2.25,4.0,16001,6,43,Stimulus,1
sub-055,ds005293,L1,2.25,3.8,19001,7,45,Stimulus,1
sub-055,ds005293,L1,2.25,4.0,22001,8,52,Stimulus,1
sub-055,ds005293,L2,3.0,3.0,25001,9,57,Stimulus,1
sub-055,ds005293,L2,3.0,2.0,28001,10,65,Stimulus,1
sub-055,ds005293,L1,2.25,2.0,31001,11,67,Stimulus,1
sub-055,ds005293,L3,3.75,,34001,12,73,Stimulus,1
sub-055,ds005293,L2,3.0,2.0,37001,13,78,Stimulus,1
sub-055,ds005293,L2,3.0,,40001,14,142,Stimulus,1
sub-055,ds005293,L3,3.75,,43001,15,146,Stimulus,1
sub-055,ds005293,L3,3.75,,46001,16,152,Stimulus,1
sub-055,ds005293,L4,4.5,2.0,49001,17,156,Stimulus,1
sub-055,ds005293,L3,3.75,3.0,52001,18,165,Stimulus,1
sub-055,ds005293,L4,4.5,,55001,19,170,Stimulus,1
sub-055,ds005293,L1,2.25,3.0,58001,20,178,Stimulus,1
sub-055,ds005293,L4,4.5,,61001,21,182,Stimulus,1
sub-055,ds005293,L2,3.0,2.0,64001,22,190,Stimulus,1
sub-055,ds005293,L1,2.25,,67001,23,197,Stimulus,1
sub-055,ds005293,L1,2.25,,70001,24,201,Stimulus,1
sub-055,ds005293,L2,3.0,,73001,25,205,Stimulus,1
sub-055,ds005293,L1,2.25,2.0,76001,26,272,Stimulus,1
sub-055,ds005293,L3,3.75,4.0,79001,27,276,Stimulus,1
sub-055,ds005293,L3,3.75,5.0,82001,28,283,Stimulus,1
sub-055,ds005293,L4,4.5,4.0,85001,29,290,Stimulus,1
sub-055,ds005293,L2,3.0,,88001,30,299,Stimulus,1
sub-055,ds005293,L3,3.75,,91001,31,303,Stimulus,1
sub-055,ds005293,L4,4.5,,94001,32,308,Stimulus,1
sub-055,ds005293,L2,3.0,,97001,33,323,Stimulus,1
sub-055,ds005293,L2,3.0,3.0,100001,34,327,Stimulus,1
sub-055,ds005293,L4,4.5,,103001,35,336,Stimulus,1
sub-055,ds005293,L2,3.0,2.0,106001,36,340,Stimulus,1
sub-055,ds005293,L4,4.5,,109001,37,344,Stimulus,1
sub-055,ds005293,L4,4.5,2.0,112001,38,348,Stimulus,1
sub-055,ds005293,L4,4.5,,115001,39,352,Stimulus,1
sub-055,ds005293,L3,3.75,9.0,118001,40,410,Stimulus,1
sub-055,ds005293,L3,3.75,9.0,121001,41,414,Stimulus,1
sub-055,ds005293,L1,2.25,7.0,124001,42,418,Stimulus,1
sub-055,ds005293,L1,2.25,8.0,127001,43,425,Stimulus,1
sub-055,ds005293,L3,3.75,9.0,130001,44,427,Stimulus,1
sub-055,ds005293,L4,4.5,7.0,133001,45,432,Stimulus,1
sub-055,ds005293,L1,2.25,4.0,136001,46,438,Stimulus,1
sub-055,ds005293,L1,2.25,4.7,139001,47,441,Stimulus,1
sub-055,ds005293,L1,2.25,5.0,142001,48,450,Stimulus,1
sub-055,ds005293,L2,3.0,5.0,145001,49,458,Stimulus,1
sub-055,ds005293,L2,3.0,6.0,148001,50,467,Stimulus,1
sub-055,ds005293,L1,2.25,4.0,151001,51,470,Stimulus,1
sub-055,ds005293,L3,3.75,9.0,154001,52,479,Stimulus,1
sub-055,ds005293,L2,3.0,3.0,157001,53,483,Stimulus,1
sub-055,ds005293,L2,3.0,,160001,54,548,Stimulus,1
sub-055,ds005293,L3,3.75,8.0,163001,55,552,Stimulus,1
sub-055,ds005293,L3,3.75,8.0,166001,56,558,Stimulus,1
sub-055,ds005293,L4,4.5,7.0,169001,57,562,Stimulus,1
sub-055,ds005293,L3,3.75,7.0,172001,58,570,Stimulus,1
sub-055,ds005293,L4,4.5,8.0,175001,59,575,Stimulus,1
sub-055,ds005293,L1,2.25,4.0,178001,60,580,Stimulus,1
sub-055,ds005293,L4,4.5,7.0,181001,61,584,Stimulus,1
sub-055,ds005293,L2,3.0,5.0,184001,62,593,Stimulus,1
sub-055,ds005293,L1,2.25,7.0,187001,63,597,Stimulus,1
sub-055,ds005293,L1,2.25,6.0,190001,64,602,Stimulus,1
sub-055,ds005293,L2,3.0,4.0,193001,65,606,Stimulus,1
sub-055,ds005293,L1,2.25,5.0,196001,66,672,Stimulus,1
sub-055,ds005293,L3,3.75,8.0,199001,67,677,Stimulus,1
sub-055,ds005293,L3,3.75,8.0,202001,68,681,Stimulus,1
sub-055,ds005293,L4,4.5,7.0,205001,69,688,Stimulus,1
sub-055,ds005293,L2,3.0,2.0,208001,70,694,Stimulus,1
sub-055,ds005293,L3,3.75,7.0,211001,71,699,Stimulus,1
sub-055,ds005293,L4,4.5,6.0,214001,72,703,Stimulus,1
sub-055,ds005293,L2,3.0,4.0,217001,73,711,Stimulus,1
sub-055,ds005293,L2,3.0,,220001,74,717,Stimulus,1
sub-055,ds005293,L4,4.5,7.0,223001,75,727,Stimulus,1
sub-055,ds005293,L2,3.0,,226001,76,733,Stimulus,1
sub-055,ds005293,L4,4.5,8.0,229001,77,737,Stimulus,1
sub-055,ds005293,L4,4.5,7.0,232001,78,741,Stimulus,1
sub-055,ds005293,L4,4.5,7.0,235001,79,745,Stimulus,1
sub-056,ds005293,L3,3.75,4.2,1001,1,2,Stimulus,1
sub-056,ds005293,L3,3.75,5.0,4001,2,6,Stimulus,1
sub-056,ds005293,L1,2.25,4.0,7001,3,12,Stimulus,1
sub-056,ds005293,L1,2.25,4.1,10001,4,19,Stimulus,1
sub-056,ds005293,L3,3.75,,13001,5,21,Stimulus,1
sub-056,ds005293,L4,4.5,2.7,16001,6,26,Stimulus,1
sub-056,ds005293,L1,2.25,4.5,19001,7,35,Stimulus,1
sub-056,ds005293,L1,2.25,3.9,22001,8,37,Stimulus,1
sub-056,ds005293,L1,2.25,,25001,9,47,Stimulus,1
sub-056,ds005293,L2,3.0,3.3,28001,10,54,Stimulus,1
sub-056,ds005293,L2,3.0,3.9,31001,11,60,Stimulus,1
sub-056,ds005293,L1,2.25,4.5,34001,12,62,Stimulus,1
sub-056,ds005293,L3,3.75,4.1,37001,13,69,Stimulus,1
sub-056,ds005293,L2,3.0,2.2,40001,14,74,Stimulus,1
sub-056,ds005293,L2,3.0,2.7,43001,15,133,Stimulus,1
sub-056,ds005293,L3,3.75,,46001,16,137,Stimulus,1
sub-056,ds005293,L3,3.75,2.5,49001,17,143,Stimulus,1
sub-056,ds005293,L4,4.5,4.0,52001,18,147,Stimulus,1
sub-056,ds005293,L3,3.75,5.4,55001,19,157,Stimulus,1
sub-056,ds005293,L4,4.5,1.2,58001,20,162,Stimulus,1
sub-056,ds005293,L1,2.25,,61001,21,167,Stimulus,1
sub-056,ds005293,L4,4.5,4.0,64001,22,171,Stimulus,1
sub-056,ds005293,L2,3.0,1.9,67001,23,178,Stimulus,1
sub-056,ds005293,L1,2.25,,70001,24,185,Stimulus,1
sub-056,ds005293,L1,2.25,,73001,25,190,Stimulus,1
sub-056,ds005293,L2,3.0,2.9,76001,26,195,Stimulus,1
sub-056,ds005293,L1,2.25,3.9,79001,27,260,Stimulus,1
sub-056,ds005293,L3,3.75,5.7,82001,28,264,Stimulus,1
sub-056,ds005293,L3,3.75,,85001,29,268,Stimulus,1
sub-056,ds005293,L4,4.5,,88001,30,275,Stimulus,1
sub-056,ds005293,L2,3.0,,91001,31,279,Stimulus,1
sub-056,ds005293,L3,3.75,,94001,32,283,Stimulus,1
sub-056,ds005293,L4,4.5,3.1,97001,33,288,Stimulus,1
sub-056,ds005293,L2,3.0,3.0,100001,34,294,Stimulus,1
sub-056,ds005293,L2,3.0,,103001,35,299,Stimulus,1
sub-056,ds005293,L4,4.5,,106001,36,309,Stimulus,1
sub-056,ds005293,L2,3.0,4.1,109001,37,314,Stimulus,1
sub-056,ds005293,L4,4.5,4.0,112001,38,318,Stimulus,1
sub-056,ds005293,L4,4.5,,115001,39,322,Stimulus,1
sub-056,ds005293,L4,4.5,3.5,118001,40,326,Stimulus,1
sub-056,ds005293,L3,3.75,6.5,121001,41,383,Stimulus,1
sub-056,ds005293,L3,3.75,7.0,124001,42,387,Stimulus,1
sub-056,ds005293,L1,2.25,4.2,127001,43,393,Stimulus,1
sub-056,ds005293,L1,2.25,5.0,130001,44,400,Stimulus,1
sub-056,ds005293,L3,3.75,6.6,133001,45,402,Stimulus,1
sub-056,ds005293,L4,4.5,6.5,136001,46,407,Stimulus,1
sub-056,ds005293,L1,2.25,5.5,139001,47,414,Stimulus,1
sub-056,ds005293,L1,2.25,6.0,142001,48,416,Stimulus,1
sub-056,ds005293,L1,2.25,5.2,145001,49,423,Stimulus,1
sub-056,ds005293,L2,3.0,3.5,148001,50,428,Stimulus,1
sub-056,ds005293,L2,3.0,4.0,151001,51,434,Stimulus,1
sub-056,ds005293,L1,2.25,6.0,154001,52,436,Stimulus,1
sub-056,ds005293,L3,3.75,6.0,157001,53,442,Stimulus,1
sub-056,ds005293,L2,3.0,4.0,160001,54,447,Stimulus,1
sub-056,ds005293,L2,3.0,4.2,163001,55,510,Stimulus,1
sub-056,ds005293,L3,3.75,6.8,166001,56,514,Stimulus,1
sub-056,ds005293,L3,3.75,7.1,169001,57,520,Stimulus,1
sub-056,ds005293,L4,4.5,5.6,172001,58,524,Stimulus,1
sub-056,ds005293,L3,3.75,7.0,175001,59,533,Stimulus,1
sub-056,ds005293,L4,4.5,6.0,178001,60,538,Stimulus,1
sub-056,ds005293,L1,2.25,6.5,181001,61,545,Stimulus,1
sub-056,ds005293,L4,4.5,4.5,184001,62,549,Stimulus,1
sub-056,ds005293,L2,3.0,4.1,187001,63,554,Stimulus,1
sub-056,ds005293,L1,2.25,6.5,190001,64,561,Stimulus,1
sub-056,ds005293,L1,2.25,6.5,193001,65,566,Stimulus,1
sub-056,ds005293,L2,3.0,5.0,196001,66,571,Stimulus,1
sub-056,ds005293,L1,2.25,6.7,199001,67,640,Stimulus,1
sub-056,ds005293,L3,3.75,7.5,202001,68,644,Stimulus,1
sub-056,ds005293,L3,3.75,7.6,205001,69,648,Stimulus,1
sub-056,ds005293,L4,4.5,6.5,208001,70,655,Stimulus,1
sub-056,ds005293,L2,3.0,2.9,211001,71,668,Stimulus,1
sub-056,ds005293,L3,3.75,6.0,214001,72,672,Stimulus,1
sub-056,ds005293,L4,4.5,6.5,217001,73,677,Stimulus,1
sub-056,ds005293,L2,3.0,6.0,220001,74,682,Stimulus,1
sub-056,ds005293,L2,3.0,5.0,223001,75,688,Stimulus,1
sub-056,ds005293,L4,4.5,6.6,226001,76,697,Stimulus,1
sub-056,ds005293,L2,3.0,5.5,229001,77,704,Stimulus,1
sub-056,ds005293,L4,4.5,6.5,232001,78,708,Stimulus,1
sub-056,ds005293,L4,4.5,6.8,235001,79,712,Stimulus,1
sub-056,ds005293,L4,4.5,4.9,238001,80,716,Stimulus,1
sub-057,ds005293,L3,3.75,6.0,1001,1,3,Stimulus,1
sub-057,ds005293,L3,3.75,7.0,4001,2,7,Stimulus,1
sub-057,ds005293,L1,2.25,3.5,7001,3,11,Stimulus,1
sub-057,ds005293,L1,2.25,3.8,10001,4,21,Stimulus,1
sub-057,ds005293,L3,3.75,,13001,5,23,Stimulus,1
sub-057,ds005293,L4,4.5,5.0,16001,6,28,Stimulus,1
sub-057,ds005293,L1,2.25,5.0,19001,7,40,Stimulus,1
sub-057,ds005293,L1,2.25,4.3,22001,8,42,Stimulus,1
sub-057,ds005293,L1,2.25,4.5,25001,9,49,Stimulus,1
sub-057,ds005293,L2,3.0,5.0,28001,10,54,Stimulus,1
sub-057,ds005293,L2,3.0,4.0,31001,11,61,Stimulus,1
sub-057,ds005293,L1,2.25,,34001,12,63,Stimulus,1
sub-057,ds005293,L3,3.75,2.0,37001,13,70,Stimulus,1
sub-057,ds005293,L2,3.0,4.5,40001,14,78,Stimulus,1
sub-057,ds005293,L2,3.0,4.5,43001,15,142,Stimulus,1
sub-057,ds005293,L3,3.75,,46001,16,146,Stimulus,1
sub-057,ds005293,L3,3.75,5.0,49001,17,152,Stimulus,1
sub-057,ds005293,L4,4.5,5.0,52001,18,156,Stimulus,1
sub-057,ds005293,L3,3.75,6.5,55001,19,165,Stimulus,1
sub-057,ds005293,L4,4.5,,58001,20,170,Stimulus,1
sub-057,ds005293,L1,2.25,,61001,21,178,Stimulus,1
sub-057,ds005293,L4,4.5,4.5,64001,22,182,Stimulus,1
sub-057,ds005293,L2,3.0,3.8,67001,23,187,Stimulus,1
sub-057,ds005293,L1,2.25,4.0,70001,24,193,Stimulus,1
sub-057,ds005293,L1,2.25,,73001,25,198,Stimulus,1
sub-057,ds005293,L2,3.0,,76001,26,203,Stimulus,1
sub-057,ds005293,L1,2.25,4.5,79001,27,269,Stimulus,1
sub-057,ds005293,L3,3.75,4.5,82001,28,273,Stimulus,1
sub-057,ds005293,L3,3.75,5.0,85001,29,277,Stimulus,1
sub-057,ds005293,L4,4.5,,88001,30,284,Stimulus,1
sub-057,ds005293,L2,3.0,,91001,31,288,Stimulus,1
sub-057,ds005293,L3,3.75,,94001,32,292,Stimulus,1
sub-057,ds005293,L4,4.5,,97001,33,297,Stimulus,1
sub-057,ds005293,L2,3.0,,100001,34,302,Stimulus,1
sub-057,ds005293,L2,3.0,,103001,35,307,Stimulus,1
sub-057,ds005293,L4,4.5,,106001,36,317,Stimulus,1
sub-057,ds005293,L2,3.0,4.5,109001,37,324,Stimulus,1
sub-057,ds005293,L4,4.5,5.0,112001,38,328,Stimulus,1
sub-057,ds005293,L4,4.5,7.0,115001,39,332,Stimulus,1
sub-057,ds005293,L4,4.5,,118001,40,336,Stimulus,1
sub-057,ds005293,L3,3.75,7.5,121001,41,394,Stimulus,1
sub-057,ds005293,L3,3.75,10.0,124001,42,399,Stimulus,1
sub-057,ds005293,L1,2.25,3.0,127001,43,406,Stimulus,1
sub-057,ds005293,L1,2.25,4.0,130001,44,413,Stimulus,1
sub-057,ds005293,L3,3.75,9.0,133001,45,415,Stimulus,1
sub-057,ds005293,L4,4.5,10.0,136001,46,420,Stimulus,1
sub-057,ds005293,L1,2.25,4.5,139001,47,429,Stimulus,1
sub-057,ds005293,L1,2.25,6.5,142001,48,431,Stimulus,1
sub-057,ds005293,L1,2.25,7.5,145001,49,438,Stimulus,1
sub-057,ds005293,L2,3.0,7.0,148001,50,443,Stimulus,1
sub-057,ds005293,L2,3.0,8.0,151001,51,456,Stimulus,1
sub-057,ds005293,L1,2.25,7.0,154001,52,459,Stimulus,1
sub-057,ds005293,L3,3.75,9.5,157001,53,467,Stimulus,1
sub-057,ds005293,L2,3.0,7.0,160001,54,472,Stimulus,1
sub-057,ds005293,L2,3.0,4.5,163001,55,541,Stimulus,1
sub-057,ds005293,L3,3.75,9.5,166001,56,545,Stimulus,1
sub-057,ds005293,L3,3.75,9.5,169001,57,551,Stimulus,1
sub-057,ds005293,L4,4.5,10.0,172001,58,555,Stimulus,1
sub-057,ds005293,L3,3.75,9.0,175001,59,564,Stimulus,1
sub-057,ds005293,L4,4.5,10.0,178001,60,568,Stimulus,1
sub-057,ds005293,L1,2.25,4.5,181001,61,573,Stimulus,1
sub-057,ds005293,L4,4.5,10.0,184001,62,577,Stimulus,1
sub-057,ds005293,L2,3.0,5.0,187001,63,581,Stimulus,1
sub-057,ds005293,L1,2.25,7.5,190001,64,588,Stimulus,1
sub-057,ds005293,L1,2.25,8.5,193001,65,593,Stimulus,1
sub-057,ds005293,L2,3.0,7.0,196001,66,598,Stimulus,1
sub-057,ds005293,L1,2.25,7.5,199001,67,664,Stimulus,1
sub-057,ds005293,L3,3.75,9.5,202001,68,668,Stimulus,1
sub-057,ds005293,L3,3.75,10.0,205001,69,672,Stimulus,1
sub-057,ds005293,L4,4.5,9.0,208001,70,678,Stimulus,1
sub-057,ds005293,L2,3.0,7.0,211001,71,686,Stimulus,1
sub-057,ds005293,L3,3.75,9.5,214001,72,690,Stimulus,1
sub-057,ds005293,L4,4.5,10.0,217001,73,695,Stimulus,1
sub-057,ds005293,L2,3.0,4.5,220001,74,702,Stimulus,1
sub-057,ds005293,L2,3.0,7.5,223001,75,706,Stimulus,1
sub-057,ds005293,L4,4.5,10.0,226001,76,716,Stimulus,1
sub-057,ds005293,L2,3.0,4.5,229001,77,720,Stimulus,1
sub-057,ds005293,L4,4.5,10.0,232001,78,724,Stimulus,1
sub-057,ds005293,L4,4.5,7.5,235001,79,728,Stimulus,1
