subject,dataset,type,laser_power,rating,latency,epoch,urevent,code,duration
sub-001,ds005284,condition 54,3.5,2.0,1001,1,15,,
sub-001,ds005284,condition 54,3.5,3.0,4001,2,16,,
sub-001,ds005284,condition 54,3.5,1.0,7001,3,17,,
sub-001,ds005284,condition 54,3.5,4.0,10001,4,18,,
sub-001,ds005284,condition 54,3.5,2.0,13001,5,20,,
sub-001,ds005284,condition 54,3.5,1.0,16001,6,21,,
sub-001,ds005284,condition 54,3.5,5.0,19001,7,22,,
sub-001,ds005284,condition 54,3.5,6.0,22001,8,23,,
sub-001,ds005284,condition 54,3.5,3.0,25001,9,24,,
sub-001,ds005284,condition 54,3.5,6.0,28001,10,26,,
sub-001,ds005284,condition 54,3.5,4.0,31001,11,27,,
sub-001,ds005284,condition 54,3.5,4.0,34001,12,28,,
sub-001,ds005284,condition 54,3.5,7.0,37001,13,30,,
sub-002,ds005284,condition 54,3.5,3.0,1001,1,1,,
sub-002,ds005284,condition 54,3.5,3.0,4001,2,2,,
sub-002,ds005284,condition 54,3.5,5.0,7001,3,3,,
sub-002,ds005284,condition 54,3.5,4.0,10001,4,4,,
sub-002,ds005284,condition 54,3.5,3.0,13001,5,5,,
sub-002,ds005284,condition 54,3.5,5.0,16001,6,6,,
sub-002,ds005284,condition 54,3.5,4.0,19001,7,7,,
sub-002,ds005284,condition 54,3.5,6.0,22001,8,8,,
sub-002,ds005284,condition 54,3.5,5.0,25001,9,9,,
sub-002,ds005284,condition 54,3.5,6.0,28001,10,10,,
sub-002,ds005284,condition 54,3.5,7.0,31001,11,11,,
sub-002,ds005284,condition 54,3.5,6.0,34001,12,12,,
sub-002,ds005284,condition 54,3.5,6.0,37001,13,13,,
sub-002,ds005284,condition 54,3.5,2.0,40001,14,14,,
sub-002,ds005284,condition 54,3.5,7.0,43001,15,15,,
sub-002,ds005284,condition 54,3.5,4.0,46001,16,16,,
sub-003,ds005284,condition 54,3.75,2.0,1001,1,1,,
sub-003,ds005284,condition 54,3.75,4.0,4001,2,2,,
sub-003,ds005284,condition 54,3.75,5.0,7001,3,3,,
sub-003,ds005284,condition 54,3.75,6.0,10001,4,4,,
sub-003,ds005284,condition 54,3.75,6.0,13001,5,5,,
sub-003,ds005284,condition 54,3.75,7.0,16001,6,6,,
sub-003,ds005284,condition 54,3.75,8.0,19001,7,7,,
sub-003,ds005284,condition 54,3.75,6.0,22001,8,8,,
sub-003,ds005284,condition 54,3.75,5.0,25001,9,9,,
sub-003,ds005284,condition 54,3.75,6.0,28001,10,10,,
sub-003,ds005284,condition 54,3.75,4.0,31001,11,11,,
sub-003,ds005284,condition 54,3.75,7.0,34001,12,12,,
sub-003,ds005284,condition 54,3.75,5.0,37001,13,13,,
sub-003,ds005284,condition 54,3.75,6.0,40001,14,14,,
sub-003,ds005284,condition 54,3.75,5.0,43001,15,15,,
sub-003,ds005284,condition 54,3.75,6.0,46001,16,16,,
sub-004,ds005284,condition 54,3.25,5.0,1001,1,1,,
sub-004,ds005284,condition 54,3.25,8.0,4001,2,2,,
sub-004,ds005284,condition 54,3.25,5.0,7001,3,3,,
sub-004,ds005284,condition 54,3.25,7.0,10001,4,4,,
sub-004,ds005284,condition 54,3.25,5.0,13001,5,5,,
sub-004,ds005284,condition 54,3.25,3.0,16001,6,6,,
sub-004,ds005284,condition 54,3.25,6.0,19001,7,7,,
sub-004,ds005284,condition 54,3.25,7.0,22001,8,8,,
sub-004,ds005284,condition 54,3.25,8.0,25001,9,9,,
sub-004,ds005284,condition 54,3.25,6.0,28001,10,10,,
sub-004,ds005284,condition 54,3.25,4.0,31001,11,15,,
sub-004,ds005284,condition 54,3.25,3.0,34001,12,16,,
sub-005,ds005284,condition 54,3.0,7.0,1001,1,1,,
sub-005,ds005284,condition 54,3.0,9.0,4001,2,2,,
sub-005,ds005284,condition 54,3.0,10.0,7001,3,3,,
sub-005,ds005284,condition 54,3.0,10.0,10001,4,4,,
sub-005,ds005284,condition 54,3.0,8.0,13001,5,5,,
sub-005,ds005284,condition 54,3.0,9.0,16001,6,6,,
sub-005,ds005284,condition 54,3.0,7.0,19001,7,7,,
sub-005,ds005284,condition 54,3.0,7.0,22001,8,8,,
sub-005,ds005284,condition 54,3.0,6.0,25001,9,9,,
sub-005,ds005284,condition 54,3.0,7.0,28001,10,10,,
sub-005,ds005284,condition 54,3.0,9.0,31001,11,11,,
sub-005,ds005284,condition 54,3.0,6.0,34001,12,12,,
sub-005,ds005284,condition 54,3.0,4.0,37001,13,13,,
sub-005,ds005284,condition 54,3.0,5.0,40001,14,14,,
sub-005,ds005284,condition 54,3.0,10.0,43001,15,15,,
sub-005,ds005284,condition 54,3.0,10.0,46001,16,16,,
sub-006,ds005284,condition 54,4.25,5.0,1001,1,1,,
sub-006,ds005284,condition 54,4.25,4.0,4001,2,10,,
sub-006,ds005284,condition 54,4.25,5.0,7001,3,15,,
sub-006,ds005284,condition 54,4.25,5.0,10001,4,16,,
sub-007,ds005284,condition 54,3.75,3.0,1001,1,1,,
sub-007,ds005284,condition 54,3.75,6.0,4001,2,2,,
sub-007,ds005284,condition 54,3.75,10.0,7001,3,6,,
sub-007,ds005284,condition 54,3.75,9.0,10001,4,9,,
sub-007,ds005284,condition 54,3.75,4.0,13001,5,10,,
sub-007,ds005284,condition 54,3.75,5.0,16001,6,11,,
sub-007,ds005284,condition 54,3.75,8.0,19001,7,12,,
sub-007,ds005284,condition 54,3.75,4.0,22001,8,13,,
sub-007,ds005284,condition 54,3.75,8.0,25001,9,14,,
sub-007,ds005284,condition 54,3.75,7.0,28001,10,15,,
sub-007,ds005284,condition 54,3.75,8.0,31001,11,16,,
sub-008,ds005284,condition 54,4.25,4.0,1001,1,1,,
sub-008,ds005284,condition 54,4.25,5.0,4001,2,2,,
sub-008,ds005284,condition 54,4.25,6.0,7001,3,3,,
sub-008,ds005284,condition 54,4.25,3.0,10001,4,10,,
sub-008,ds005284,condition 54,4.25,2.0,13001,5,12,,
sub-008,ds005284,condition 54,4.25,1.0,16001,6,13,,
sub-008,ds005284,condition 54,4.25,3.0,19001,7,14,,
sub-008,ds005284,condition 54,4.25,4.0,22001,8,15,,
sub-008,ds005284,condition 54,4.25,2.0,25001,9,16,,
sub-009,ds005284,condition 54,3.5,9.0,1001,1,3,,
sub-009,ds005284,condition 54,3.5,10.0,4001,2,4,,
sub-009,ds005284,condition 54,3.5,7.0,7001,3,5,,
sub-009,ds005284,condition 54,3.5,4.0,10001,4,6,,
sub-009,ds005284,condition 54,3.5,1.0,13001,5,7,,
sub-009,ds005284,condition 54,3.5,1.0,16001,6,8,,
sub-009,ds005284,condition 54,3.5,4.0,19001,7,9,,
sub-009,ds005284,condition 54,3.5,10.0,22001,8,10,,
sub-009,ds005284,condition 54,3.5,8.0,25001,9,11,,
sub-009,ds005284,condition 54,3.5,9.0,28001,10,12,,
sub-009,ds005284,condition 54,3.5,9.0,31001,11,13,,
sub-009,ds005284,condition 54,3.5,10.0,34001,12,14,,
sub-009,ds005284,condition 54,3.5,10.0,37001,13,15,,
sub-010,ds005284,condition 54,2.75,3.0,1001,1,1,,
sub-010,ds005284,condition 54,2.75,4.0,4001,2,2,,
sub-010,ds005284,condition 54,2.75,6.0,7001,3,3,,
sub-010,ds005284,condition 54,2.75,9.0,10001,4,9,,
sub-010,ds005284,condition 54,2.75,8.0,13001,5,12,,
sub-010,ds005284,condition 54,2.75,9.0,16001,6,15,,
sub-010,ds005284,condition 54,2.75,8.0,19001,7,16,,
sub-011,ds005284,condition 54,3.25,4.0,1001,1,1,,
sub-011,ds005284,condition 54,3.25,7.0,4001,2,2,,
sub-011,ds005284,condition 54,3.25,5.0,7001,3,3,,
sub-011,ds005284,condition 54,3.25,6.0,10001,4,4,,
sub-011,ds005284,condition 54,3.25,9.0,13001,5,6,,
sub-011,ds005284,condition 54,3.25,10.0,16001,6,8,,
sub-011,ds005284,condition 54,3.25,10.0,19001,7,9,,
sub-011,ds005284,condition 54,3.25,10.0,22001,8,10,,
sub-011,ds005284,condition 54,3.25,10.0,25001,9,11,,
sub-011,ds005284,condition 54,3.25,5.0,28001,10,12,,
sub-011,ds005284,condition 54,3.25,7.0,31001,11,13,,
sub-011,ds005284,condition 54,3.25,4.0,34001,12,14,,
sub-011,ds005284,condition 54,3.25,10.0,37001,13,15,,
sub-011,ds005284,condition 54,3.25,10.0,40001,14,16,,
sub-012,ds005284,condition 54,3.5,2.0,1001,1,1,,
sub-012,ds005284,condition 54,3.5,4.0,4001,2,2,,
sub-012,ds005284,condition 54,3.5,6.0,7001,3,3,,
sub-012,ds005284,condition 54,3.5,5.0,10001,4,4,,
sub-012,ds005284,condition 54,3.5,3.0,13001,5,5,,
sub-012,ds005284,condition 54,3.5,6.0,16001,6,6,,
sub-012,ds005284,condition 54,3.5,9.0,19001,7,7,,
sub-012,ds005284,condition 54,3.5,6.0,22001,8,8,,
sub-012,ds005284,condition 54,3.5,3.0,25001,9,9,,
sub-012,ds005284,condition 54,3.5,4.0,28001,10,10,,
sub-012,ds005284,condition 54,3.5,7.0,31001,11,11,,
sub-012,ds005284,condition 54,3.5,7.0,34001,12,12,,
sub-012,ds005284,condition 54,3.5,10.0,37001,13,13,,
sub-012,ds005284,condition 54,3.5,4.0,40001,14,14,,
sub-012,ds005284,condition 54,3.5,5.0,43001,15,15,,
sub-012,ds005284,condition 54,3.5,5.0,46001,16,16,,
sub-013,ds005284,condition 54,4.25,4.0,1001,1,1,,
sub-013,ds005284,condition 54,4.25,4.0,4001,2,2,,
sub-013,ds005284,condition 54,4.25,3.0,7001,3,4,,
sub-013,ds005284,condition 54,4.25,3.0,10001,4,5,,
sub-013,ds005284,condition 54,4.25,4.0,13001,5,6,,
sub-013,ds005284,condition 54,4.25,4.0,16001,6,7,,
sub-013,ds005284,condition 54,4.25,5.0,19001,7,8,,
sub-013,ds005284,condition 54,4.25,5.0,22001,8,9,,
sub-013,ds005284,condition 54,4.25,4.0,25001,9,10,,
sub-013,ds005284,condition 54,4.25,3.0,28001,10,11,,
sub-013,ds005284,condition 54,4.25,4.0,31001,11,12,,
sub-013,ds005284,condition 54,4.25,4.0,34001,12,13,,
sub-013,ds005284,condition 54,4.25,5.0,37001,13,15,,
sub-013,ds005284,condition 54,4.25,5.0,40001,14,16,,
sub-014,ds005284,condition 54,3.5,4.0,1001,1,1,,
sub-014,ds005284,condition 54,3.5,6.0,4001,2,2,,
sub-014,ds005284,condition 54,3.5,6.0,7001,3,3,,
sub-014,ds005284,condition 54,3.5,7.0,10001,4,4,,
sub-014,ds005284,condition 54,3.5,6.0,13001,5,5,,
sub-014,ds005284,condition 54,3.5,5.0,16001,6,6,,
sub-014,ds005284,condition 54,3.5,7.0,19001,7,7,,
sub-014,ds005284,condition 54,3.5,6.0,22001,8,8,,
sub-014,ds005284,condition 54,3.5,6.0,25001,9,9,,
sub-014,ds005284,condition 54,3.5,7.0,28001,10,10,,
sub-014,ds005284,condition 54,3.5,5.0,31001,11,11,,
sub-014,ds005284,condition 54,3.5,4.0,34001,12,12,,
sub-014,ds005284,condition 54,3.5,5.0,37001,13,13,,
sub-014,ds005284,condition 54,3.5,5.0,40001,14,14,,
sub-014,ds005284,condition 54,3.5,7.0,43001,15,15,,
sub-014,ds005284,condition 54,3.5,6.0,46001,16,16,,
sub-015,ds005284,condition 54,3.75,5.0,1001,1,1,,
sub-015,ds005284,condition 54,3.75,6.0,4001,2,2,,
sub-015,ds005284,condition 54,3.75,5.0,7001,3,3,,
sub-015,ds005284,condition 54,3.75,6.0,10001,4,4,,
sub-015,ds005284,condition 54,3.75,7.0,13001,5,5,,
sub-015,ds005284,condition 54,3.75,6.0,16001,6,6,,
sub-015,ds005284,condition 54,3.75,6.0,19001,7,7,,
sub-015,ds005284,condition 54,3.75,5.0,22001,8,8,,
sub-015,ds005284,condition 54,3.75,6.0,25001,9,9,,
sub-015,ds005284,condition 54,3.75,6.0,28001,10,10,,
sub-015,ds005284,condition 54,3.75,6.0,31001,11,11,,
sub-015,ds005284,condition 54,3.75,5.0,34001,12,12,,
sub-015,ds005284,condition 54,3.75,6.0,37001,13,13,,
sub-015,ds005284,condition 54,3.75,7.0,40001,14,14,,
sub-015,ds005284,condition 54,3.75,5.0,43001,15,15,,
sub-015,ds005284,condition 54,3.75,5.0,46001,16,16,,
sub-016,ds005284,condition 54,3.5,1.0,1001,1,1,,
sub-016,ds005284,condition 54,3.5,6.0,4001,2,3,,
sub-016,ds005284,condition 54,3.5,7.0,7001,3,4,,
sub-016,ds005284,condition 54,3.5,4.0,10001,4,6,,
sub-016,ds005284,condition 54,3.5,1.0,13001,5,7,,
sub-016,ds005284,condition 54,3.5,3.0,16001,6,8,,
sub-016,ds005284,condition 54,3.5,4.0,19001,7,9,,
sub-016,ds005284,condition 54,3.5,8.0,22001,8,10,,
sub-016,ds005284,condition 54,3.5,9.0,25001,9,11,,
sub-016,ds005284,condition 54,3.5,4.0,28001,10,12,,
sub-016,ds005284,condition 54,3.5,6.0,31001,11,13,,
sub-016,ds005284,condition 54,3.5,3.0,34001,12,14,,
sub-016,ds005284,condition 54,3.5,8.0,37001,13,15,,
sub-016,ds005284,condition 54,3.5,3.0,40001,14,16,,
sub-017,ds005284,condition 54,3.5,3.0,1001,1,1,,
sub-017,ds005284,condition 54,3.5,2.0,4001,2,2,,
sub-017,ds005284,condition 54,3.5,5.0,7001,3,3,,
sub-017,ds005284,condition 54,3.5,8.0,10001,4,4,,
sub-017,ds005284,condition 54,3.5,9.0,13001,5,5,,
sub-017,ds005284,condition 54,3.5,6.0,16001,6,7,,
sub-017,ds005284,condition 54,3.5,7.0,19001,7,8,,
sub-017,ds005284,condition 54,3.5,5.0,22001,8,9,,
sub-017,ds005284,condition 54,3.5,6.0,25001,9,10,,
sub-017,ds005284,condition 54,3.5,9.0,28001,10,11,,
sub-017,ds005284,condition 54,3.5,9.0,31001,11,12,,
sub-017,ds005284,condition 54,3.5,5.0,34001,12,13,,
sub-017,ds005284,condition 54,3.5,4.0,37001,13,14,,
sub-017,ds005284,condition 54,3.5,5.0,40001,14,15,,
sub-017,ds005284,condition 54,3.5,5.0,43001,15,16,,
sub-018,ds005284,condition 54,3.5,6.0,1001,1,1,,
sub-018,ds005284,condition 54,3.5,9.0,4001,2,2,,
sub-018,ds005284,condition 54,3.5,10.0,7001,3,3,,
sub-018,ds005284,condition 54,3.5,6.0,10001,4,4,,
sub-018,ds005284,condition 54,3.5,7.0,13001,5,6,,
sub-018,ds005284,condition 54,3.5,8.0,16001,6,7,,
sub-018,ds005284,condition 54,3.5,10.0,19001,7,8,,
sub-018,ds005284,condition 54,3.5,8.0,22001,8,10,,
sub-018,ds005284,condition 54,3.5,10.0,25001,9,11,,
sub-018,ds005284,condition 54,3.5,5.0,28001,10,12,,
sub-018,ds005284,condition 54,3.5,4.0,31001,11,13,,
sub-018,ds005284,condition 54,3.5,4.0,34001,12,15,,
sub-018,ds005284,condition 54,3.5,6.0,37001,13,16,,
sub-019,ds005284,condition 54,4.5,1.0,1001,1,1,,
sub-019,ds005284,condition 54,4.5,1.0,4001,2,2,,
sub-019,ds005284,condition 54,4.5,2.0,7001,3,3,,
sub-019,ds005284,condition 54,4.5,2.0,10001,4,4,,
sub-019,ds005284,condition 54,4.5,0.0,13001,5,5,,
sub-019,ds005284,condition 54,4.5,4.0,16001,6,6,,
sub-019,ds005284,condition 54,4.5,6.0,19001,7,7,,
sub-019,ds005284,condition 54,4.5,5.0,22001,8,8,,
sub-019,ds005284,condition 54,4.5,5.0,25001,9,10,,
sub-019,ds005284,condition 54,4.5,2.0,28001,10,14,,
sub-019,ds005284,condition 54,4.5,4.0,31001,11,15,,
sub-019,ds005284,condition 54,4.5,4.0,34001,12,16,,
sub-020,ds005284,condition 54,3.75,3.0,1001,1,1,,
sub-020,ds005284,condition 54,3.75,3.0,4001,2,2,,
sub-020,ds005284,condition 54,3.75,4.0,7001,3,3,,
sub-020,ds005284,condition 54,3.75,2.0,10001,4,4,,
sub-020,ds005284,condition 54,3.75,8.0,13001,5,5,,
sub-020,ds005284,condition 54,3.75,4.0,16001,6,6,,
sub-020,ds005284,condition 54,3.75,6.0,19001,7,7,,
sub-020,ds005284,condition 54,3.75,10.0,22001,8,8,,
sub-020,ds005284,condition 54,3.75,5.0,25001,9,9,,
sub-020,ds005284,condition 54,3.75,6.0,28001,10,10,,
sub-020,ds005284,condition 54,3.75,7.0,31001,11,13,,
sub-020,ds005284,condition 54,3.75,6.0,34001,12,14,,
sub-020,ds005284,condition 54,3.75,5.0,37001,13,15,,
sub-020,ds005284,condition 54,3.75,4.0,40001,14,16,,
sub-021,ds005284,condition 54,4.25,5.0,1001,1,1,,
sub-021,ds005284,condition 54,4.25,6.0,4001,2,2,,
sub-021,ds005284,condition 54,4.25,5.0,7001,3,3,,
sub-021,ds005284,condition 54,4.25,5.0,10001,4,4,,
sub-021,ds005284,condition 54,4.25,6.0,13001,5,5,,
sub-021,ds005284,condition 54,4.25,7.0,16001,6,6,,
sub-021,ds005284,condition 54,4.25,5.0,19001,7,7,,
sub-021,ds005284,condition 54,4.25,6.0,22001,8,8,,
sub-021,ds005284,condition 54,4.25,6.0,25001,9,9,,
sub-021,ds005284,condition 54,4.25,6.0,28001,10,11,,
sub-021,ds005284,condition 54,4.25,6.0,31001,11,12,,
sub-021,ds005284,condition 54,4.25,7.0,34001,12,13,,
sub-021,ds005284,condition 54,4.25,5.0,37001,13,14,,
sub-022,ds005284,condition 54,4.25,4.0,1001,1,1,,
sub-022,ds005284,condition 54,4.25,3.0,4001,2,2,,
sub-022,ds005284,condition 54,4.25,5.0,7001,3,3,,
sub-022,ds005284,condition 54,4.25,5.0,10001,4,4,,
sub-022,ds005284,condition 54,4.25,7.0,13001,5,5,,
sub-022,ds005284,condition 54,4.25,8.0,16001,6,6,,
sub-022,ds005284,condition 54,4.25,4.0,19001,7,7,,
sub-022,ds005284,condition 54,4.25,8.0,22001,8,8,,
sub-022,ds005284,condition 54,4.25,8.0,25001,9,9,,
sub-022,ds005284,condition 54,4.25,7.0,28001,10,10,,
sub-022,ds005284,condition 54,4.25,7.0,31001,11,11,,
sub-022,ds005284,condition 54,4.25,10.0,34001,12,12,,
sub-022,ds005284,condition 54,4.25,9.0,37001,13,13,,
sub-022,ds005284,condition 54,4.25,7.0,40001,14,14,,
sub-022,ds005284,condition 54,4.25,7.0,43001,15,15,,
sub-022,ds005284,condition 54,4.25,10.0,46001,16,16,,
sub-023,ds005284,condition 54,4.0,3.0,1001,1,1,,
sub-023,ds005284,condition 54,4.0,3.0,4001,2,2,,
sub-023,ds005284,condition 54,4.0,5.0,7001,3,3,,
sub-023,ds005284,condition 54,4.0,2.0,10001,4,4,,
sub-023,ds005284,condition 54,4.0,6.0,13001,5,5,,
sub-023,ds005284,condition 54,4.0,2.0,16001,6,6,,
sub-023,ds005284,condition 54,4.0,4.0,19001,7,7,,
sub-023,ds005284,condition 54,4.0,7.0,22001,8,8,,
sub-023,ds005284,condition 54,4.0,5.0,25001,9,9,,
sub-023,ds005284,condition 54,4.0,0.0,28001,10,10,,
sub-023,ds005284,condition 54,4.0,6.0,31001,11,11,,
sub-023,ds005284,condition 54,4.0,7.0,34001,12,12,,
sub-023,ds005284,condition 54,4.0,3.0,37001,13,13,,
sub-023,ds005284,condition 54,4.0,5.0,40001,14,14,,
sub-023,ds005284,condition 54,4.0,1.0,43001,15,15,,
sub-023,ds005284,condition 54,4.0,4.0,46001,16,16,,
sub-024,ds005284,condition 54,4.25,0.0,1001,1,1,,
sub-024,ds005284,condition 54,4.25,0.0,4001,2,2,,
sub-024,ds005284,condition 54,4.25,4.0,7001,3,3,,
sub-024,ds005284,condition 54,4.25,5.0,10001,4,4,,
sub-024,ds005284,condition 54,4.25,4.0,13001,5,5,,
sub-024,ds005284,condition 54,4.25,1.0,16001,6,6,,
sub-024,ds005284,condition 54,4.25,1.0,19001,7,7,,
sub-024,ds005284,condition 54,4.25,3.0,22001,8,8,,
sub-024,ds005284,condition 54,4.25,2.0,25001,9,9,,
sub-024,ds005284,condition 54,4.25,2.0,28001,10,10,,
sub-024,ds005284,condition 54,4.25,5.0,31001,11,11,,
sub-024,ds005284,condition 54,4.25,4.0,34001,12,12,,
sub-024,ds005284,condition 54,4.25,3.0,37001,13,13,,
sub-024,ds005284,condition 54,4.25,3.0,40001,14,14,,
sub-024,ds005284,condition 54,4.25,2.0,43001,15,15,,
sub-024,ds005284,condition 54,4.25,2.0,46001,16,16,,
sub-025,ds005284,condition 54,4.5,4.0,1001,1,2,,
sub-025,ds005284,condition 54,4.5,6.0,4001,2,3,,
sub-025,ds005284,condition 54,4.5,4.0,7001,3,4,,
sub-025,ds005284,condition 54,4.5,5.0,10001,4,5,,
sub-025,ds005284,condition 54,4.5,6.0,13001,5,6,,
sub-025,ds005284,condition 54,4.5,4.0,16001,6,7,,
sub-025,ds005284,condition 54,4.5,3.0,19001,7,8,,
sub-025,ds005284,condition 54,4.5,4.0,22001,8,9,,
sub-025,ds005284,condition 54,4.5,4.0,25001,9,10,,
sub-025,ds005284,condition 54,4.5,5.0,28001,10,11,,
sub-025,ds005284,condition 54,4.5,5.0,31001,11,12,,
sub-025,ds005284,condition 54,4.5,4.0,34001,12,14,,
sub-025,ds005284,condition 54,4.5,6.0,37001,13,15,,
sub-025,ds005284,condition 54,4.5,4.0,40001,14,16,,
sub-026,ds005284,condition 54,4.5,4.0,1001,1,1,,
sub-026,ds005284,condition 54,4.5,5.0,4001,2,2,,
sub-026,ds005284,condition 54,4.5,5.0,7001,3,3,,
sub-026,ds005284,condition 54,4.5,7.0,10001,4,5,,
sub-026,ds005284,condition 54,4.5,7.0,13001,5,6,,
sub-026,ds005284,condition 54,4.5,7.0,16001,6,8,,
sub-026,ds005284,condition 54,4.5,7.0,19001,7,9,,
sub-026,ds005284,condition 54,4.5,7.0,22001,8,12,,
sub-026,ds005284,condition 54,4.5,8.0,25001,9,13,,
sub-026,ds005284,condition 54,4.5,8.0,28001,10,14,,
sub-026,ds005284,condition 54,4.5,8.0,31001,11,15,,
sub-026,ds005284,condition 54,4.5,7.0,34001,12,16,,
sub-001,ds005285,64,3.5,6.0,1001,1,,,0
sub-001,ds005285,64,3.5,9.0,4001,2,,,0
sub-001,ds005285,32,2.75,2.0,7001,3,,,0
sub-001,ds005285,64,3.5,5.0,10001,4,,,0
sub-001,ds005285,32,2.75,3.0,13001,5,,,0
sub-001,ds005285,32,2.75,3.0,16001,6,,,0
sub-001,ds005285,32,2.75,3.0,19001,7,,,0
sub-001,ds005285,32,2.75,3.0,22001,8,,,0
sub-001,ds005285,32,2.75,2.0,25001,9,,,0
sub-001,ds005285,64,3.5,5.0,28001,10,,,0
sub-001,ds005285,32,2.75,3.0,31001,11,,,0
sub-001,ds005285,64,3.5,8.0,34001,12,,,0
sub-001,ds005285,32,2.75,2.0,37001,13,,,0
sub-001,ds005285,64,3.5,8.0,40001,14,,,0
sub-001,ds005285,64,3.5,3.0,43001,15,,,0
sub-001,ds005285,64,3.5,4.0,46001,16,,,0
sub-001,ds005285,32,2.75,2.0,49001,17,,,0
sub-001,ds005285,64,3.5,7.0,52001,18,,,0
sub-001,ds005285,64,3.5,2.0,55001,19,,,0
sub-001,ds005285,64,3.5,4.0,58001,20,,,0
sub-001,ds005285,64,3.5,5.0,61001,21,,,0
sub-001,ds005285,64,3.5,6.0,64001,22,,,0
sub-001,ds005285,32,2.75,2.0,67001,23,,,0
sub-001,ds005285,64,3.5,4.0,70001,24,,,0
sub-001,ds005285,64,3.5,7.0,73001,25,,,0
sub-001,ds005285,32,2.75,2.0,76001,26,,,0
sub-001,ds005285,32,2.75,2.0,79001,27,,,0
sub-001,ds005285,32,2.75,2.0,82001,28,,,0
sub-001,ds005285,32,2.75,2.0,85001,29,,,0
sub-001,ds005285,32,2.75,1.0,88001,30,,,0
sub-001,ds005285,64,3.5,2.0,91001,31,,,0
sub-001,ds005285,64,3.5,7.0,94001,32,,,0
sub-001,ds005285,32,2.75,4.0,97001,33,,,0
sub-001,ds005285,64,3.5,8.0,100001,34,,,0
sub-001,ds005285,64,3.5,6.0,103001,35,,,0
sub-001,ds005285,32,2.75,1.0,106001,36,,,0
sub-001,ds005285,64,3.5,8.0,109001,37,,,0
sub-001,ds005285,32,2.75,3.0,112001,38,,,0
sub-001,ds005285,32,2.75,3.0,115001,39,,,0
sub-001,ds005285,32,2.75,3.0,118001,40,,,0
sub-001,ds005285,64,3.5,6.0,121001,41,,,0
sub-001,ds005285,64,3.5,7.0,124001,42,,,0
sub-001,ds005285,32,2.75,3.0,127001,43,,,0
sub-001,ds005285,64,3.5,7.0,130001,44,,,0
sub-001,ds005285,32,2.75,2.0,133001,45,,,0
sub-001,ds005285,32,2.75,2.0,136001,46,,,0
sub-001,ds005285,32,2.75,2.0,139001,47,,,0
sub-001,ds005285,32,2.75,2.0,142001,48,,,0
sub-001,ds005285,32,2.75,2.0,145001,49,,,0
sub-001,ds005285,64,3.5,8.0,148001,50,,,0
sub-001,ds005285,32,2.75,1.0,151001,51,,,0
sub-001,ds005285,64,3.5,8.0,154001,52,,,0
sub-001,ds005285,32,2.75,1.0,157001,53,,,0
sub-001,ds005285,64,3.5,5.0,160001,54,,,0
sub-001,ds005285,64,3.5,6.0,163001,55,,,0
sub-001,ds005285,64,3.5,3.0,166001,56,,,0
sub-001,ds005285,32,2.75,1.0,169001,57,,,0
sub-001,ds005285,64,3.5,2.0,172001,58,,,0
sub-001,ds005285,64,3.5,9.0,175001,59,,,0
sub-001,ds005285,64,3.5,1.0,178001,60,,,0
sub-001,ds005285,64,3.5,2.0,181001,61,,,0
sub-001,ds005285,64,3.5,3.0,184001,62,,,0
sub-001,ds005285,32,2.75,1.0,187001,63,,,0
sub-001,ds005285,64,3.5,6.0,190001,64,,,0
sub-001,ds005285,64,3.5,6.0,193001,65,,,0
sub-001,ds005285,32,2.75,2.0,196001,66,,,0
sub-001,ds005285,32,2.75,1.0,199001,67,,,0
sub-001,ds005285,32,2.75,1.0,202001,68,,,0
sub-001,ds005285,32,2.75,1.0,205001,69,,,0
sub-001,ds005285,32,2.75,1.0,208001,70,,,0
sub-001,ds005285,64,3.5,6.0,211001,71,,,0
sub-001,ds005285,64,3.5,6.0,214001,72,,,0
sub-001,ds005285,32,2.75,1.0,217001,73,,,0
sub-001,ds005285,64,3.5,1.0,220001,74,,,0
sub-001,ds005285,64,3.5,5.0,223001,75,,,0
sub-001,ds005285,32,2.75,2.0,226001,76,,,0
sub-001,ds005285,64,3.5,4.0,229001,77,,,0
sub-001,ds005285,32,2.75,1.0,232001,78,,,0
sub-001,ds005285,32,2.75,1.0,235001,79,,,0
sub-001,ds005285,32,2.75,1.0,238001,80,,,0
sub-001,ds005285,64,3.5,2.0,241001,81,,,0
sub-001,ds005285,64,3.5,5.0,244001,82,,,0
sub-001,ds005285,32,2.75,1.0,247001,83,,,0
sub-001,ds005285,64,3.5,6.0,250001,84,,,0
sub-001,ds005285,32,2.75,1.0,253001,85,,,0
sub-001,ds005285,32,2.75,2.0,256001,86,,,0
sub-001,ds005285,32,2.75,1.0,259001,87,,,0
sub-001,ds005285,32,2.75,1.0,262001,88,,,0
sub-001,ds005285,32,2.75,6.0,265001,89,,,0
sub-001,ds005285,64,3.5,7.0,268001,90,,,0
sub-001,ds005285,32,2.75,6.0,271001,91,,,0
sub-001,ds005285,64,3.5,9.0,274001,92,,,0
sub-001,ds005285,32,2.75,1.0,277001,93,,,0
sub-001,ds005285,64,3.5,4.0,280001,94,,,0
sub-001,ds005285,64,3.5,6.0,283001,95,,,0
sub-001,ds005285,64,3.5,6.0,286001,96,,,0
sub-001,ds005285,32,2.75,5.0,289001,97,,,0
