onset,duration,sample,value,subject,dataset,source_file
7.8388671875,,8027,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.8447265625,,8033,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.8505859375,,8039,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.853515625,,8042,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.861328125,,8050,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.8642578125,,8053,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.875,,8064,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.8779296875,,8067,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.8828125,,8072,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.892578125,,8082,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.8955078125,,8085,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
7.9052734375,,8095,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
8.0322265625,,8225,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
8.0341796875,,8227,condition 64,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
121.9150390625,,124841,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
134.0654296875,,137283,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
146.9482421875,,150475,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
159.9814453125,,163821,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
172.865234375,,177014,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
185.59765625,,190052,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
198.2646484375,,203023,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
211.3974609375,,216471,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
224.4814453125,,229869,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
236.9306640625,,242617,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
249.1640625,,255144,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
261.380859375,,267654,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
274.1474609375,,280727,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
287.0302734375,,293919,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
299.380859375,,306566,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
312.48046875,,319980,condition 54,sub-001,ds005284,ds005284/sub-001/eeg/sub-001_task-26ByBiosemi_events.tsv
124.513671875,,127502,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
137.0634765625,,140353,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
149.2138671875,,152795,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
161.8466796875,,165731,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
174.646484375,,178838,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
187.7802734375,,192287,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
199.962890625,,204762,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
212.36328125,,217460,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
224.646484375,,230038,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
237.1796875,,242872,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
250.279296875,,256286,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
262.662109375,,268966,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
275.5791015625,,282193,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
287.7294921875,,294635,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
300.8125,,308032,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
313.7119140625,,321241,condition 54,sub-002,ds005284,ds005284/sub-002/eeg/sub-002_task-26ByBiosemi_events.tsv
122.8681640625,,125817,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
135.4013671875,,138651,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
147.55078125,,151092,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
160.6171875,,164472,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
173.3505859375,,177511,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
185.767578125,,190226,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
198.2841796875,,203043,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
210.7841796875,,215843,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
223.716796875,,229086,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
236.583984375,,242262,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
249.06640625,,255044,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
262.1669921875,,268459,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
275.0830078125,,281685,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
287.5830078125,,294485,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
300.3828125,,307592,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
313.1494140625,,320665,condition 54,sub-003,ds005284,ds005284/sub-003/eeg/sub-003_task-26ByBiosemi_events.tsv
122.6796875,,125624,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
135.5634765625,,138817,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
147.7294921875,,151275,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
160.2626953125,,164109,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
172.5791015625,,176721,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
185.24609375,,189692,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
198.0791015625,,202833,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
210.9453125,,216008,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
223.345703125,,228706,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
236.2451171875,,241915,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
249.228515625,,255210,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
261.8291015625,,268113,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
274.5947265625,,281185,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
287.4951171875,,294395,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
299.7783203125,,306973,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
312.4453125,,319944,condition 54,sub-004,ds005284,ds005284/sub-004/eeg/sub-004_task-26ByBiosemi_events.tsv
136.59375,,139872,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
149.52734375,,153116,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
162.41015625,,166308,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
175.41015625,,179620,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
188.376953125,,192898,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
200.7763671875,,205595,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
213.693359375,,218822,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
226.0927734375,,231519,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
238.9765625,,244712,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
251.8427734375,,257887,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
264.076171875,,270414,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
276.79296875,,283436,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
289.826171875,,296782,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
302.109375,,309360,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
315.0419921875,,322603,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
327.642578125,,335506,condition 54,sub-005,ds005284,ds005284/sub-005/eeg/sub-005_task-26ByBiosemi_events.tsv
122.6044921875,,125547,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
135.3037109375,,138551,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
147.5537109375,,151095,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
160.1875,,164032,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
172.654296875,,176798,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
185.6875,,190144,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
197.8701171875,,202619,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
210.7373046875,,215795,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
223.13671875,,228492,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
235.4365234375,,241087,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
247.76953125,,253716,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
260.453125,,266704,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
273.5859375,,280152,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
285.88671875,,292748,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
298.90234375,,306076,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
311.2861328125,,318757,condition 54,sub-006,ds005284,ds005284/sub-006/eeg/sub-006_task-26ByBiosemi_events.tsv
122.4130859375,,125351,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
135.080078125,,138322,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
147.212890625,,150746,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
159.529296875,,163358,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
172.0126953125,,176141,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
184.1962890625,,188617,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
196.74609375,,201468,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
209.1787109375,,214199,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
221.662109375,,226982,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
234.162109375,,239782,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
247.044921875,,252974,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
259.595703125,,265826,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
272.6787109375,,279223,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
285.26171875,,292108,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
297.9951171875,,305147,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
310.2451171875,,317691,condition 54,sub-007,ds005284,ds005284/sub-007/eeg/sub-007_task-26ByBiosemi_events.tsv
122.2353515625,,125169,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
134.818359375,,138054,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
147.3017578125,,150837,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
160.1689453125,,164013,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
172.6513671875,,176795,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
184.818359375,,189254,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
197.4013671875,,202139,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
209.9677734375,,215007,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
223.0009765625,,228353,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
235.884765625,,241546,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
248.451171875,,254414,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
261.384765625,,267658,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
274.451171875,,281038,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
287.30078125,,294196,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
299.451171875,,306638,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
312.017578125,,319506,condition 54,sub-008,ds005284,ds005284/sub-008/eeg/sub-008_task-26ByBiosemi_events.tsv
122.626953125,,125570,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
135.0107421875,,138251,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
147.4267578125,,150965,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
160.09375,,163936,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
172.34375,,176480,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
184.876953125,,189314,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
197.8603515625,,202609,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
210.7431640625,,215801,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
223.376953125,,228738,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
235.8759765625,,241537,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
248.0595703125,,254013,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
261.076171875,,267342,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
273.826171875,,280398,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
286.79296875,,293676,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
299.3095703125,,306493,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
311.55859375,,319036,condition 54,sub-009,ds005284,ds005284/sub-009/eeg/sub-009_task-26ByBiosemi_events.tsv
121.958984375,,124886,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
134.79296875,,138028,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
147.4091796875,,150947,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
159.7587890625,,163593,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
172.591796875,,176734,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
185.05859375,,189500,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
197.4755859375,,202215,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
210.4755859375,,215527,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
222.94140625,,228292,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
235.5419921875,,241195,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
247.7578125,,253704,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
260.341796875,,266590,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
272.4912109375,,279031,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
285.32421875,,292172,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
298.158203125,,305314,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
310.9912109375,,318455,condition 54,sub-010,ds005284,ds005284/sub-010/eeg/sub-010_task-26ByBiosemi_events.tsv
122.154296875,,125086,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
134.6376953125,,137869,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
147.4541015625,,150993,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
160.2705078125,,164117,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
172.4873046875,,176627,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
184.9873046875,,189427,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
197.4375,,202176,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
209.7373046875,,214771,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
222.103515625,,227434,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
234.7197265625,,240353,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
247.3037109375,,253239,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
259.8369140625,,266073,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
272.703125,,279248,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
285.63671875,,292492,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
297.802734375,,304950,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
310.40234375,,317852,condition 54,sub-011,ds005284,ds005284/sub-011/eeg/sub-011_task-26ByBiosemi_events.tsv
122.3916015625,,125329,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
135.0078125,,138248,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
147.5244140625,,151065,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
159.9072265625,,163745,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
172.8740234375,,177023,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
185.2578125,,189704,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
198.140625,,202896,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
210.5068359375,,215559,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
223.6240234375,,228991,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
236.20703125,,241876,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
248.9404296875,,254915,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
261.6064453125,,267885,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
273.9736328125,,280549,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
286.2236328125,,293093,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
298.47265625,,305636,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
310.72265625,,318180,condition 54,sub-012,ds005284,ds005284/sub-012/eeg/sub-012_task-26ByBiosemi_events.tsv
121.9521484375,,124879,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
134.8525390625,,138089,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
147.751953125,,151298,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
160.5185546875,,164371,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
173.4189453125,,177581,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
185.6015625,,190056,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
198.1015625,,202856,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
210.5185546875,,215571,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
223.1513671875,,228507,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
236.1513671875,,241819,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
249.234375,,255216,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
261.9013671875,,268187,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
274.5009765625,,281089,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
286.734375,,293616,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
299.4345703125,,306621,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
311.93359375,,319420,condition 54,sub-013,ds005284,ds005284/sub-013/eeg/sub-013_task-26ByBiosemi_events.tsv
122.3466796875,,125283,condition 54,sub-014,ds005284,ds005284/sub-014/eeg/sub-014_task-26ByBiosemi_events.tsv
135.4306640625,,138681,condition 54,sub-014,ds005284,ds005284/sub-014/eeg/sub-014_task-26ByBiosemi_events.tsv
147.7138671875,,151259,condition 54,sub-014,ds005284,ds005284/sub-014/eeg/sub-014_task-26ByBiosemi_events.tsv
160.396484375,,164246,condition 54,sub-014,ds005284,ds005284/sub-014/eeg/sub-014_task-26ByBiosemi_events.tsv
172.896484375,,177046,condition 54,sub-014,ds005284,ds005284/sub-014/eeg/sub-014_task-26ByBiosemi_events.tsv
