source_row,dataset,subject,epoch,rating,laser_power,cluster,component_1,component_2
5059,ds005289,sub-010,7,4.72,4.25,0,57.82473,37.009903
5060,ds005289,sub-010,8,4.18,4.25,0,66.18241,34.925262
5061,ds005289,sub-010,9,4.52,4.25,0,59.77037,42.876728
5062,ds005289,sub-011,0,5.32,3.25,1,-71.713486,15.979718
5063,ds005289,sub-011,1,4.11,3.25,1,-80.2908,12.54033
5064,ds005289,sub-011,2,5.16,3.25,1,-72.05957,27.691734
5065,ds005289,sub-011,3,6.9,3.25,1,-80.98207,12.957382
5066,ds005289,sub-011,4,4.18,3.25,1,-73.39337,10.148951
5067,ds005289,sub-011,5,5.65,3.25,1,-67.52246,32.744144
5068,ds005289,sub-011,6,6.65,3.25,1,-76.81689,10.6896305
5069,ds005289,sub-011,7,2.12,3.25,1,-66.43958,22.400164
5070,ds005289,sub-011,8,7.58,3.25,1,-56.894592,10.203
5071,ds005289,sub-011,9,4.85,3.25,1,-46.470287,-4.464503
5072,ds005289,sub-012,0,5.03,3.5,0,76.67072,20.728632
5073,ds005289,sub-012,1,6.61,3.5,0,78.783615,14.756692
5074,ds005289,sub-012,2,4.51,3.5,3,32.892002,34.657803
5075,ds005289,sub-012,3,6.77,3.5,0,81.44366,17.445553
5076,ds005289,sub-012,4,7.21,3.5,0,88.79843,14.507917
5077,ds005289,sub-012,5,6.33,3.5,0,80.142136,14.649966
5078,ds005289,sub-012,6,5.57,3.5,0,80.78249,20.3704
5079,ds005289,sub-012,7,7.04,3.5,0,80.15905,14.892885
5080,ds005289,sub-012,8,6.9,3.5,0,80.60782,14.928989
5081,ds005289,sub-012,9,6.62,3.5,0,80.92389,20.696291
5082,ds005289,sub-013,0,5.03,3.25,3,9.5829115,56.345936
5083,ds005289,sub-013,1,5.91,3.25,0,67.196594,7.828421
5084,ds005289,sub-013,2,4.7,3.25,0,50.526886,-10.598268
5085,ds005289,sub-013,3,6.45,3.25,0,70.67867,4.1466975
5086,ds005289,sub-013,4,3.35,3.25,1,-84.48864,16.03778
5087,ds005289,sub-013,5,7.04,3.25,0,85.27777,16.945797
5088,ds005289,sub-013,6,7.05,3.25,3,27.928226,33.535496
5089,ds005289,sub-013,7,7.6,3.25,3,24.879972,41.2102
5090,ds005289,sub-013,8,6.06,3.25,3,18.926378,3.9909172
5091,ds005289,sub-014,0,1.99,3.5,0,72.839615,-13.873764
5092,ds005289,sub-014,1,5.04,3.5,0,55.50444,-1.1255653
5093,ds005289,sub-014,2,7.03,3.5,0,55.015232,-0.8972987
5094,ds005289,sub-014,3,6.01,3.5,3,6.9262624,52.20139
5095,ds005289,sub-014,4,4.02,3.5,0,72.83042,-4.2709904
5096,ds005289,sub-014,5,8.02,3.5,0,62.55919,22.913776
5097,ds005289,sub-014,6,6.07,3.5,0,82.57176,9.240765
5098,ds005289,sub-014,7,3.03,3.5,2,4.1843066,-9.99126
5099,ds005289,sub-014,8,6.05,3.5,0,80.37988,-0.68404907
5100,ds005289,sub-014,9,7.06,3.5,0,74.02514,6.7202744
5101,ds005289,sub-015,0,8.03,3.25,3,-20.525824,21.356192
5102,ds005289,sub-015,1,7.03,3.25,2,23.076815,-11.269687
5103,ds005289,sub-015,2,5.04,3.25,2,-19.420033,-10.144036
5104,ds005289,sub-015,3,9.04,3.25,2,22.997293,-34.60687
5105,ds005289,sub-015,4,8.01,3.25,1,-46.610508,-25.458635
5106,ds005289,sub-015,5,7.86,3.25,1,-37.522667,-22.248787
5107,ds005289,sub-015,6,7.07,3.25,1,-46.25435,-8.39366
5108,ds005289,sub-015,7,6.72,3.25,1,-52.571823,12.525064
5109,ds005289,sub-015,8,4.0,3.25,2,15.611226,-7.8706746
5110,ds005289,sub-015,9,7.06,3.25,2,-21.097992,-14.05197
5111,ds005289,sub-016,0,6.54,3.25,3,-11.553494,60.96668
5112,ds005289,sub-016,1,6.49,3.25,2,5.6018944,-47.28794
5113,ds005289,sub-016,2,5.99,3.25,0,59.385662,15.593748
5114,ds005289,sub-016,3,5.56,3.25,0,56.033325,3.8277223
5115,ds005289,sub-016,4,5.53,3.25,0,35.313034,-0.26354447
5116,ds005289,sub-016,5,4.53,3.25,0,57.353413,13.878394
5117,ds005289,sub-016,6,8.55,3.25,0,60.58781,12.300054
5118,ds005289,sub-016,7,3.01,3.25,2,27.932981,-14.498419
5119,ds005289,sub-016,8,7.52,3.25,0,68.00231,11.95147
5120,ds005289,sub-017,0,4.72,4.0,2,12.312448,1.6024606
5121,ds005289,sub-017,1,5.6,4.0,2,1.1120926,-37.06088
5122,ds005289,sub-017,2,5.29,4.0,0,62.708523,12.023181
5123,ds005289,sub-017,3,4.84,4.0,2,16.031864,-26.839008
5124,ds005289,sub-017,4,5.73,4.0,0,51.382744,8.063382
5125,ds005289,sub-017,5,5.59,4.0,0,57.41292,-5.331115
5126,ds005289,sub-017,6,5.44,4.0,0,41.53033,4.05846
5127,ds005289,sub-017,7,6.12,4.0,0,35.342854,-17.637733
5128,ds005289,sub-017,8,5.11,4.0,3,3.371886,8.571501
5129,ds005289,sub-017,9,5.02,4.0,0,36.4822,8.7461605
5130,ds005289,sub-018,0,2.03,4.5,1,-49.42418,-17.69768
5131,ds005289,sub-018,1,5.98,4.5,2,15.6464205,-7.7421937
5132,ds005289,sub-018,2,5.02,4.5,2,-18.86001,-17.860268
5133,ds005289,sub-018,3,7.06,4.5,2,16.948244,-36.32899
5134,ds005289,sub-018,4,6.04,4.5,2,-9.720184,-36.617718
5135,ds005289,sub-018,5,5.02,4.5,3,-11.650364,6.853668
5136,ds005289,sub-018,6,6.94,4.5,3,13.295708,10.705307
5137,ds005289,sub-018,7,4.08,4.5,3,-8.432898,5.822635
5138,ds005289,sub-018,8,7.0,4.5,0,43.35325,-28.34609
5139,ds005289,sub-018,9,6.04,4.5,0,28.410969,-10.168556
5140,ds005289,sub-019,0,5.97,3.0,0,66.14818,-7.8275914
5141,ds005289,sub-019,1,5.02,3.0,1,-56.0342,-46.104294
5142,ds005289,sub-019,2,4.92,3.0,1,-45.764645,-47.101204
5143,ds005289,sub-019,3,5.53,3.0,3,3.497241,6.475761
5144,ds005289,sub-019,4,6.44,3.0,2,-19.285507,-6.9617553
5145,ds005289,sub-019,5,5.06,3.0,3,-5.7483535,52.109688
5146,ds005289,sub-019,6,5.56,3.0,2,-17.26041,-49.38971
5147,ds005289,sub-019,7,6.67,3.0,2,35.201363,-45.471672
5148,ds005289,sub-019,8,5.55,3.0,2,16.367079,-46.07798
5149,ds005289,sub-019,9,7.57,3.0,0,56.45205,-11.1922
5150,ds005289,sub-020,0,3.96,3.5,1,-47.120358,41.816708
5151,ds005289,sub-020,1,5.49,3.5,3,-12.208979,61.638073
5152,ds005289,sub-020,2,5.02,3.5,3,16.361597,25.504658
5153,ds005289,sub-020,3,5.23,3.5,3,-7.3117537,61.933247
5154,ds005289,sub-020,4,7.37,3.5,3,-39.034443,51.268894
5155,ds005289,sub-020,5,7.82,3.5,0,53.619873,46.430275
5156,ds005289,sub-020,6,8.19,3.5,0,59.653572,43.095222
5157,ds005289,sub-020,7,4.8,3.5,1,-47.150646,40.220524
5158,ds005289,sub-020,8,7.52,3.5,0,62.808792,41.368412
5159,ds005289,sub-020,9,4.95,3.5,3,22.334259,31.200611
5160,ds005289,sub-021,0,5.04,3.25,0,79.78113,22.777298
5161,ds005289,sub-021,1,5.04,3.25,0,86.88823,6.1506705
5162,ds005289,sub-021,2,3.99,3.25,0,76.60495,20.306208
5163,ds005289,sub-021,3,2.99,3.25,0,47.808376,18.766304
5164,ds005289,sub-021,4,4.0,3.25,0,56.885113,6.146094
5165,ds005289,sub-021,5,5.02,3.25,0,54.991714,35.914764
5166,ds005289,sub-021,6,4.0,3.25,0,79.342316,19.852129
5167,ds005289,sub-021,7,4.03,3.25,0,79.90552,22.738522
5168,ds005289,sub-021,8,3.95,3.25,0,79.75323,22.999458
5169,ds005289,sub-021,9,5.02,3.25,0,79.33396,15.161253
5170,ds005289,sub-022,0,6.62,3.25,3,-7.1746173,50.32147
5171,ds005289,sub-022,1,9.27,3.25,0,50.517517,12.248908
5172,ds005289,sub-022,2,9.95,3.25,0,60.550037,12.291621
5173,ds005289,sub-022,3,8.0,3.25,0,58.508858,17.326677
5174,ds005289,sub-022,4,8.68,3.25,0,50.377872,-5.310204
5175,ds005289,sub-022,5,4.58,3.25,0,67.960815,0.088048615
5176,ds005289,sub-022,6,9.84,3.25,0,53.57104,-1.5726792
5177,ds005289,sub-022,7,7.88,3.25,0,60.930103,-2.312422
5178,ds005289,sub-022,8,5.08,3.25,2,25.954838,-35.0557
5179,ds005289,sub-022,9,4.13,3.25,2,12.035566,-46.43451
5180,ds005289,sub-023,0,7.92,3.75,3,23.435652,33.82009
5181,ds005289,sub-023,1,9.01,3.75,3,38.053787,49.5104
5182,ds005289,sub-023,2,5.64,3.75,3,23.04751,53.69234
5183,ds005289,sub-023,3,6.99,3.75,3,9.426694,34.431732
5184,ds005289,sub-023,4,9.56,3.75,0,36.335976,25.745697
5185,ds005289,sub-023,5,7.52,3.75,3,30.918629,33.293633
5186,ds005289,sub-023,6,8.09,3.75,0,52.778336,47.390694
5187,ds005289,sub-023,7,7.86,3.75,3,27.53687,33.645206
5188,ds005289,sub-023,8,8.03,3.75,3,1.1868762,40.17675
5189,ds005289,sub-023,9,8.28,3.75,3,22.621311,54.1276
5190,ds005289,sub-024,0,5.38,3.75,3,22.679077,35.356457
5191,ds005289,sub-024,1,5.67,3.75,3,-3.0373435,54.842163
5192,ds005289,sub-024,2,5.87,3.75,3,21.264147,37.02227
5193,ds005289,sub-024,3,5.51,3.75,0,43.9957,7.531915
5194,ds005289,sub-024,4,5.85,3.75,3,22.55029,18.929575
5195,ds005289,sub-024,5,5.25,3.75,3,30.410698,35.877907
5196,ds005289,sub-024,6,4.76,3.75,0,47.855106,22.809767
5197,ds005289,sub-024,7,5.36,3.75,3,2.9845386,57.321346
5198,ds005289,sub-024,8,5.84,3.75,3,-15.597583,20.132696
5199,ds005289,sub-024,9,6.05,3.75,3,21.81149,36.901836
5200,ds005289,sub-025,0,7.56,3.5,0,56.675823,-14.417118
5201,ds005289,sub-025,1,4.98,3.5,0,40.158363,23.901503
5202,ds005289,sub-025,2,6.08,3.5,0,57.573425,20.98354
5203,ds005289,sub-025,3,8.81,3.5,0,77.6412,17.246729
5204,ds005289,sub-025,4,9.32,3.5,0,73.439476,1.2878836
5205,ds005289,sub-025,5,9.84,3.5,0,52.145584,30.948282
5206,ds005289,sub-025,6,8.56,3.5,0,63.773537,12.300438
5207,ds005289,sub-025,7,9.04,3.5,0,49.974476,40.85293
5208,ds005289,sub-025,8,9.13,3.5,0,49.326485,1.6455721
5209,ds005289,sub-025,9,7.18,3.5,0,65.68786,12.961502
5210,ds005289,sub-026,0,8.06,4.0,2,23.795397,-33.049965
5211,ds005289,sub-026,1,6.98,4.0,2,20.563616,-36.333607
5212,ds005289,sub-026,2,5.57,4.0,3,-40.691807,52.640488
5213,ds005289,sub-026,3,9.04,4.0,0,41.533485,-15.824203
5214,ds005289,sub-026,4,9.9,4.0,0,48.344864,18.023659
5215,ds005289,sub-026,5,3.9,4.0,3,-18.093576,23.836266
5216,ds005289,sub-026,6,4.44,4.0,0,48.27598,14.326693
5217,ds005289,sub-026,7,8.61,4.0,2,1.8674027,-11.912643
5218,ds005289,sub-026,8,9.97,4.0,3,2.947235,4.23919
5219,ds005289,sub-027,0,3.82,4.25,0,85.09316,7.120848
5220,ds005289,sub-027,1,4.04,4.25,0,53.100582,10.579153
5221,ds005289,sub-027,2,5.03,4.25,0,84.29597,7.6017785
5222,ds005289,sub-027,3,5.47,4.25,0,82.12991,1.7591262
5223,ds005289,sub-027,4,5.64,4.25,0,73.57141,-0.42802706
5224,ds005289,sub-027,5,6.02,4.25,0,72.144104,13.208764
5225,ds005289,sub-027,6,6.23,4.25,0,63.027634,14.338093
5226,ds005289,sub-027,7,6.27,4.25,0,60.089565,9.40256
5227,ds005289,sub-027,8,6.69,4.25,0,59.192535,10.044767
5228,ds005289,sub-027,9,6.85,4.25,0,71.05442,10.8260145
5229,ds005289,sub-028,0,4.98,2.75,0,39.55204,-4.5031977
5230,ds005289,sub-028,1,6.01,2.75,2,23.725632,-32.751457
5231,ds005289,sub-028,2,6.05,2.75,0,47.32987,4.451869
5232,ds005289,sub-028,3,6.0,2.75,3,-2.4669623,31.526112
5233,ds005289,sub-028,4,6.05,2.75,2,21.063873,-0.7612483
5234,ds005289,sub-028,5,5.97,2.75,3,-3.7344894,19.351234
5235,ds005289,sub-028,6,5.07,2.75,2,13.888581,-23.418036
5236,ds005289,sub-028,7,5.07,2.75,2,-3.7625058,-42.032337
5237,ds005289,sub-028,8,7.03,2.75,0,25.77331,1.0062821
5238,ds005289,sub-028,9,4.68,2.75,3,-20.499437,19.042974
5239,ds005289,sub-029,0,5.28,3.5,3,-6.040962,55.112175
5240,ds005289,sub-029,1,7.48,3.5,1,-69.843056,-14.406988
5241,ds005289,sub-029,2,7.01,3.5,0,46.409092,30.050705
5242,ds005289,sub-029,3,8.04,3.5,2,8.55924,-45.64524
5243,ds005289,sub-029,4,7.03,3.5,2,-13.427686,-33.89009
5244,ds005289,sub-029,5,6.5,3.5,0,66.85818,-8.372958
5245,ds005289,sub-029,6,,3.5,0,47.788307,35.101376
5246,ds005289,sub-030,0,5.57,3.75,0,60.357777,12.255482
5247,ds005289,sub-030,1,5.01,3.75,1,-47.421253,-23.881603
5248,ds005289,sub-030,2,6.05,3.75,2,32.78924,-21.02693
5249,ds005289,sub-030,3,5.02,3.75,1,-45.987064,-13.477004
5250,ds005289,sub-030,4,3.04,3.75,1,-55.9512,-3.6308258
5251,ds005289,sub-030,5,6.04,3.75,1,-22.47849,4.6118984
5252,ds005289,sub-030,6,7.06,3.75,2,14.966734,1.7830911
5253,ds005289,sub-031,0,7.02,3.0,3,-11.585752,52.496765
5254,ds005289,sub-031,1,4.01,3.0,3,-17.629055,56.902046
5255,ds005289,sub-031,2,7.01,3.0,0,76.65533,14.825123
5256,ds005289,sub-031,3,6.04,3.0,0,27.143152,2.6950524
5257,ds005289,sub-031,4,5.01,3.0,3,20.80044,16.805258
5258,ds005289,sub-031,5,4.01,3.0,0,58.367535,17.547113
5259,ds005289,sub-031,6,4.01,3.0,0,50.034622,-40.418842
5260,ds005289,sub-031,7,6.02,3.0,3,0.9039643,45.479076
5261,ds005289,sub-031,8,5.04,3.0,0,53.275394,19.143965
5262,ds005289,sub-031,9,6.01,3.0,0,51.53067,24.223372
5263,ds005289,sub-032,0,8.96,3.75,3,28.522287,32.51503
5264,ds005289,sub-032,1,9.91,3.75,0,46.609966,21.802511
5265,ds005289,sub-032,2,4.72,3.75,3,9.0894575,58.815144
5266,ds005289,sub-032,3,5.11,3.75,0,63.43097,7.3732276
5267,ds005289,sub-032,4,4.5,3.75,0,46.023426,18.212685
5268,ds005289,sub-032,5,6.02,3.75,0,45.810745,18.107199
5269,ds005289,sub-032,6,7.38,3.75,0,46.02309,18.538858
5270,ds005289,sub-032,7,8.95,3.75,0,46.276627,20.440493
5271,ds005289,sub-032,8,5.32,3.75,0,46.79575,18.254791
5272,ds005289,sub-032,9,3.91,3.75,0,46.364292,17.9457
5273,ds005289,sub-033,0,8.04,3.5,1,-50.743256,-13.392634
5274,ds005289,sub-033,1,8.44,3.5,3,-32.395237,31.07854
5275,ds005289,sub-033,2,7.55,3.5,1,-32.444275,5.6108737
5276,ds005289,sub-033,3,9.07,3.5,2,-5.332162,-8.58967
5277,ds005289,sub-033,4,5.6,3.5,1,-42.103107,-22.077208
5278,ds005289,sub-033,5,8.03,3.5,1,-28.638979,-22.947609
5279,ds005289,sub-033,6,8.06,3.5,2,19.334267,-36.92045
5280,ds005289,sub-033,7,8.03,3.5,1,-22.956493,2.0861897
5281,ds005289,sub-033,8,7.94,3.5,2,-1.7079158,-2.4628298
5282,ds005289,sub-033,9,4.16,3.5,2,-29.336569,-33.86757
5283,ds005289,sub-034,0,8.04,3.5,1,-50.67549,-13.285813
5284,ds005289,sub-034,1,8.44,3.5,3,-32.376785,31.259233
5285,ds005289,sub-034,2,7.55,3.5,1,-32.424637,5.644532
5286,ds005289,sub-034,3,9.07,3.5,2,-5.4302993,-8.596478
5287,ds005289,sub-034,4,5.6,3.5,1,-42.19644,-21.979246
5288,ds005289,sub-034,5,8.03,3.5,1,-48.790333,-0.19576819
5289,ds005289,sub-034,6,8.06,3.5,2,19.307922,-37.053574
5290,ds005289,sub-034,7,8.03,3.5,1,-23.005238,2.098123
5291,ds005289,sub-034,8,7.94,3.5,2,-1.7666132,-2.4532282
5292,ds005289,sub-034,9,4.16,3.5,2,-21.81963,-23.957869
5293,ds005289,sub-035,0,5.01,3.5,3,29.513346,26.316454
5294,ds005289,sub-035,1,7.01,3.5,2,-9.628355,-33.078114
5295,ds005289,sub-035,2,7.32,3.5,3,-4.643752,65.05267
5296,ds005289,sub-035,3,7.13,3.5,3,10.8470745,50.880245
5297,ds005289,sub-035,4,6.61,3.5,2,27.423403,-20.06117
5298,ds005289,sub-035,5,7.99,3.5,3,-1.860957,46.535862
5299,ds005289,sub-035,6,8.24,3.5,3,-28.80802,25.83632
5300,ds005289,sub-035,7,6.72,3.5,0,48.466003,14.2818365
5301,ds005289,sub-035,8,7.55,3.5,0,50.15395,-3.1810439
5302,ds005289,sub-035,9,6.84,3.5,2,30.729362,-20.893597
5303,ds005289,sub-036,0,4.07,2.75,1,-77.21014,-3.5611029
5304,ds005289,sub-036,1,5.07,2.75,1,-69.28631,-13.7827015
5305,ds005289,sub-036,2,7.03,2.75,1,-37.837593,-23.881693
5306,ds005289,sub-036,3,7.06,2.75,1,-49.822975,-42.216873
5307,ds005289,sub-036,4,6.0,2.75,1,-58.952198,5.6295824
5308,ds005289,sub-036,5,6.02,2.75,2,-3.588382,-4.4250946
5309,ds005289,sub-036,6,8.1,2.75,1,-57.842937,-32.700474
5310,ds005289,sub-036,7,9.05,2.75,1,-37.66516,0.6897677
5311,ds005289,sub-036,8,4.06,2.75,3,-23.888906,14.597822
5312,ds005289,sub-036,9,7.1,2.75,2,-22.170452,-12.316801
5313,ds005289,sub-037,0,8.0,4.0,0,40.260124,-12.50838
5314,ds005289,sub-037,1,6.02,4.0,0,60.975002,-7.447314
5315,ds005289,sub-037,2,9.06,4.0,0,36.175293,-19.380398
5316,ds005289,sub-037,3,4.04,4.0,0,45.420197,-20.279604
5317,ds005289,sub-037,4,8.06,4.0,0,57.46026,-22.921917
5318,ds005289,sub-037,5,8.04,4.0,0,79.61177,-10.810457
5319,ds005289,sub-037,6,9.99,4.0,0,79.62571,-10.699299
5320,ds005289,sub-037,7,4.04,4.0,0,45.369164,-19.397573
5321,ds005289,sub-037,8,9.04,4.0,3,26.067106,41.95695
5322,ds005289,sub-037,9,9.04,4.0,0,46.643684,-31.565418
5323,ds005289,sub-038,0,6.03,3.75,3,-3.2401135,65.80541
5324,ds005289,sub-038,1,5.5,3.75,0,38.759903,38.257904
5325,ds005289,sub-038,2,6.02,3.75,3,12.749077,49.450523
5326,ds005289,sub-038,3,5.52,3.75,3,-1.0488777,58.113194
5327,ds005289,sub-038,4,6.71,3.75,3,-1.8424671,58.319942
5328,ds005289,sub-038,5,5.02,3.75,3,15.573498,53.900616
5329,ds005289,sub-038,6,5.49,3.75,3,23.703308,31.434828
5330,ds005289,sub-039,0,5.99,3.0,1,-66.11523,-4.861223
5331,ds005289,sub-039,1,6.07,3.0,3,3.4059012,24.521744
5332,ds005289,sub-039,2,5.02,3.0,3,28.791395,51.935307
5333,ds005289,sub-039,3,7.03,3.0,3,32.91254,50.988693
5334,ds005289,sub-039,4,6.05,3.0,3,35.355175,50.016552
5335,ds005289,sub-039,5,8.02,3.0,3,38.497227,55.101505
5336,ds005289,sub-039,6,7.05,3.0,3,33.339676,49.369427
5337,ds005289,sub-039,7,6.72,3.0,1,-28.304113,-0.68789494
19547,ds005280,sub-001,0,0.0,3.5,3,-12.781507,1.5969089
19548,ds005280,sub-001,1,5.0,4.0,2,31.477444,-21.504768
19549,ds005280,sub-001,2,5.0,4.0,0,63.603622,-2.363381
19550,ds005280,sub-001,3,3.0,3.5,0,42.36342,-20.522974
19551,ds005280,sub-001,4,4.0,3.5,2,-17.240515,-33.189156
19552,ds005280,sub-001,5,5.0,3.5,0,40.647827,-23.983309
19553,ds005280,sub-001,6,5.0,3.5,0,30.98599,18.621418
19554,ds005280,sub-001,7,6.0,4.0,0,31.708548,18.102346
19555,ds005280,sub-001,8,4.0,3.5,2,-5.829781,-35.022358
19556,ds005280,sub-001,9,5.0,4.0,3,2.6039193,6.9096646
19557,ds005280,sub-001,10,5.0,3.5,2,35.917355,-22.582283
19558,ds005280,sub-001,11,6.0,4.0,2,30.611294,-22.957441
19559,ds005280,sub-001,12,5.0,3.5,2,14.391472,-34.323257
19560,ds005280,sub-001,13,4.0,3.5,2,42.203075,-32.90672
