k,inertia,silhouette
1,19843024.0,
2,8667562.0,0.46433573961257935
3,6252892.0,0.3880636692047119
4,4608141.0,0.3775167763233185
5,3643308.0,0.37553778290748596
6,3042548.5,0.3631853759288788
7,2579005.5,0.3565736711025238
8,2279686.5,0.3519727885723114
9,2027385.25,0.3524594008922577
10,1839090.0,0.34798887372016907
