source_row,dataset,subject,epoch,rating,laser_power,cluster,component_1,component_2
5013,ds005289,sub-005,7,3.08,3.0,0,0.2494953,9.854998
5014,ds005289,sub-005,8,5.25,3.0,2,36.78772,1.3591394
5015,ds005289,sub-005,9,5.16,3.0,0,13.620915,16.963488
5016,ds005289,sub-006,0,5.56,3.0,0,22.036177,23.979599
5017,ds005289,sub-006,1,8.58,3.0,2,43.77733,2.6585243
5018,ds005289,sub-006,2,5.33,3.0,1,-36.631084,35.11846
5019,ds005289,sub-006,3,4.42,3.0,0,13.37626,8.131479
5020,ds005289,sub-006,4,9.19,3.0,0,16.760475,15.16623
5021,ds005289,sub-006,5,5.57,3.0,0,8.979403,9.45704
5022,ds005289,sub-006,6,7.04,3.0,2,31.153316,25.894384
5023,ds005289,sub-006,7,5.05,3.0,0,-7.219019,20.251017
5024,ds005289,sub-006,8,7.85,3.0,0,12.692197,1.5749048
5025,ds005289,sub-006,9,9.06,3.0,2,43.90856,29.00246
5026,ds005289,sub-007,0,5.66,3.75,2,28.795124,2.6981695
5027,ds005289,sub-007,1,6.7,3.75,0,13.460334,9.630169
5028,ds005289,sub-007,2,3.95,3.75,0,-9.269235,20.343994
5029,ds005289,sub-007,3,4.85,3.75,1,-36.955364,-40.57087
5030,ds005289,sub-007,4,5.8,3.75,0,1.4509329,16.735489
5031,ds005289,sub-007,5,6.04,3.75,0,-13.527242,23.576597
5032,ds005289,sub-007,6,7.07,3.75,0,2.9425864,-22.265036
5033,ds005289,sub-007,7,5.95,3.75,0,20.257765,18.000563
5034,ds005289,sub-008,0,9.04,3.75,0,11.1261425,2.121939
5035,ds005289,sub-008,1,9.69,3.75,0,17.980171,-29.151163
5036,ds005289,sub-008,2,4.0,3.75,1,-33.645638,-23.581524
5037,ds005289,sub-008,3,9.43,3.75,2,27.674784,-4.253433
5038,ds005289,sub-008,4,4.55,3.75,1,-47.021248,15.5578985
5039,ds005289,sub-008,5,7.58,3.75,1,-39.415127,1.3399036
5040,ds005289,sub-008,6,9.44,3.75,2,30.903568,12.332007
5041,ds005289,sub-008,7,9.07,3.75,2,46.744484,2.1850314
5042,ds005289,sub-008,8,9.64,3.75,0,25.837837,16.043058
5043,ds005289,sub-008,9,9.58,3.75,0,-0.17656922,15.277633
5044,ds005289,sub-009,0,6.0,3.75,0,10.760592,18.748432
5045,ds005289,sub-009,1,7.87,3.75,2,28.11156,3.202357
5046,ds005289,sub-009,2,6.92,3.75,0,3.8030756,17.798803
5047,ds005289,sub-009,3,1.81,3.75,0,6.174127,17.184198
5048,ds005289,sub-009,4,6.69,3.75,2,58.94393,2.42862
5049,ds005289,sub-009,5,8.24,3.75,2,30.743294,1.6982589
5050,ds005289,sub-009,6,5.03,3.75,2,31.456736,1.4526837
5051,ds005289,sub-009,7,7.91,3.75,2,50.771084,-9.637961
5052,ds005289,sub-010,0,5.01,4.25,2,40.45675,-12.992824
5053,ds005289,sub-010,1,4.0,4.25,2,68.23214,-0.6504809
5054,ds005289,sub-010,2,5.02,4.25,2,57.64095,-0.13402829
5055,ds005289,sub-010,3,4.7,4.25,2,66.73688,18.782253
5056,ds005289,sub-010,4,5.02,4.25,2,43.16146,-23.846992
5057,ds005289,sub-010,5,3.99,4.25,2,47.615658,17.054295
5058,ds005289,sub-010,6,5.32,4.25,2,59.920315,9.9688425
5059,ds005289,sub-010,7,4.72,4.25,2,49.02873,-20.124495
5060,ds005289,sub-010,8,4.18,4.25,2,47.895092,-31.521461
5061,ds005289,sub-010,9,4.52,4.25,2,47.29322,-22.003828
5062,ds005289,sub-011,0,5.32,3.25,1,-66.90723,-7.658307
5063,ds005289,sub-011,1,4.11,3.25,1,-62.770813,-20.205275
5064,ds005289,sub-011,2,5.16,3.25,1,-70.038376,-12.099241
5065,ds005289,sub-011,3,6.9,3.25,1,-62.432137,-20.663332
5066,ds005289,sub-011,4,4.18,3.25,1,-63.09428,-12.965467
5067,ds005289,sub-011,5,5.65,3.25,1,-61.026745,-22.17955
5068,ds005289,sub-011,6,6.65,3.25,1,-62.168564,-15.765385
5069,ds005289,sub-011,7,2.12,3.25,1,-70.364975,-3.3299248
5070,ds005289,sub-011,8,7.58,3.25,1,-58.502174,2.3664477
5071,ds005289,sub-011,9,4.85,3.25,1,-38.615128,-5.2717404
5072,ds005289,sub-012,0,5.03,3.5,2,66.50399,-0.08242673
5073,ds005289,sub-012,1,6.61,3.5,2,68.99971,3.3083665
5074,ds005289,sub-012,2,4.51,3.5,2,40.86293,-22.38311
5075,ds005289,sub-012,3,6.77,3.5,2,71.95898,0.49029195
5076,ds005289,sub-012,4,7.21,3.5,2,76.79237,4.4115067
5077,ds005289,sub-012,5,6.33,3.5,2,70.309044,3.166552
5078,ds005289,sub-012,6,5.57,3.5,2,70.216965,-0.849496
5079,ds005289,sub-012,7,7.04,3.5,2,70.274254,2.9383328
5080,ds005289,sub-012,8,6.9,3.5,2,70.56949,3.2254858
5081,ds005289,sub-012,9,6.62,3.5,2,70.243744,-1.2733085
5082,ds005289,sub-013,0,5.03,3.25,2,28.786003,-28.934479
5083,ds005289,sub-013,1,5.91,3.25,2,59.808334,9.336046
5084,ds005289,sub-013,2,4.7,3.25,2,41.439346,9.2254305
5085,ds005289,sub-013,3,6.45,3.25,2,62.74383,8.437073
5086,ds005289,sub-013,4,3.35,3.25,1,-55.954624,-21.201462
5087,ds005289,sub-013,5,7.04,3.25,2,74.490845,1.4317234
5088,ds005289,sub-013,6,7.05,3.25,2,36.544277,-20.377184
5089,ds005289,sub-013,7,7.6,3.25,2,47.089565,40.865646
5090,ds005289,sub-013,8,6.06,3.25,0,17.407728,-3.429049
5091,ds005289,sub-014,0,1.99,3.5,2,46.99266,19.530634
5092,ds005289,sub-014,1,5.04,3.5,2,60.268932,1.6290765
5093,ds005289,sub-014,2,7.03,3.5,2,43.227364,6.4435115
5094,ds005289,sub-014,3,6.01,3.5,2,25.098541,-26.683697
5095,ds005289,sub-014,4,4.02,3.5,2,57.240013,12.93002
5096,ds005289,sub-014,5,8.02,3.5,2,59.267006,-7.4222245
5097,ds005289,sub-014,6,6.07,3.5,2,70.80367,7.99539
5098,ds005289,sub-014,7,3.03,3.5,0,11.662029,10.769928
5099,ds005289,sub-014,8,6.05,3.5,2,66.63484,14.39884
5100,ds005289,sub-014,9,7.06,3.5,2,64.5226,7.9553556
5101,ds005289,sub-015,0,8.03,3.25,1,-21.723225,-1.4226079
5102,ds005289,sub-015,1,7.03,3.25,0,21.68754,7.5973473
5103,ds005289,sub-015,2,5.04,3.25,0,-22.316256,19.263044
5104,ds005289,sub-015,3,9.04,3.25,0,18.448195,30.720097
5105,ds005289,sub-015,4,8.01,3.25,1,-28.176792,-14.139858
5106,ds005289,sub-015,5,7.86,3.25,1,-20.10856,-0.7877557
5107,ds005289,sub-015,6,7.07,3.25,1,-36.21602,-7.8146586
5108,ds005289,sub-015,7,6.72,3.25,1,-65.09312,12.790098
5109,ds005289,sub-015,8,4.0,3.25,0,18.844452,1.8443522
5110,ds005289,sub-015,9,7.06,3.25,0,-6.141832,-4.5460887
5111,ds005289,sub-016,0,6.54,3.25,1,-60.09271,-31.697556
5112,ds005289,sub-016,1,6.49,3.25,0,12.657746,28.988646
5113,ds005289,sub-016,2,5.99,3.25,0,13.482711,-9.99516
5114,ds005289,sub-016,3,5.56,3.25,2,49.868664,6.532166
5115,ds005289,sub-016,4,5.53,3.25,2,30.767078,1.7319409
5116,ds005289,sub-016,5,4.53,3.25,2,53.284317,-1.6757615
5117,ds005289,sub-016,6,8.55,3.25,2,55.61376,1.663401
5118,ds005289,sub-016,7,3.01,3.25,0,20.50619,17.586185
5119,ds005289,sub-016,8,7.52,3.25,2,59.73304,4.7901564
5120,ds005289,sub-017,0,4.72,4.0,0,20.232811,-1.5177149
5121,ds005289,sub-017,1,5.6,4.0,0,5.2049417,5.724836
5122,ds005289,sub-017,2,5.29,4.0,2,56.82112,2.2493834
5123,ds005289,sub-017,3,4.84,4.0,0,17.043716,29.0188
5124,ds005289,sub-017,4,5.73,4.0,2,48.485325,0.5809636
5125,ds005289,sub-017,5,5.59,4.0,2,52.137745,16.544296
5126,ds005289,sub-017,6,5.44,4.0,2,29.909756,-2.4283354
5127,ds005289,sub-017,7,6.12,4.0,0,27.372534,24.605452
5128,ds005289,sub-017,8,5.11,4.0,0,10.198537,17.58271
5129,ds005289,sub-017,9,5.02,4.0,2,35.20902,-2.853355
5130,ds005289,sub-018,0,2.03,4.5,1,-35.27118,-25.91354
5131,ds005289,sub-018,1,5.98,4.5,0,18.68844,1.8064421
5132,ds005289,sub-018,2,5.02,4.5,0,-5.8867445,-26.50162
5133,ds005289,sub-018,3,7.06,4.5,0,13.84812,30.504854
5134,ds005289,sub-018,4,6.04,4.5,0,-6.659835,4.2951717
5135,ds005289,sub-018,5,5.02,4.5,0,3.9896886,-20.85655
5136,ds005289,sub-018,6,6.94,4.5,0,11.71065,-6.981972
5137,ds005289,sub-018,7,4.08,4.5,0,-20.10913,20.189264
5138,ds005289,sub-018,8,7.0,4.5,2,31.70805,16.388193
5139,ds005289,sub-018,9,6.04,4.5,2,29.962572,10.072283
5140,ds005289,sub-019,0,5.97,3.0,2,56.25536,25.681372
5141,ds005289,sub-019,1,5.02,3.0,1,-36.543617,23.236088
5142,ds005289,sub-019,2,4.92,3.0,1,-32.509777,24.243671
5143,ds005289,sub-019,3,5.53,3.0,0,8.195973,18.500275
5144,ds005289,sub-019,4,6.44,3.0,1,-25.089806,19.908945
5145,ds005289,sub-019,5,5.06,3.0,0,17.820097,-33.268898
5146,ds005289,sub-019,6,5.56,3.0,0,-5.907746,6.0150537
5147,ds005289,sub-019,7,6.67,3.0,0,29.150076,36.53294
5148,ds005289,sub-019,8,5.55,3.0,0,11.190895,33.990116
5149,ds005289,sub-019,9,7.57,3.0,2,39.021324,23.253607
5150,ds005289,sub-020,0,3.96,3.5,1,-60.13429,-2.2062624
5151,ds005289,sub-020,1,5.49,3.5,1,-61.322094,-29.555962
5152,ds005289,sub-020,2,5.02,3.5,0,13.938566,-11.17234
5153,ds005289,sub-020,3,5.23,3.5,1,-56.164616,-36.578518
5154,ds005289,sub-020,4,7.37,3.5,1,-46.647427,-38.175987
5155,ds005289,sub-020,5,7.82,3.5,2,61.53686,-24.880295
5156,ds005289,sub-020,6,8.19,3.5,2,47.179783,-21.924543
5157,ds005289,sub-020,7,4.8,3.5,1,-51.9491,6.3104105
5158,ds005289,sub-020,8,7.52,3.5,2,48.535156,-24.432434
5159,ds005289,sub-020,9,4.95,3.5,2,25.032799,-17.80811
5160,ds005289,sub-021,0,5.04,3.25,2,68.30021,-2.9769654
5161,ds005289,sub-021,1,5.04,3.25,2,73.67066,10.672108
5162,ds005289,sub-021,2,3.99,3.25,2,66.30286,0.06452198
5163,ds005289,sub-021,3,2.99,3.25,2,50.157917,-7.85401
5164,ds005289,sub-021,4,4.0,3.25,2,50.83782,5.3942184
5165,ds005289,sub-021,5,5.02,3.25,2,57.588383,-15.784012
5166,ds005289,sub-021,6,4.0,3.25,2,67.495445,-0.119887926
5167,ds005289,sub-021,7,4.03,3.25,2,68.38544,-2.9933038
5168,ds005289,sub-021,8,3.95,3.25,2,68.25465,-3.1842132
5169,ds005289,sub-021,9,5.02,3.25,2,69.41711,2.6889384
5170,ds005289,sub-022,0,6.62,3.25,2,18.947645,-32.260586
5171,ds005289,sub-022,1,9.27,3.25,2,48.694103,-2.0016146
5172,ds005289,sub-022,2,9.95,3.25,2,55.445503,1.6550848
5173,ds005289,sub-022,3,8.0,3.25,2,54.95883,-1.0708834
5174,ds005289,sub-022,4,8.68,3.25,2,44.96933,10.772831
5175,ds005289,sub-022,5,4.58,3.25,2,53.971737,23.145409
5176,ds005289,sub-022,6,9.84,3.25,2,43.705982,7.4305253
5177,ds005289,sub-022,7,7.88,3.25,2,53.073517,26.294477
5178,ds005289,sub-022,8,5.08,3.25,0,21.740688,35.538338
5179,ds005289,sub-022,9,4.13,3.25,0,9.443909,31.78487
5180,ds005289,sub-023,0,7.92,3.75,2,36.895615,-22.647545
5181,ds005289,sub-023,1,9.01,3.75,2,44.698322,-33.047585
5182,ds005289,sub-023,2,5.64,3.75,2,32.98693,-33.89393
5183,ds005289,sub-023,3,6.99,3.75,0,18.556923,-14.157908
5184,ds005289,sub-023,4,9.56,3.75,2,38.933395,-17.566885
5185,ds005289,sub-023,5,7.52,3.75,2,38.700157,-21.607403
5186,ds005289,sub-023,6,8.09,3.75,2,61.356712,-25.892235
5187,ds005289,sub-023,7,7.86,3.75,2,36.194702,-20.246088
5188,ds005289,sub-023,8,8.03,3.75,0,18.185759,-23.429855
5189,ds005289,sub-023,9,8.28,3.75,2,32.682407,-33.332138
5190,ds005289,sub-024,0,5.38,3.75,2,34.92731,-22.465319
5191,ds005289,sub-024,1,5.67,3.75,2,22.309687,-32.53832
5192,ds005289,sub-024,2,5.87,3.75,2,36.425888,-24.453938
5193,ds005289,sub-024,3,5.51,3.75,2,33.077747,-7.5268893
5194,ds005289,sub-024,4,5.85,3.75,2,33.927784,-22.51827
5195,ds005289,sub-024,5,5.25,3.75,2,38.207527,-23.074139
5196,ds005289,sub-024,6,4.76,3.75,2,49.04966,-10.757181
5197,ds005289,sub-024,7,5.36,3.75,2,25.919252,-32.43118
5198,ds005289,sub-024,8,5.84,3.75,1,-26.923355,26.786903
5199,ds005289,sub-024,9,6.05,3.75,2,35.292328,-23.596767
5200,ds005289,sub-025,0,7.56,3.5,2,40.402157,18.882109
5201,ds005289,sub-025,1,4.98,3.5,2,41.519146,-17.21757
5202,ds005289,sub-025,2,6.08,3.5,2,54.578243,-5.18473
5203,ds005289,sub-025,3,8.81,3.5,2,69.689835,1.2543683
5204,ds005289,sub-025,4,9.32,3.5,2,62.07586,11.584972
5205,ds005289,sub-025,5,9.84,3.5,2,46.876736,-18.968784
5206,ds005289,sub-025,6,8.56,3.5,2,57.58108,2.083727
5207,ds005289,sub-025,7,9.04,3.5,2,58.670994,-21.161963
5208,ds005289,sub-025,8,9.13,3.5,2,46.95239,6.475754
5209,ds005289,sub-025,9,7.18,3.5,2,58.69804,2.060469
5210,ds005289,sub-026,0,8.06,4.0,0,20.045387,31.846878
5211,ds005289,sub-026,1,6.98,4.0,0,17.926794,32.236355
5212,ds005289,sub-026,2,5.57,4.0,1,-48.73957,-39.311913
5213,ds005289,sub-026,3,9.04,4.0,2,27.999922,15.894975
5214,ds005289,sub-026,4,9.9,4.0,2,48.81174,-7.824901
5215,ds005289,sub-026,5,3.9,4.0,0,-8.246925,-32.310295
5216,ds005289,sub-026,6,4.44,4.0,0,8.001637,-22.284283
5217,ds005289,sub-026,7,8.61,4.0,0,8.7725115,4.100199
5218,ds005289,sub-026,8,9.97,4.0,0,9.126957,-7.8329344
5219,ds005289,sub-027,0,3.82,4.25,2,72.35809,9.196967
5220,ds005289,sub-027,1,4.04,4.25,2,50.427906,0.013484535
5221,ds005289,sub-027,2,5.03,4.25,2,71.90438,7.3892837
5222,ds005289,sub-027,3,5.47,4.25,2,68.78286,12.928783
5223,ds005289,sub-027,4,5.64,4.25,2,61.86031,12.741694
5224,ds005289,sub-027,5,6.02,4.25,2,62.27029,3.6644115
5225,ds005289,sub-027,6,6.23,4.25,2,57.47633,0.43673426
5226,ds005289,sub-027,7,6.27,4.25,2,55.32758,4.2348895
5227,ds005289,sub-027,8,6.69,4.25,2,54.70305,3.408006
5228,ds005289,sub-027,9,6.85,4.25,2,61.10101,4.6695275
5229,ds005289,sub-028,0,4.98,2.75,2,32.113102,7.569249
5230,ds005289,sub-028,1,6.01,2.75,0,22.12409,21.398785
5231,ds005289,sub-028,2,6.05,2.75,2,45.878536,2.2504148
5232,ds005289,sub-028,3,6.0,2.75,0,13.71934,-17.539753
5233,ds005289,sub-028,4,6.05,2.75,0,18.673248,12.209299
5234,ds005289,sub-028,5,5.97,2.75,0,4.272814,-8.5349045
5235,ds005289,sub-028,6,5.07,2.75,0,-0.09059563,12.932608
5236,ds005289,sub-028,7,5.07,2.75,0,-0.30168995,23.355024
5237,ds005289,sub-028,8,7.03,2.75,0,15.904979,15.613351
5238,ds005289,sub-028,9,4.68,2.75,0,19.200563,11.760609
5239,ds005289,sub-029,0,5.28,3.5,2,18.91756,-34.517536
5240,ds005289,sub-029,1,7.48,3.5,1,-44.42167,14.866185
5241,ds005289,sub-029,2,7.01,3.5,2,52.95633,-15.452836
5242,ds005289,sub-029,3,8.04,3.5,0,9.953288,29.302868
5243,ds005289,sub-029,4,7.03,3.5,0,-0.6900868,9.450966
5244,ds005289,sub-029,5,6.5,3.5,2,56.895145,24.69972
5245,ds005289,sub-029,6,,3.5,2,56.11806,-21.143974
5246,ds005289,sub-030,0,5.57,3.75,2,55.339645,1.6248934
5247,ds005289,sub-030,1,5.01,3.75,1,-26.168398,-12.981574
5248,ds005289,sub-030,2,6.05,3.75,0,25.314577,24.92444
5249,ds005289,sub-030,3,5.02,3.75,1,-40.426453,13.699886
5250,ds005289,sub-030,4,3.04,3.75,1,-45.761772,-10.569527
5251,ds005289,sub-030,5,6.04,3.75,1,-43.903046,12.3477545
5252,ds005289,sub-030,6,7.06,3.75,0,21.348389,-1.902674
5253,ds005289,sub-031,0,7.02,3.0,1,-31.34275,-37.76849
5254,ds005289,sub-031,1,4.01,3.0,1,-55.90175,-31.015913
5255,ds005289,sub-031,2,7.01,3.0,2,68.73293,2.606736
5256,ds005289,sub-031,3,6.04,3.0,0,16.100069,17.62362
5257,ds005289,sub-031,4,5.01,3.0,0,15.059586,-9.549201
5258,ds005289,sub-031,5,4.01,3.0,2,54.873734,-1.1719105
5259,ds005289,sub-031,6,4.01,3.0,2,40.209415,35.518925
5260,ds005289,sub-031,7,6.02,3.0,0,18.939878,-27.155928
5261,ds005289,sub-031,8,5.04,3.0,2,53.564926,-7.1045804
5262,ds005289,sub-031,9,6.01,3.0,2,44.684742,-15.303033
5263,ds005289,sub-032,0,8.96,3.75,2,37.27222,-19.94643
5264,ds005289,sub-032,1,9.91,3.75,2,48.202717,-9.992434
5265,ds005289,sub-032,2,4.72,3.75,2,28.811527,-30.791212
5266,ds005289,sub-032,3,5.11,3.75,2,50.84055,-7.568658
5267,ds005289,sub-032,4,4.5,3.75,2,47.4409,-8.113489
5268,ds005289,sub-032,5,6.02,3.75,2,47.27257,-8.061857
5269,ds005289,sub-032,6,7.38,3.75,2,47.42973,-8.312586
5270,ds005289,sub-032,7,8.95,3.75,2,48.096,-9.0542345
5271,ds005289,sub-032,8,5.32,3.75,2,48.08194,-8.0529585
5272,ds005289,sub-032,9,3.91,3.75,2,47.608963,-7.8738914
5273,ds005289,sub-033,0,8.04,3.5,1,-35.873142,-29.78809
5274,ds005289,sub-033,1,8.44,3.5,1,-59.089706,17.9164
5275,ds005289,sub-033,2,7.55,3.5,1,-48.2896,31.265398
5276,ds005289,sub-033,3,9.07,3.5,0,-2.7654302,-19.340569
5277,ds005289,sub-033,4,5.6,3.5,1,-28.845217,-9.7396555
5278,ds005289,sub-033,5,8.03,3.5,1,-19.862658,-27.615099
5279,ds005289,sub-033,6,8.06,3.5,0,-7.586505,26.958797
5280,ds005289,sub-033,7,8.03,3.5,1,-34.084366,14.81941
5281,ds005289,sub-033,8,7.94,3.5,0,1.701652,16.400974
5282,ds005289,sub-033,9,4.16,3.5,0,-13.3687315,-14.546316
5283,ds005289,sub-034,0,8.04,3.5,1,-35.76767,-29.76553
5284,ds005289,sub-034,1,8.44,3.5,1,-59.127888,18.160133
5285,ds005289,sub-034,2,7.55,3.5,1,-48.33129,31.18769
5286,ds005289,sub-034,3,9.07,3.5,0,-2.7387996,-19.324003
5287,ds005289,sub-034,4,5.6,3.5,1,-28.88296,-9.759049
5288,ds005289,sub-034,5,8.03,3.5,1,-38.485527,1.0738975
5289,ds005289,sub-034,6,8.06,3.5,0,-7.627594,26.953602
5290,ds005289,sub-034,7,8.03,3.5,1,-33.976078,14.908676
5291,ds005289,sub-034,8,7.94,3.5,0,1.653198,16.436619
5292,ds005289,sub-034,9,4.16,3.5,0,-8.113963,-28.114382
5293,ds005289,sub-035,0,5.01,3.5,2,28.520168,-17.70465
5294,ds005289,sub-035,1,7.01,3.5,0,-16.405844,6.5445566
5295,ds005289,sub-035,2,7.32,3.5,2,24.755547,-39.551006
5296,ds005289,sub-035,3,7.13,3.5,2,27.520285,-24.423006
5297,ds005289,sub-035,4,6.61,3.5,0,24.494986,4.448999
5298,ds005289,sub-035,5,7.99,3.5,0,18.196075,-28.57706
5299,ds005289,sub-035,6,8.24,3.5,1,-37.140358,11.566105
5300,ds005289,sub-035,7,6.72,3.5,2,54.94358,0.5349009
5301,ds005289,sub-035,8,7.55,3.5,2,47.735626,10.238054
5302,ds005289,sub-035,9,6.84,3.5,0,25.573719,23.650568
5303,ds005289,sub-036,0,4.07,2.75,1,-52.87942,-18.186846
5304,ds005289,sub-036,1,5.07,2.75,1,-43.60286,13.827192
5305,ds005289,sub-036,2,7.03,2.75,1,-21.181307,-3.461859
5306,ds005289,sub-036,3,7.06,2.75,1,-40.896465,28.23431
5307,ds005289,sub-036,4,6.0,2.75,1,-48.872677,-3.3788347
5308,ds005289,sub-036,5,6.02,2.75,0,-5.7745686,24.040096
5309,ds005289,sub-036,6,8.1,2.75,1,-35.765877,16.366837
5310,ds005289,sub-036,7,9.05,2.75,1,-33.553894,8.181997
5311,ds005289,sub-036,8,4.06,2.75,1,-32.66081,36.689915
5312,ds005289,sub-036,9,7.1,2.75,0,-23.875637,22.073303
5313,ds005289,sub-037,0,8.0,4.0,2,35.963894,21.911364
5314,ds005289,sub-037,1,6.02,4.0,2,50.393574,16.60043
5315,ds005289,sub-037,2,9.06,4.0,0,21.63825,22.392136
5316,ds005289,sub-037,3,4.04,4.0,2,36.995743,19.464354
5317,ds005289,sub-037,4,8.06,4.0,2,41.73095,17.59852
5318,ds005289,sub-037,5,8.04,4.0,2,41.004894,16.750593
5319,ds005289,sub-037,6,9.99,4.0,2,41.037704,16.617958
5320,ds005289,sub-037,7,4.04,4.0,2,37.063496,21.0259
5321,ds005289,sub-037,8,9.04,4.0,2,45.7202,40.4507
5322,ds005289,sub-037,9,9.04,4.0,2,34.261116,29.871107
5323,ds005289,sub-038,0,6.03,3.75,2,25.854902,-39.38048
5324,ds005289,sub-038,1,5.5,3.75,2,45.262074,-22.402868
5325,ds005289,sub-038,2,6.02,3.75,2,30.79124,-21.529976
5326,ds005289,sub-038,3,5.52,3.75,2,22.939096,-34.873817
5327,ds005289,sub-038,4,6.71,3.75,2,22.2068,-35.347794
5328,ds005289,sub-038,5,5.02,3.75,2,30.504887,-29.017405
5329,ds005289,sub-038,6,5.49,3.75,2,25.486568,-16.487907
5330,ds005289,sub-039,0,5.99,3.0,1,-56.951492,0.6171229
5331,ds005289,sub-039,1,6.07,3.0,0,12.070903,-24.107567
5332,ds005289,sub-039,2,5.02,3.0,2,36.25454,-36.364784
5333,ds005289,sub-039,3,7.03,3.0,2,40.933212,-35.897
5334,ds005289,sub-039,4,6.05,3.0,2,42.723434,-34.205368
5335,ds005289,sub-039,5,8.02,3.0,2,45.497383,-37.067055
5336,ds005289,sub-039,6,7.05,3.0,2,40.962,-34.681675
5337,ds005289,sub-039,7,6.72,3.0,1,-30.98894,13.06076
19547,ds005280,sub-001,0,0.0,3.5,0,-20.055222,34.480194
19548,ds005280,sub-001,1,5.0,4.0,0,26.592749,24.864042
19549,ds005280,sub-001,2,5.0,4.0,2,56.566544,17.164398
19550,ds005280,sub-001,3,3.0,3.5,2,34.112366,27.656681
19551,ds005280,sub-001,4,4.0,3.5,0,0.110241316,16.269241
19552,ds005280,sub-001,5,5.0,3.5,2,29.171247,18.869345
19553,ds005280,sub-001,6,5.0,3.5,2,42.11679,-4.298971
19554,ds005280,sub-001,7,6.0,4.0,2,42.27214,-3.908673
19555,ds005280,sub-001,8,4.0,3.5,0,-8.395029,11.404649
19556,ds005280,sub-001,9,5.0,4.0,0,9.186344,17.932405
19557,ds005280,sub-001,10,5.0,3.5,0,24.696838,25.932858
19558,ds005280,sub-001,11,6.0,4.0,0,24.127968,25.299555
19559,ds005280,sub-001,12,5.0,3.5,0,6.226513,23.347132
19560,ds005280,sub-001,13,4.0,3.5,2,33.478073,9.1962805
19561,ds005280,sub-001,14,5.0,4.0,0,7.0008693,14.518472
