dataset,cluster,count,median,mean,std,min,max
ds005280,0,2073,3.5,3.469126869271587,0.3494508375350505,3.0,4.0
ds005280,1,1880,3.5,3.451595744680851,0.3383389383971952,3.0,4.0
ds005280,2,2322,3.5,3.567829457364341,0.3580590963003086,3.0,4.0
ds005289,0,111,3.5,3.4864864864864864,0.514381621064023,2.75,4.5
ds005289,1,67,3.25,3.3507462686567164,0.37954244156350603,2.75,4.5
ds005289,2,194,3.5,3.5902061855670104,0.36824321592601006,2.75,4.5
ds005473,0,1171,2.5,2.552519214346712,0.8882038286886402,1.0,4.5
ds005473,1,1802,2.0,2.04342397336293,0.7404451795374521,1.0,4.0
ds005473,2,720,3.75,3.509375,0.5814999294424594,1.0,4.5
