source_row,dataset,subject,epoch,rating,laser_power,cluster,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15
4976,ds005289,sub-002,0,,3.0,0,-0.518699552355267,-0.3620653345537123,-0.7515559091102096,2.700135254516877,-0.6275244006028583,0.021575058766737227,0.20997356403991105,-0.2010875716462984,0.2620490500258488,0.8757321690077509,0.5473600852033536,-0.8147746407008388,-0.5186785303877982,0.4060206354301126,0.3717225775673432
4977,ds005289,sub-002,1,3.64,3.0,0,-0.6740303449252489,-0.47227214309190496,0.6543178102081337,1.3064525679170467,-0.4534845579897974,-0.19547812343365129,0.1456191793985955,0.7002209275031186,0.2201617375679513,-0.5257513571361051,-0.08270852092203423,0.9643747122904652,-0.05598052296883805,-0.7204601349009319,-1.319377276459191
4978,ds005289,sub-002,2,5.88,3.0,0,0.3694442660036385,2.4852352555182864,1.7948302843179396,1.7823638429650293,-0.5162223503096267,-0.9750655638111644,0.24182539357147023,0.739781274800436,0.10511129432060652,1.0423070557198266,-0.8430537568319718,-1.6710568838783153,0.02309280098806726,0.09035296867821498,-1.120031936874279
4979,ds005289,sub-002,3,7.39,3.0,0,0.3901506802381838,-0.45818923344900214,-0.7766629076183313,1.3934270390410974,0.8218835146217748,-0.7994733874959791,-0.10112236359877157,0.08310046306191657,-0.6247526719768499,0.3033385509488434,0.16567734049613675,0.7150940827524289,0.11727579542744768,-0.4621326099940195,-0.40283426092943225
4980,ds005289,sub-002,4,5.02,3.0,2,-2.8165762548782847,0.266878323002179,0.42470442837327865,1.3043978309304474,-1.451764642538656,0.5963801741229584,0.23334425552553742,-0.6091583672788078,0.6640503066685481,0.45987183751441374,-0.6973132188601703,-0.3031646077763027,-0.2729742765562099,-0.5001659231251694,-0.12468678885532586
4981,ds005289,sub-002,5,6.02,3.0,2,-2.5725786778738855,0.41819210376566035,0.7441367466900408,-0.14539805370538303,0.5918280757830255,0.926507661941962,-0.25199770821762213,-0.788332987993842,-0.2997900435114866,-0.7307421796406149,0.6963366480576755,0.030783148363636763,-0.38068062805097,-0.7767486779634767,-0.6037051406305964
4982,ds005289,sub-002,6,8.33,3.0,0,1.5089503109754936,-1.764628273894694,1.3589239594631848,1.386163606563016,-1.4044661626106791,0.766289080224184,0.25792642951667927,0.8827904216208469,0.5842936458020082,0.5573406901674905,0.12508714033141863,1.2669497904360307,0.31885046854736543,-0.5970210860694393,-1.1036249729962146
4983,ds005289,sub-002,7,7.03,3.0,0,0.02921696081776021,-0.36011668782327366,-0.7594181036977206,0.1019090758389589,-0.6343348919754069,-0.7579125185193534,0.2941725615764842,0.5853649098006228,-0.032524207769184056,-0.7665675743475168,-1.3023564095870526,-0.5816419811371234,-0.5953491826118078,-0.27115478139996835,-0.3814787096512957
4984,ds005289,sub-002,8,7.46,3.0,0,-0.17188535908753763,-0.865094485997815,-0.9718458328623482,0.744629308603615,-0.5006100929758596,0.46577851711771684,0.05462896202522191,-1.008865862469253,0.44709469360020054,0.3706397792100263,-1.2558287289545704,-0.2787639108275277,-0.29423532084634557,-0.15038258969515006,-0.377168314505782
4985,ds005289,sub-002,9,3.58,3.0,0,-0.3416155279481444,-0.8568304148162595,-0.5599317328852828,1.492638721099156,1.2636651437540039,1.5328793105700038,-0.5479391983869247,1.378044662157594,-0.6919243963902807,0.3780504401510817,-0.9961366376686599,0.26095178699866717,0.18363004063715066,-0.023370983018139817,-0.4095206609088932
4986,ds005289,sub-003,0,7.68,3.5,0,0.6640635431688399,-1.2393102228623807,-0.17589609481414464,-0.6945554252036431,0.008267796296737843,-1.400878810113473,0.23661773148284582,-1.4602636325067142,0.17865745597575117,0.42875256177127785,-0.6894889460534974,0.5300388866841313,-0.18133409354537744,-0.014336812635270564,-0.3616610583235572
4987,ds005289,sub-003,1,7.97,3.5,0,2.0169513494778064,0.35237847315768234,1.9372624608374167,0.8962923110542821,1.333138016728895,-0.21822065707835767,-0.19155269212051745,0.39360103366419547,-0.31054804194157676,0.4481965477550664,-0.3059576044992975,-1.1636797240394448,0.19543531204528358,0.34879623496199136,-0.3092885616112145
4988,ds005289,sub-003,2,9.29,3.5,1,3.0405387774858177,-1.2298099735304944,-0.2809221347563923,-0.48038217643754266,0.5309006685595928,-0.4134597753071051,0.03092207827121412,0.527915763812129,-0.021190818540639155,-0.553289989273886,-0.8390370192019566,-0.1511713454551653,-0.47928493074902756,0.03158114106336932,-0.4698795235013032
4989,ds005289,sub-003,3,2.08,3.5,1,3.4448747445946473,-0.6024673308799846,0.10156477320054183,-0.21320877425014034,-1.1899018517894107,0.9231940147160907,-0.2707044356398464,1.3755514203224486,-2.675786217134581,-0.19780950299614178,-0.42677968751711787,0.7372464123405881,-0.2986200703157908,-1.1947850248466325,-0.04379148514683323
4990,ds005289,sub-003,4,4.08,3.5,0,2.5390549694530438,-1.291833289796223,-0.4735657454687461,0.18824290972648097,1.463683265473942,0.23494607230604972,-0.3384547079718375,0.8049585867868329,-0.6108817645091461,1.2413096911066699,-0.34713162959651234,0.7491625901444905,-0.05381137745897866,-0.007661884520309014,-0.39311399127696833
4991,ds005289,sub-003,5,7.26,3.5,0,2.041071127534095,-0.6663368469078766,-0.5990878205178901,0.19767902200978857,0.10701186251655147,1.7193091859453604,-0.4378088775255838,-1.8102531780346023,-0.2109527248113535,-0.8236771160955738,-1.1505410666735545,0.0173856583159972,-0.07688405478199312,-0.4194188854647326,-0.48427331057456685
4992,ds005289,sub-003,6,5.24,3.5,0,2.897382723497453,-1.4143122561840549,-0.7284797605653232,0.08494812924835352,0.5133797404562523,-1.837869148975509,0.0730786010600513,-0.4227237915667554,-0.23851237663195357,-0.17984674064408016,-0.49160756447112586,1.0046944186934852,-0.10544232869840994,-0.08701481022439793,0.09793559328058342
4993,ds005289,sub-003,7,8.34,3.5,1,2.8494334726227564,-0.04576278980504738,0.9065948257997094,1.1262663095225645,1.2206008528360612,0.11829657546112439,-0.32266232280103335,0.04623260697158733,-0.6108314648155664,1.3651606428029992,-0.27205249299318035,1.3960379610496834,-0.19598191840871665,-0.326672292259181,-0.5098982028485476
4994,ds005289,sub-003,8,6.49,3.5,0,0.9399745119557019,-0.8321441440975724,0.1206821603637817,-0.906977433538027,-0.12838616517223098,-0.23792880315863366,0.14592338107199995,-1.0642971235998666,0.24739826575818807,-0.4413537062419055,-0.7193965231587377,0.10255870240926732,0.05147122851990979,0.08767096886510696,-0.19657056316699312
4995,ds005289,sub-003,9,6.85,3.5,0,1.5488874955928162,-1.417872325949749,0.7952385799603889,-0.3318366948907436,0.6177733910709505,-1.0293973287978335,-0.009056870294540515,-1.8475232759998368,-0.11323135300078711,0.4818244086818522,-0.668478638252746,0.12410931202324647,0.082286765818164,-0.5947664837137681,-0.774387421402257
4996,ds005289,sub-004,0,9.89,3.5,1,4.341019185049873,0.3387265281241164,0.7156263145891715,-0.8017091362600106,1.0957426960759946,-1.7022362399495508,0.18549011276226812,0.6727970855319131,0.5335603443423115,0.6765279618664404,0.3467284749048133,2.9057921925331285,0.554372171751923,-0.5666407368813455,0.6867877393291996
4997,ds005289,sub-004,1,9.27,3.5,0,2.000529342725479,1.5529680090524551,3.636714488017417,1.5037222661183247,0.9455066491759032,-1.0912681082296847,-0.4066179916499741,-0.6322298740799069,-0.4406934917758254,0.8749827095266555,0.058728352127731975,1.1593073123107736,0.16666903545583964,-0.9681396603588256,-0.34690127660077347
4998,ds005289,sub-004,2,7.6,3.5,1,2.7503766132201624,0.1095492998975382,0.3349994468149099,-0.0847906524482872,0.4438619333757752,-0.9687466581510471,0.19583468725597733,-0.1585362695119493,0.5575707701689377,0.07368066134811004,-0.34484537714223185,1.5649125015002312,0.13214354650583648,-0.4541991985902986,-0.04745501600792069
4999,ds005289,sub-004,3,8.55,3.5,0,0.5168569250073042,1.7471938077809273,1.3528481242710348,-0.6615282922348555,-0.1998898291822253,-0.5325117304202615,0.29400254259024183,-1.3708802644638258,1.0737837516160147,-0.20494937206761504,-0.09854541688183441,0.4026661139854661,0.31096058261483134,-0.2040700181492731,-0.17170931771055647
5000,ds005289,sub-004,4,7.27,3.5,0,1.6565208603884671,1.3131695305071749,4.579908527507937,1.0889558853675863,0.6148397116829624,-1.6717710540654673,-0.1304204295573997,-0.15641788626221753,-0.8974723133797268,0.3999931403220094,0.06090313230163782,2.224080827851683,0.6547663221879961,-1.2771815336423649,0.19254864058811572
5001,ds005289,sub-004,5,9.24,3.5,1,3.0261878515763896,-0.5775308068135726,3.4947298704707603,-0.12203407845064909,-0.5336348555805862,-1.4472841191960213,0.4063880867970124,-0.02413636544056854,0.27988665755011033,0.9664900693975099,0.3626621889659313,0.06792174028381082,0.26034792391741385,-0.3266168232156467,0.538795543417486
5002,ds005289,sub-004,6,8.21,3.5,0,1.5303460295039877,0.3659784347729199,0.8466286711160721,-0.14081026769639016,0.5635153981199421,-0.51628247622551,-0.001672869500023545,-0.7272738445965033,0.5664765798431369,1.5803302809188924,0.2637786203908766,0.4418726470546707,0.7051943969864087,-0.8414356437589434,-0.08191251471604374
5003,ds005289,sub-004,7,9.3,3.5,1,2.8019407170132995,2.8232883238258792,1.3177333828551174,1.2901629395715066,1.8030053226311262,-0.644858878205873,-0.07101016418757203,0.649901331121821,0.6236231591757533,-0.7062507734748878,0.10987119399638608,0.36053378318055385,1.268047879204636,-1.3990533368934621,0.6840696800013516
5004,ds005289,sub-004,8,7.85,3.5,0,1.9431541051762207,1.3933829027708777,3.8553438624912864,0.6002232394558067,1.0360335004628634,-0.7256896563851402,-0.20351568323417019,-1.4067210090737952,-0.8638917296583273,0.516058022675193,-0.2204163376839285,0.6294608240392541,-0.25761814587053167,-0.7634718231340456,-0.15029426165275545
5005,ds005289,sub-004,9,9.15,3.5,0,0.6252785624819348,2.4374438147432924,2.4288900981244486,0.6044048207729744,1.2288034315906315,-2.0368501481797057,0.18195058453323035,-1.1736297308337222,0.28006209336056576,0.11029637397674313,-0.12011739148227552,1.3414164006882254,-0.5074700565864806,0.13073722454333617,1.1330118566438063
5006,ds005289,sub-005,0,4.99,3.0,0,0.5398614429397434,0.7076474468225454,-0.2645236644410478,-0.06676277761136429,-0.1474280801920681,0.2586795140009237,0.08920492407235227,1.949203281953868,-0.19118923219608183,0.4383034211866166,0.6105706133196382,1.137047190994183,0.7040786659025648,0.9842341181099786,-0.31183069542058356
5007,ds005289,sub-005,1,4.49,3.0,0,0.047677975917417174,-0.30992791059376296,-1.9432148867809476,0.18828970764463576,-0.22390186158566885,-0.7754587985557885,0.2083010916407945,-1.4616335904062285,0.2321178813993268,0.7517551561074959,-0.24735128161925685,-1.1509625107061998,-0.02177041290666249,0.5244976671321108,-0.16687288035685316
5008,ds005289,sub-005,2,3.15,3.0,0,-0.09442751473303619,0.037801401938989426,-2.1738317301858707,1.376927479375941,-0.18157872990776952,0.942425217871948,-0.0880749979708595,-0.1848587037668396,-0.22659148076063196,-0.36152303860551066,-0.9432256888565814,-0.061571888844274995,-0.6708522589597155,-0.11695393383638002,-0.23993814728734947
5009,ds005289,sub-005,3,5.02,3.0,0,1.3755426161831001,-1.0773248890320917,1.234642126672386,0.25582990735569394,-0.7650862435631687,-0.5054240933248614,0.415748678362562,-0.7113653595913388,0.9503941385869404,-0.3540055167310358,-0.26480109037939864,-1.0303840034308451,0.26760355711991857,0.45096537334187276,-0.19790804285456817
5010,ds005289,sub-005,4,3.02,3.0,2,-0.7999468038463523,1.262368644621613,-2.8774434778664397,0.8261956445354899,0.43536720073139473,0.441160544583744,-0.06034833934569113,0.47243531722213167,0.015195881576572283,0.2525018725106205,-0.015478451177293833,-0.31014184213433554,0.8277199616387418,1.0398717685919134,0.24916644982473565
5011,ds005289,sub-005,5,5.06,3.0,0,0.26782546171237515,1.6559985512918456,-2.3987593733679193,2.370796449654493,-0.09728068529628651,-0.6932203533645251,0.31679123217287647,0.6506316782866428,0.631606519396634,-2.023015208469951,-1.3476282103085933,1.8490675897821587,-0.5568425443425686,-0.35209583723797144,0.04063152584532581
5012,ds005289,sub-005,6,6.0,3.0,0,1.2052329126861192,0.32522214833472085,0.2887788807888929,-0.8076080145400896,-2.2418542017584597,-0.5457562311249933,0.4443440385703291,-1.4187408168313211,-0.7639337935039564,-0.8878052053119811,-0.27130026597788437,1.0029127644088363,-0.1261473682994064,-0.602130175161648,-0.023425973695460556
5013,ds005289,sub-005,7,3.08,3.0,0,-0.2684969997257135,-1.7680637933006562,-1.4772749809703252,1.528868078915603,-0.18299186070681045,-1.1987154773012179,0.3302183246808306,-0.48993450893796897,0.16985823413276127,0.22125233677406628,0.7277082738989884,-1.2096362578842832,-0.40440165308092874,0.818922229537727,0.5273238053345295
5014,ds005289,sub-005,8,5.25,3.0,0,1.9933121437256387,-0.696478419690349,-0.5263275541521273,-0.13947527198925147,-0.8076005671826798,-1.558995412665446,0.45612452082963,-1.4820734310250956,0.17252060953807566,-0.07712028671616165,-0.28070378036076854,-0.31407295356996123,-0.28155087558097636,-0.03452302346967211,-0.15738074186398432
5015,ds005289,sub-005,9,5.16,3.0,0,1.3025401969179706,0.05843592777906833,-0.24039187837299378,0.5953075003918137,-0.1899879845943108,-0.11265048942166142,0.061301142055434764,-0.09775467249114135,0.2901864000423505,1.463609788862948,0.6156848185652204,-0.4672652464796181,0.5548097570099061,-0.7498941655834946,-0.7077758601481636
5016,ds005289,sub-006,0,5.56,3.0,0,0.9016575246742702,-0.8141318166256152,0.8678314666856113,-0.46684657195935625,0.799246683316904,0.28466762067482276,-0.2099667904881011,0.621577961868201,-0.4659527829686188,0.525236888419825,-0.15240979433370658,1.3822997328144788,0.4616060714316865,0.2710218989992828,-0.5863304881819031
5017,ds005289,sub-006,1,8.58,3.0,0,1.8604636097642042,-0.6536415852694704,0.6300667468027127,0.4164470720917122,1.2100615574826885,0.3995455262010008,-0.39216000200842843,-1.9614748779514355,-0.7743650385178834,2.0859803478823697,0.3276164360057225,0.8191762323739962,-0.2158435773567268,0.47205483263530806,-0.053755560099812194
5018,ds005289,sub-006,2,5.33,3.0,0,-0.6481528732592933,-1.0561026359701124,1.438938519862947,-1.4820225700619079,0.14362858496233707,-0.11302818678015998,-0.12359127539263078,0.7590275833484881,-1.0317155738444868,-0.14185874600348317,-0.6357798232312636,0.3123357383421306,0.5357621166716514,-0.8583891217382335,-0.44983971351914454
5019,ds005289,sub-006,3,4.42,3.0,0,0.7658722728874827,-1.2902459010360365,0.3971836714352207,-0.06725354364837664,0.9571853087029438,0.10591610970031431,-0.22681563424259127,-1.384350876584765,-0.4041146044130673,-0.9652414528474956,-0.8374400134194571,-0.14996531017711068,-0.12303287629148073,0.03679380211081235,-0.30343988390806065
5020,ds005289,sub-006,4,9.19,3.0,0,1.287791444298301,-1.003372013568764,0.19049989432909917,-0.9538107468047177,0.5241893544892797,-0.7712495372008015,-0.020189436376725003,-1.338621932849928,-0.31334100666318215,1.0837418062289137,-0.15173655455391316,-0.01734554431366603,-0.15021275001546397,-0.19449638111910938,-1.2666352133932044
5021,ds005289,sub-006,5,5.57,3.0,0,0.0883629603984832,-1.1134453746623731,-0.3474612959800925,0.011106741973419086,0.48454367244191243,-0.66126486929951,0.07858443671123023,-0.5130491434138024,0.23024870648558043,-0.08573716651826631,-0.7741163946818226,0.5868740309230671,-0.5016898151796293,-0.255930824381444,-0.20051081166532173
5022,ds005289,sub-006,6,7.04,3.0,0,1.9097191902050534,-1.138373637857521,-0.9732240781691243,0.3504021488437315,0.8862330785907443,0.21563860152606182,-0.1336819711650687,-0.5385829260689858,-0.3568381233355678,-0.981192368023693,-0.6095732691384211,1.0431890651651898,-0.4730122552190001,0.3654707337650514,0.24930408464841905
5023,ds005289,sub-006,7,5.05,3.0,0,-0.8651880935753443,-0.7440115061445365,-0.4786288985745486,-0.6928274433313897,1.162382576642003,-0.7564207363395605,-0.08162734537684188,0.05674497528723459,-0.08333412426666632,0.3075502088960816,-0.8392918157787043,-0.737236418333442,0.19283734307823036,0.2345922215596643,0.23030477826604012
5024,ds005289,sub-006,8,7.85,3.0,0,1.228526362470095,-0.672221723829862,-0.46013782715772916,-0.9241855183880685,0.837401405792746,0.9545407961907101,-0.329472062217214,0.1529805583358614,-1.0337047172756957,-0.9139698248506788,-0.30842360876762887,0.13406288185269594,0.03365960681230863,0.40854773180925164,-0.1572130017136099
5025,ds005289,sub-006,9,9.06,3.0,0,2.5120711303791223,-1.4930529563499695,-1.067543239058945,0.03646461399287495,0.6785002553754339,-0.4065994737748119,-0.12827799864962472,-1.4083414778412773,-0.8811574206085537,0.7742504103850831,-0.09653695124825208,-0.4263962193390265,-0.31730345197595977,0.35647045648624204,0.18002569936849688
5026,ds005289,sub-007,0,5.66,3.75,0,0.5042019763441403,-0.4400213450592462,-0.2648578231614837,-0.5466505779442856,0.24454310627123882,-0.21153347234128725,0.05862280979030375,-0.856626759138871,0.3274831286501926,-0.7678746381567779,-0.9046236061453803,-0.3702256810976898,0.23340157559723748,-0.16413910719835564,-0.2702094992151421
5027,ds005289,sub-007,1,6.7,3.75,0,-0.188463550655289,-0.8280911386126186,0.5502984149675864,-0.5914882290998575,0.31703223623156457,-1.0039912034184109,0.11178103415587312,0.354639071793426,0.11480817780152708,-0.2345127235376029,-0.5935853378096035,0.526952689589771,0.13104973099919295,-0.14475680454382506,-0.7532994039476244
5028,ds005289,sub-007,2,3.95,3.75,0,-0.7379888028101471,-0.4734748442239828,-0.205265127133025,-0.42938193824640153,1.6859851059411384,-0.7210488582480007,-0.2454615582919821,1.0028056796784839,-0.5355272470666331,0.3268986268299496,-0.5298982333000896,-0.2725703730911932,0.4358011631217397,0.2499152965239835,0.10035949328319668
5029,ds005289,sub-007,3,4.85,3.75,2,-1.6246964938013375,1.6985187976463174,1.855573163775668,1.3055499088322875,1.0774462527161355,1.354405486425203,-0.5058132408422608,-0.46707478454073004,-0.5802992334655019,-0.4686539093245159,-1.0809078175634448,-0.41040476881618865,0.04749233492061805,-0.3022202057620988,-0.1235518086292928
5030,ds005289,sub-007,4,5.8,3.75,0,-1.1032151813738753,-0.42284690060124436,-1.2064021411982864,-0.10667943441043852,0.6307556972215876,-1.4950707612452625,0.17657028165459038,0.2949969350254595,-0.3780270827409538,-1.6318134004041103,-0.5588501117047252,0.17874374137878588,-0.5050438753183712,-0.020565893259439083,0.6168764658878166
5031,ds005289,sub-007,5,6.04,3.75,0,-0.6890115460264817,-0.5471973588902146,0.13306125285263234,-0.32829404607403007,0.4807637882695893,-0.6312152139126143,0.08111881158860938,-0.19305594724894104,0.21737401085696478,-0.9378294297658526,-1.175141648689337,-0.7503025773526819,0.18165211501665793,-0.02580887236532048,-0.23163835648470285
5032,ds005289,sub-007,6,7.07,3.75,0,0.4976862507268759,-0.6432455754116597,-2.93790214504252,0.20803205720333312,0.9006080749310056,-1.541396633259365,0.08778199649892174,0.14460972057895902,-0.674851979992481,-0.7486493785450864,-0.8412104974586097,-0.3440234581872079,-0.11065705484350837,0.5278855015981563,0.8077277232468182
5033,ds005289,sub-007,7,5.95,3.75,0,0.8226229761000478,-0.5695546198666716,0.5896362966056056,0.11200998245602808,0.9150259888865425,-1.8303241502940972,0.2751651373208131,1.4263270321791095,0.6008887609530728,0.22699426206944093,0.33484822294172745,-0.7517628311088487,-0.20427838381289423,-0.38552546235077967,-0.8409522691601498
5034,ds005289,sub-008,0,9.04,3.75,0,0.6592906292886183,-0.5937196124566924,-0.16932414968510254,-0.3351773125239312,0.16687793016945876,0.25016877610337224,0.03800501733491934,0.26718638482732504,0.21701097205532144,-0.3462282179754875,-0.6042160369418071,-0.0442066452441189,-0.021042482600750815,-0.10099114508955873,-0.5584348549826424
5035,ds005289,sub-008,1,9.69,3.75,2,-0.7757436337080862,1.226183474048067,2.3874176204524917,0.49053936052315344,0.17484781879542508,-1.0888340511553691,0.07690346527393022,-0.5005174908472864,-0.3522396360371127,0.1158957415149326,-0.14805113468854922,-0.14908024905299264,0.1755717947405646,-0.12297635079472248,-0.5846014385632219
5036,ds005289,sub-008,2,4.0,3.75,2,-3.063382991696521,0.06828346431335139,-0.5758999430270629,-0.1303154888226501,-1.40572471369739,1.1014867913614668,0.03205191622655398,-0.8844793618470614,0.5671484731782309,0.6775565776200337,-0.5636243441617742,0.5206439644001796,0.017173769168692423,0.0353771296226665,0.4557888675984574
5037,ds005289,sub-008,3,9.43,3.75,0,0.5156565418141493,-0.17063536024597187,0.28490306407117216,-0.19389331687270225,-1.068983035132028,1.3728231749300286,0.21404716530889706,-0.29112156633266645,0.9877849983010974,-0.8336690611183794,0.36531357382125973,-1.3176233583255053,0.43132773826795523,0.07375658074032575,0.11782752709746919
5038,ds005289,sub-008,4,4.55,3.75,2,-2.2029303959682203,-0.4539030425130195,-0.10820561196063984,-0.4279873897787024,-0.016489742279667704,-1.0889101172846436,0.20576057364866254,-0.45094370152723745,0.3579700043102127,-0.6144928103996001,-1.1734103507902243,-0.13437502859175682,0.5833188282177783,0.23928850375836958,0.11012052170182463
5039,ds005289,sub-008,5,7.58,3.75,2,-2.0947317342651024,0.544674602810587,-0.9047364442790078,-0.020130622876925703,0.6513518342779928,-0.7523180359045353,0.12516624763612488,-0.8665723867126545,0.40192896563221175,-0.11056823557283389,1.1263837891172448,-0.4029230021760692,-0.756525494024179,0.05464000225855661,0.16315040449718535
5040,ds005289,sub-008,6,9.44,3.75,0,1.258314666535534,-1.4937271931759069,1.3147751309265472,-0.1758094985976038,0.37178997576228284,1.1610268809203177,-0.09651785771330032,0.0909844904207307,0.3850355091776583,-0.15107798326392444,-0.20028184131126467,-0.6724441234516239,0.5850053915180117,0.6574299722135006,0.7729508880853748
5041,ds005289,sub-008,7,9.07,3.75,0,1.61336966171931,-0.14035670198337302,-0.21623353779562898,0.28712303395157013,0.6371797688145852,0.31001775267361575,-0.18940383976123884,0.2214803471726095,-0.026372088792403714,0.4320016857231618,-0.2756607135982369,-0.5548079420481435,0.09786435855205078,-0.10250305815247512,-0.23759592880072142
5042,ds005289,sub-008,8,9.64,3.75,0,1.429299827654232,-0.7021212760478447,0.7679736680500199,-0.7861683431952341,-0.5700954878142638,-1.8736672975992494,0.2622465438123508,-0.8468996968536683,0.8014457239629946,0.3365761019195554,-0.12821008987400753,-0.37314734011247214,0.2342825526264593,0.06474757437848072,-0.7310416942527088
5043,ds005289,sub-008,9,9.58,3.75,0,-0.4318147032542435,-0.6344818397645203,-0.9132748580131674,0.36474563283627787,0.5919279831723758,-1.611308092513561,0.20443240056054776,0.13585653670895917,0.0689323956834965,-0.13404365088287112,0.19024346673033754,-0.7398921073479127,0.0469777238919018,-0.03240675005917916,-0.5300275788772977
5044,ds005289,sub-009,0,6.0,3.75,0,1.0022652255824949,-0.14976273557083228,-1.2157981200719297,0.46784231168386825,0.06422203510154567,-0.1570859270879095,-0.054626344999683024,-0.3563781891681345,-1.0397675469661958,0.6528070789633053,-0.19682723630948282,-0.020872266034205528,-0.5877652053386301,0.29275360440180054,0.06686605099285986
5045,ds005289,sub-009,1,7.87,3.75,0,1.1387184594023583,-0.7091579374292886,-0.4524619384751181,-0.45946754562727243,-0.1630024920035583,-0.8230685084765131,0.18872648472974507,-0.9821207792621415,-0.16542971548099525,-0.2818337568232637,-0.5109468384856043,-0.6713810275475556,-0.3398208857668454,-0.5825471676923397,-0.05635939459335445
5046,ds005289,sub-009,2,6.92,3.75,0,-0.207287710694858,-0.4264093568092259,-0.9822872964375985,0.09781983118921327,0.4130372125800441,-0.11480235472860413,0.048817101088613625,0.8495555943659453,0.45857282095496815,-0.6127443697138177,-1.1895625144100401,0.8581508189119953,0.29327114946314004,-0.5832891226427954,-0.40780855908997815
5047,ds005289,sub-009,3,1.81,3.75,0,1.2263415972312586,-0.8093096690008867,-1.7297882675268712,0.5818492461069803,0.13280606686537103,-1.5687058599435277,0.1520867618043238,0.09207480678832071,-0.32138774775016743,0.3031774717450521,-0.8385030678881051,0.9161488294149326,-0.7103936839639233,-0.0663913105809381,-0.41673495908987696
5048,ds005289,sub-009,4,6.69,3.75,1,3.895507455417689,0.3492902003011479,-0.8512694665104286,-0.2038360433793158,0.6922844060364445,0.49340650625087357,-0.049382989142147504,-0.2516520107873315,0.5442368223572321,0.37269048752580936,-0.34759160609014816,-0.2680835027725742,-0.4878731194244195,-0.4630276552837623,-0.31256758620503444
