source_row,dataset,subject,epoch,rating,laser_power,cluster,component_1,component_2
4996,ds005289,sub-004,0,9.89,3.5,0,82.04353,-8.605593
4997,ds005289,sub-004,1,9.27,3.5,1,9.510786,53.30701
4998,ds005289,sub-004,2,7.6,3.5,0,50.759186,5.997743
4999,ds005289,sub-004,3,8.55,3.5,1,1.7054685,46.010048
5000,ds005289,sub-004,4,7.27,3.5,1,9.706473,53.07542
5001,ds005289,sub-004,5,9.24,3.5,0,48.99963,-14.037549
5002,ds005289,sub-004,6,8.21,3.5,0,23.927916,7.2196918
5003,ds005289,sub-004,7,9.3,3.5,1,18.681986,55.985214
5004,ds005289,sub-004,8,7.85,3.5,1,9.186538,53.36332
5005,ds005289,sub-004,9,9.15,3.5,1,5.300087,49.934967
5006,ds005289,sub-005,0,4.99,3.0,1,31.741024,31.300062
5007,ds005289,sub-005,1,4.49,3.0,2,-7.479671,-4.6827455
5008,ds005289,sub-005,2,3.15,3.0,2,-19.846624,-19.148237
5009,ds005289,sub-005,3,5.02,3.0,2,39.961708,-30.090384
5010,ds005289,sub-005,4,3.02,3.0,1,-1.8677098,19.485207
5011,ds005289,sub-005,5,5.06,3.0,1,-2.5781653,29.659512
5012,ds005289,sub-005,6,6.0,3.0,1,28.657965,22.817814
5013,ds005289,sub-005,7,3.08,3.0,2,-14.18601,-35.739243
5014,ds005289,sub-005,8,5.25,3.0,0,28.85788,0.061077315
5015,ds005289,sub-005,9,5.16,3.0,0,24.344404,4.629201
5016,ds005289,sub-006,0,5.56,3.0,2,27.160353,-21.112688
5017,ds005289,sub-006,1,8.58,3.0,0,45.794983,3.0290608
5018,ds005289,sub-006,2,5.33,3.0,1,-21.809498,18.401743
5019,ds005289,sub-006,3,4.42,3.0,2,10.161792,-7.751676
5020,ds005289,sub-006,4,9.19,3.0,0,27.534075,-1.7456301
5021,ds005289,sub-006,5,5.57,3.0,2,2.7014403,-7.437395
5022,ds005289,sub-006,6,7.04,3.0,0,34.258434,-9.109938
5023,ds005289,sub-006,7,5.05,3.0,2,1.1214054,1.5681973
5024,ds005289,sub-006,8,7.85,3.0,2,11.319261,-4.4113655
5025,ds005289,sub-006,9,9.06,3.0,0,40.11231,-9.961388
5026,ds005289,sub-007,0,5.66,3.75,0,31.125645,0.584309
5027,ds005289,sub-007,1,6.7,3.75,2,6.347921,-1.9361283
5028,ds005289,sub-007,2,3.95,3.75,1,0.7741658,4.005317
5029,ds005289,sub-007,3,4.85,3.75,1,-10.296604,54.95096
5030,ds005289,sub-007,4,5.8,3.75,2,-2.6171482,-2.9379563
5031,ds005289,sub-007,5,6.04,3.75,2,-2.1485226,-7.024477
5032,ds005289,sub-007,6,7.07,3.75,1,-2.8622859,7.386103
5033,ds005289,sub-007,7,5.95,3.75,2,27.864765,-14.353449
5034,ds005289,sub-008,0,9.04,3.75,2,10.368407,-0.8493483
5035,ds005289,sub-008,1,9.69,3.75,1,-1.9936934,46.946075
5036,ds005289,sub-008,2,4.0,3.75,3,-45.949688,-17.116339
5037,ds005289,sub-008,3,9.43,3.75,0,28.226366,8.932815
5038,ds005289,sub-008,4,4.55,3.75,3,-36.728165,26.474289
5039,ds005289,sub-008,5,7.58,3.75,1,-23.538334,24.358818
5040,ds005289,sub-008,6,9.44,3.75,2,37.039032,-31.647722
5041,ds005289,sub-008,7,9.07,3.75,0,46.512825,5.5708594
5042,ds005289,sub-008,8,9.64,3.75,0,29.92055,-3.4254177
5043,ds005289,sub-008,9,9.58,3.75,2,-0.8942485,-1.2856499
5044,ds005289,sub-009,0,6.0,3.75,2,16.107498,-27.55653
5045,ds005289,sub-009,1,7.87,3.75,0,28.829626,0.5103421
5046,ds005289,sub-009,2,6.92,3.75,2,8.009054,-4.712155
5047,ds005289,sub-009,3,1.81,3.75,2,12.112538,-18.803747
5048,ds005289,sub-009,4,6.69,3.75,0,66.58557,13.212711
5049,ds005289,sub-009,5,8.24,3.75,0,34.43042,1.3257957
5050,ds005289,sub-009,6,5.03,3.75,0,35.153687,1.5241385
5051,ds005289,sub-009,7,7.91,3.75,0,49.01998,21.650347
5052,ds005289,sub-010,0,5.01,4.25,1,22.255484,26.745272
5053,ds005289,sub-010,1,4.0,4.25,0,78.50508,20.133024
5054,ds005289,sub-010,2,5.02,4.25,0,63.352283,14.940243
5055,ds005289,sub-010,3,4.7,4.25,0,80.12433,-6.0451756
5056,ds005289,sub-010,4,5.02,4.25,1,36.164936,39.686806
5057,ds005289,sub-010,5,3.99,4.25,0,57.759212,-16.012722
5058,ds005289,sub-010,6,5.32,4.25,0,67.4672,7.5936627
5059,ds005289,sub-010,7,4.72,4.25,0,57.78554,36.840176
5060,ds005289,sub-010,8,4.18,4.25,0,67.49495,36.807293
5061,ds005289,sub-010,9,4.52,4.25,0,59.220478,42.9036
5062,ds005289,sub-011,0,5.32,3.25,3,-71.83958,15.996413
5063,ds005289,sub-011,1,4.11,3.25,3,-80.13697,12.147505
5064,ds005289,sub-011,2,5.16,3.25,3,-72.21727,27.5007
5065,ds005289,sub-011,3,6.9,3.25,3,-80.84518,12.399953
5066,ds005289,sub-011,4,4.18,3.25,3,-73.46279,10.061615
5067,ds005289,sub-011,5,5.65,3.25,3,-67.47935,32.430073
5068,ds005289,sub-011,6,6.65,3.25,3,-76.778885,10.476438
5069,ds005289,sub-011,7,2.12,3.25,3,-66.47524,22.45237
5070,ds005289,sub-011,8,7.58,3.25,3,-55.838615,14.460844
5071,ds005289,sub-011,9,4.85,3.25,3,-47.676556,-4.2595625
5072,ds005289,sub-012,0,5.03,3.5,0,76.37538,20.095346
5073,ds005289,sub-012,1,6.61,3.5,0,78.7601,14.981478
5074,ds005289,sub-012,2,4.51,3.5,1,33.57673,35.606426
5075,ds005289,sub-012,3,6.77,3.5,0,81.676575,18.04224
5076,ds005289,sub-012,4,7.21,3.5,0,89.13044,15.149132
5077,ds005289,sub-012,5,6.33,3.5,0,80.65269,15.38178
5078,ds005289,sub-012,6,5.57,3.5,0,80.470985,20.78365
5079,ds005289,sub-012,7,7.04,3.5,0,80.58268,15.402425
5080,ds005289,sub-012,8,6.9,3.5,0,80.86362,15.118212
5081,ds005289,sub-012,9,6.62,3.5,0,80.57111,21.131445
5082,ds005289,sub-013,0,5.03,3.25,1,10.417112,56.385235
5083,ds005289,sub-013,1,5.91,3.25,0,67.22828,8.155946
5084,ds005289,sub-013,2,4.7,3.25,0,50.92317,-10.905891
5085,ds005289,sub-013,3,6.45,3.25,0,70.711815,4.3685746
5086,ds005289,sub-013,4,3.35,3.25,3,-84.99966,13.970577
5087,ds005289,sub-013,5,7.04,3.25,0,85.49449,17.518696
5088,ds005289,sub-013,6,7.05,3.25,1,28.768782,33.969933
5089,ds005289,sub-013,7,7.6,3.25,1,25.949,41.988472
5090,ds005289,sub-013,8,6.06,3.25,1,18.24595,3.5005116
5091,ds005289,sub-014,0,1.99,3.5,0,72.47867,-13.843999
5092,ds005289,sub-014,1,5.04,3.5,0,55.453648,-0.49200907
5093,ds005289,sub-014,2,7.03,3.5,0,54.944416,-0.23199458
5094,ds005289,sub-014,3,6.01,3.5,1,7.697786,52.261497
5095,ds005289,sub-014,4,4.02,3.5,0,72.781075,-4.2261324
5096,ds005289,sub-014,5,8.02,3.5,0,62.69041,29.333378
5097,ds005289,sub-014,6,6.07,3.5,0,82.46769,8.498276
5098,ds005289,sub-014,7,3.03,3.5,2,3.721383,-10.233052
5099,ds005289,sub-014,8,6.05,3.5,0,80.763054,-1.0124048
5100,ds005289,sub-014,9,7.06,3.5,0,74.31833,6.4944725
5101,ds005289,sub-015,0,8.03,3.25,1,-18.428413,20.918737
5102,ds005289,sub-015,1,7.03,3.25,2,22.830135,-11.036807
5103,ds005289,sub-015,2,5.04,3.25,2,-20.011267,-10.273677
5104,ds005289,sub-015,3,9.04,3.25,2,23.149628,-34.543858
5105,ds005289,sub-015,4,8.01,3.25,3,-46.085403,-25.248064
5106,ds005289,sub-015,5,7.86,3.25,3,-37.538227,-22.606361
5107,ds005289,sub-015,6,7.07,3.25,3,-46.38202,-8.517427
5108,ds005289,sub-015,7,6.72,3.25,3,-52.491413,12.170729
5109,ds005289,sub-015,8,4.0,3.25,2,15.170454,-7.4351683
5110,ds005289,sub-015,9,7.06,3.25,2,-21.300695,-14.514922
5111,ds005289,sub-016,0,6.54,3.25,1,-11.128505,61.15544
5112,ds005289,sub-016,1,6.49,3.25,2,5.4521813,-48.031895
5113,ds005289,sub-016,2,5.99,3.25,0,60.400906,15.951735
5114,ds005289,sub-016,3,5.56,3.25,0,56.0304,4.3320723
5115,ds005289,sub-016,4,5.53,3.25,0,35.20328,0.23810658
5116,ds005289,sub-016,5,4.53,3.25,0,56.979298,14.300038
5117,ds005289,sub-016,6,8.55,3.25,0,61.010006,12.519219
5118,ds005289,sub-016,7,3.01,3.25,2,28.134731,-13.985482
5119,ds005289,sub-016,8,7.52,3.25,0,68.36122,12.322332
5120,ds005289,sub-017,0,4.72,4.0,2,12.219428,2.0493822
5121,ds005289,sub-017,1,5.6,4.0,2,0.9371519,-37.87028
5122,ds005289,sub-017,2,5.29,4.0,0,63.000652,12.190914
5123,ds005289,sub-017,3,4.84,4.0,2,16.1408,-26.86919
5124,ds005289,sub-017,4,5.73,4.0,0,51.594112,8.375671
5125,ds005289,sub-017,5,5.59,4.0,0,57.15509,-4.7751637
5126,ds005289,sub-017,6,5.44,4.0,0,41.334427,5.079274
5127,ds005289,sub-017,7,6.12,4.0,0,35.295918,-16.837336
5128,ds005289,sub-017,8,5.11,4.0,1,3.341443,8.718309
5129,ds005289,sub-017,9,5.02,4.0,0,35.67353,9.315037
5130,ds005289,sub-018,0,2.03,4.5,3,-49.620438,-17.555805
5131,ds005289,sub-018,1,5.98,4.5,2,15.209398,-7.334864
5132,ds005289,sub-018,2,5.02,4.5,2,-20.270714,-18.940872
5133,ds005289,sub-018,3,7.06,4.5,2,16.99728,-36.077423
5134,ds005289,sub-018,4,6.04,4.5,2,-9.084781,-37.509377
5135,ds005289,sub-018,5,5.02,4.5,1,-10.641766,6.4407964
5136,ds005289,sub-018,6,6.94,4.5,1,13.1811,11.09455
5137,ds005289,sub-018,7,4.08,4.5,1,-7.784099,5.2819204
5138,ds005289,sub-018,8,7.0,4.5,0,42.94336,-27.677774
5139,ds005289,sub-018,9,6.04,4.5,0,28.233303,-10.009865
5140,ds005289,sub-019,0,5.97,3.0,0,66.14104,-7.6432786
5141,ds005289,sub-019,1,5.02,3.0,3,-55.97326,-46.08764
5142,ds005289,sub-019,2,4.92,3.0,3,-45.904102,-47.282528
5143,ds005289,sub-019,3,5.53,3.0,1,2.6024413,6.7029934
5144,ds005289,sub-019,4,6.44,3.0,2,-19.560532,-6.733128
5145,ds005289,sub-019,5,5.06,3.0,1,-5.1539497,52.20444
5146,ds005289,sub-019,6,5.56,3.0,2,-17.334812,-49.637768
5147,ds005289,sub-019,7,6.67,3.0,2,35.83712,-45.050083
5148,ds005289,sub-019,8,5.55,3.0,2,16.446463,-45.997086
5149,ds005289,sub-019,9,7.57,3.0,0,56.40597,-10.44858
5150,ds005289,sub-020,0,3.96,3.5,3,-47.158363,41.66951
5151,ds005289,sub-020,1,5.49,3.5,1,-11.787656,61.828316
5152,ds005289,sub-020,2,5.02,3.5,1,15.387949,26.949371
5153,ds005289,sub-020,3,5.23,3.5,1,-6.804146,62.063354
5154,ds005289,sub-020,4,7.37,3.5,1,-38.898365,51.30302
5155,ds005289,sub-020,5,7.82,3.5,0,53.13519,45.693737
5156,ds005289,sub-020,6,8.19,3.5,0,59.08005,43.1077
5157,ds005289,sub-020,7,4.8,3.5,3,-47.183025,40.09281
5158,ds005289,sub-020,8,7.52,3.5,0,62.261616,41.809658
5159,ds005289,sub-020,9,4.95,3.5,1,22.989094,33.05208
5160,ds005289,sub-021,0,5.04,3.25,0,79.11083,22.91632
5161,ds005289,sub-021,1,5.04,3.25,0,86.98719,6.683134
5162,ds005289,sub-021,2,3.99,3.25,0,76.36658,19.739882
5163,ds005289,sub-021,3,2.99,3.25,0,48.286823,19.4874
5164,ds005289,sub-021,4,4.0,3.25,0,57.120552,6.6778193
5165,ds005289,sub-021,5,5.02,3.25,0,54.964664,35.701656
5166,ds005289,sub-021,6,4.0,3.25,0,79.11313,20.076998
5167,ds005289,sub-021,7,4.03,3.25,0,79.23836,22.895329
5168,ds005289,sub-021,8,3.95,3.25,0,79.02814,23.114176
5169,ds005289,sub-021,9,5.02,3.25,0,79.67603,15.188951
5170,ds005289,sub-022,0,6.62,3.25,1,-6.5832086,50.39992
5171,ds005289,sub-022,1,9.27,3.25,0,50.53966,12.581533
5172,ds005289,sub-022,2,9.95,3.25,0,60.94734,12.535533
5173,ds005289,sub-022,3,8.0,3.25,0,58.077446,16.915516
5174,ds005289,sub-022,4,8.68,3.25,0,50.480934,-5.0410814
5175,ds005289,sub-022,5,4.58,3.25,0,67.95833,0.20882705
5176,ds005289,sub-022,6,9.84,3.25,0,53.456272,-0.6754654
5177,ds005289,sub-022,7,7.88,3.25,0,61.184208,-2.414875
5178,ds005289,sub-022,8,5.08,3.25,2,26.132347,-35.09305
5179,ds005289,sub-022,9,4.13,3.25,2,12.011398,-46.33315
5180,ds005289,sub-023,0,7.92,3.75,1,24.235813,35.40368
5181,ds005289,sub-023,1,9.01,3.75,1,38.805096,50.771626
5182,ds005289,sub-023,2,5.64,3.75,1,23.534279,54.27572
5183,ds005289,sub-023,3,6.99,3.75,1,12.130294,31.994495
5184,ds005289,sub-023,4,9.56,3.75,0,37.803726,25.021284
5185,ds005289,sub-023,5,7.52,3.75,1,31.637295,34.287506
5186,ds005289,sub-023,6,8.09,3.75,0,52.25527,46.624012
5187,ds005289,sub-023,7,7.86,3.75,1,28.370417,34.078278
5188,ds005289,sub-023,8,8.03,3.75,1,2.3663137,40.28497
5189,ds005289,sub-023,9,8.28,3.75,1,23.076635,54.678123
5190,ds005289,sub-024,0,5.38,3.75,1,22.560146,36.387962
5191,ds005289,sub-024,1,5.67,3.75,1,-2.5280378,55.008297
5192,ds005289,sub-024,2,5.87,3.75,1,21.62897,38.184723
5193,ds005289,sub-024,3,5.51,3.75,0,43.710533,8.023267
5194,ds005289,sub-024,4,5.85,3.75,1,22.518118,19.526123
5195,ds005289,sub-024,5,5.25,3.75,1,31.118896,36.85737
5196,ds005289,sub-024,6,4.76,3.75,0,47.67296,23.583004
5197,ds005289,sub-024,7,5.36,3.75,1,3.7301683,57.29967
5198,ds005289,sub-024,8,5.84,3.75,1,-16.508892,21.678024
5199,ds005289,sub-024,9,6.05,3.75,1,22.01726,37.976437
5200,ds005289,sub-025,0,7.56,3.5,0,55.898712,-13.254947
5201,ds005289,sub-025,1,4.98,3.5,0,40.307274,22.70782
5202,ds005289,sub-025,2,6.08,3.5,0,57.889545,21.022018
5203,ds005289,sub-025,3,8.81,3.5,0,77.97288,17.063133
5204,ds005289,sub-025,4,9.32,3.5,0,73.361626,1.4956684
5205,ds005289,sub-025,5,9.84,3.5,0,54.032425,31.351942
5206,ds005289,sub-025,6,8.56,3.5,0,64.09029,12.387114
5207,ds005289,sub-025,7,9.04,3.5,0,49.66189,39.925045
5208,ds005289,sub-025,8,9.13,3.5,0,48.82378,1.4090568
5209,ds005289,sub-025,9,7.18,3.5,0,65.85747,13.244959
5210,ds005289,sub-026,0,8.06,4.0,2,23.932112,-33.014374
5211,ds005289,sub-026,1,6.98,4.0,2,20.713781,-36.305355
5212,ds005289,sub-026,2,5.57,4.0,1,-40.62831,52.66936
5213,ds005289,sub-026,3,9.04,4.0,0,41.168186,-15.105464
5214,ds005289,sub-026,4,9.9,4.0,0,48.828693,18.656626
5215,ds005289,sub-026,5,3.9,4.0,1,-18.471125,24.720966
5216,ds005289,sub-026,6,4.44,4.0,0,48.576138,14.877504
5217,ds005289,sub-026,7,8.61,4.0,2,1.9863589,-12.354257
5218,ds005289,sub-026,8,9.97,4.0,1,1.8687797,4.6120234
5219,ds005289,sub-027,0,3.82,4.25,0,85.19521,7.495507
5220,ds005289,sub-027,1,4.04,4.25,0,53.255554,10.866525
5221,ds005289,sub-027,2,5.03,4.25,0,83.83057,9.9728
5222,ds005289,sub-027,3,5.47,4.25,0,82.46716,1.4994551
5223,ds005289,sub-027,4,5.64,4.25,0,73.316055,-0.3195975
5224,ds005289,sub-027,5,6.02,4.25,0,72.47999,12.932944
5225,ds005289,sub-027,6,6.23,4.25,0,63.39703,14.462082
5226,ds005289,sub-027,7,6.27,4.25,0,60.403896,9.772234
5227,ds005289,sub-027,8,6.69,4.25,0,59.443596,10.406438
5228,ds005289,sub-027,9,6.85,4.25,0,70.90234,10.722549
5229,ds005289,sub-028,0,4.98,2.75,0,39.66304,-3.8582165
5230,ds005289,sub-028,1,6.01,2.75,2,23.862139,-32.71688
5231,ds005289,sub-028,2,6.05,2.75,0,46.90129,4.4674363
5232,ds005289,sub-028,3,6.0,2.75,1,-2.0795417,31.686304
5233,ds005289,sub-028,4,6.05,2.75,0,21.3945,-0.7444052
5234,ds005289,sub-028,5,5.97,2.75,1,-5.2583137,19.271547
5235,ds005289,sub-028,6,5.07,2.75,2,14.103405,-23.430243
5236,ds005289,sub-028,7,5.07,2.75,2,-2.0764024,-41.172142
5237,ds005289,sub-028,8,7.03,2.75,0,26.374208,1.2991514
5238,ds005289,sub-028,9,4.68,2.75,1,-19.461864,19.055698
5239,ds005289,sub-029,0,5.28,3.5,1,-5.5134387,55.233192
5240,ds005289,sub-029,1,7.48,3.5,3,-69.92832,-14.559319
5241,ds005289,sub-029,2,7.01,3.5,0,46.48313,30.528015
5242,ds005289,sub-029,3,8.04,3.5,2,8.234489,-45.933613
5243,ds005289,sub-029,4,7.03,3.5,2,-13.090947,-34.87098
5244,ds005289,sub-029,5,6.5,3.5,0,66.79812,-8.224601
5245,ds005289,sub-029,6,,3.5,0,46.82799,33.62548
5246,ds005289,sub-030,0,5.57,3.75,0,60.77048,12.476303
5247,ds005289,sub-030,1,5.01,3.75,3,-46.7245,-23.450909
5248,ds005289,sub-030,2,6.05,3.75,2,32.64467,-20.285751
5249,ds005289,sub-030,3,5.02,3.75,3,-45.358032,-13.351282
5250,ds005289,sub-030,4,3.04,3.75,3,-56.1083,-3.2409563
5251,ds005289,sub-030,5,6.04,3.75,3,-22.834421,4.3016825
5252,ds005289,sub-030,6,7.06,3.75,2,14.876783,2.0147526
5253,ds005289,sub-031,0,7.02,3.0,1,-11.035455,52.64325
5254,ds005289,sub-031,1,4.01,3.0,1,-17.169117,57.04662
5255,ds005289,sub-031,2,7.01,3.0,0,79.33801,13.927946
5256,ds005289,sub-031,3,6.04,3.0,0,26.508696,3.0188246
5257,ds005289,sub-031,4,5.01,3.0,1,19.536695,19.27507
5258,ds005289,sub-031,5,4.01,3.0,0,57.902615,17.074854
5259,ds005289,sub-031,6,4.01,3.0,0,50.586807,-39.400593
5260,ds005289,sub-031,7,6.02,3.0,1,1.5075758,45.719975
5261,ds005289,sub-031,8,5.04,3.0,0,53.23485,20.752483
5262,ds005289,sub-031,9,6.01,3.0,0,52.176983,24.5632
5263,ds005289,sub-032,0,8.96,3.75,1,29.391884,32.875977
5264,ds005289,sub-032,1,9.91,3.75,0,48.267727,24.143013
5265,ds005289,sub-032,2,4.72,3.75,1,9.832924,58.866
5266,ds005289,sub-032,3,5.11,3.75,0,63.755344,8.023112
5267,ds005289,sub-032,4,4.5,3.75,0,46.858475,18.170965
5268,ds005289,sub-032,5,6.02,3.75,0,46.77381,18.031704
5269,ds005289,sub-032,6,7.38,3.75,0,46.57258,18.297647
5270,ds005289,sub-032,7,8.95,3.75,0,46.717674,20.205149
5271,ds005289,sub-032,8,5.32,3.75,0,47.46839,18.531464
5272,ds005289,sub-032,9,3.91,3.75,0,47.145664,17.945415
5273,ds005289,sub-033,0,8.04,3.5,3,-56.873955,-18.415089
5274,ds005289,sub-033,1,8.44,3.5,1,-31.612915,35.316723
5275,ds005289,sub-033,2,7.55,3.5,3,-32.14857,5.8278084
5276,ds005289,sub-033,3,9.07,3.5,2,-5.8720093,-9.394627
5277,ds005289,sub-033,4,5.6,3.5,3,-42.35614,-19.239712
5278,ds005289,sub-033,5,8.03,3.5,3,-29.27401,-22.990671
5279,ds005289,sub-033,6,8.06,3.5,2,19.445707,-36.84035
5280,ds005289,sub-033,7,8.03,3.5,3,-23.04914,2.1460092
5281,ds005289,sub-033,8,7.94,3.5,2,-1.6789854,-2.9738028
5282,ds005289,sub-033,9,4.16,3.5,2,-29.029375,-33.85694
5283,ds005289,sub-034,0,8.04,3.5,3,-56.895355,-18.542795
5284,ds005289,sub-034,1,8.44,3.5,1,-31.696888,35.239586
5285,ds005289,sub-034,2,7.55,3.5,3,-32.13012,5.8632984
5286,ds005289,sub-034,3,9.07,3.5,2,-5.976828,-9.418472
5287,ds005289,sub-034,4,5.6,3.5,3,-42.41805,-19.286898
5288,ds005289,sub-034,5,8.03,3.5,3,-48.09787,0.39021432
5289,ds005289,sub-034,6,8.06,3.5,2,19.413918,-36.970036
5290,ds005289,sub-034,7,8.03,3.5,3,-23.100998,2.1645486
5291,ds005289,sub-034,8,7.94,3.5,2,-1.7385416,-2.9723694
5292,ds005289,sub-034,9,4.16,3.5,2,-21.524286,-21.77297
5293,ds005289,sub-035,0,5.01,3.5,1,30.9926,28.27796
5294,ds005289,sub-035,1,7.01,3.5,2,-10.193939,-32.25704
5295,ds005289,sub-035,2,7.32,3.5,1,-4.1944065,65.195015
5296,ds005289,sub-035,3,7.13,3.5,1,11.729411,50.966217
5297,ds005289,sub-035,4,6.61,3.5,2,27.444092,-19.453955
5298,ds005289,sub-035,5,7.99,3.5,1,-1.2774987,46.653206
5299,ds005289,sub-035,6,8.24,3.5,1,-28.766628,26.037876
5300,ds005289,sub-035,7,6.72,3.5,0,48.768528,14.823491
5301,ds005289,sub-035,8,7.55,3.5,0,50.78269,-2.902886
5302,ds005289,sub-035,9,6.84,3.5,2,30.647451,-20.0384
5303,ds005289,sub-036,0,4.07,2.75,3,-77.12701,-3.541502
5304,ds005289,sub-036,1,5.07,2.75,3,-69.33617,-13.954789
5305,ds005289,sub-036,2,7.03,2.75,3,-38.083366,-24.401323
5306,ds005289,sub-036,3,7.06,2.75,3,-49.66496,-42.215958
5307,ds005289,sub-036,4,6.0,2.75,3,-59.3489,5.469139
5308,ds005289,sub-036,5,6.02,2.75,2,-3.4266617,-4.8577576
5309,ds005289,sub-036,6,8.1,2.75,3,-57.143013,-32.954773
5310,ds005289,sub-036,7,9.05,2.75,3,-37.27938,1.7766492
5311,ds005289,sub-036,8,4.06,2.75,1,-23.181683,14.272819
5312,ds005289,sub-036,9,7.1,2.75,2,-22.251709,-12.244896
5313,ds005289,sub-037,0,8.0,4.0,0,40.116688,-11.453138
5314,ds005289,sub-037,1,6.02,4.0,0,60.82452,-7.151843
5315,ds005289,sub-037,2,9.06,4.0,0,35.87385,-18.92157
5316,ds005289,sub-037,3,4.04,4.0,0,46.31455,-20.218357
5317,ds005289,sub-037,4,8.06,4.0,0,57.45876,-21.7787
5318,ds005289,sub-037,5,8.04,4.0,0,79.439064,-11.2920885
5319,ds005289,sub-037,6,9.99,4.0,0,79.454185,-11.18331
5320,ds005289,sub-037,7,4.04,4.0,0,45.883354,-18.835453
5321,ds005289,sub-037,8,9.04,4.0,1,27.121796,42.723316
5322,ds005289,sub-037,9,9.04,4.0,0,47.29507,-30.661098
5323,ds005289,sub-038,0,6.03,3.75,1,-2.7706892,65.94747
5324,ds005289,sub-038,1,5.5,3.75,0,39.196247,39.29358
5325,ds005289,sub-038,2,6.02,3.75,1,13.628278,49.466583
5326,ds005289,sub-038,3,5.52,3.75,1,-0.43710852,58.245182
5327,ds005289,sub-038,4,6.71,3.75,1,-1.2554344,58.456615
5328,ds005289,sub-038,5,5.02,3.75,1,16.456907,53.95641
5329,ds005289,sub-038,6,5.49,3.75,1,24.400719,32.625572
5330,ds005289,sub-039,0,5.99,3.0,3,-66.16326,-5.245052
5331,ds005289,sub-039,1,6.07,3.0,1,3.015483,24.354622
5332,ds005289,sub-039,2,5.02,3.0,1,29.477156,53.486378
5333,ds005289,sub-039,3,7.03,3.0,1,33.7136,52.45364
5334,ds005289,sub-039,4,6.05,3.0,1,36.12148,51.428135
5335,ds005289,sub-039,5,8.02,3.0,1,39.56671,56.25321
5336,ds005289,sub-039,6,7.05,3.0,1,34.110138,50.792854
5337,ds005289,sub-039,7,6.72,3.0,3,-28.423616,-0.7461371
19547,ds005280,sub-001,0,0.0,3.5,1,-12.910237,1.8123789
19548,ds005280,sub-001,1,5.0,4.0,2,31.36815,-20.710672
19549,ds005280,sub-001,2,5.0,4.0,0,63.54679,-2.0707576
19550,ds005280,sub-001,3,3.0,3.5,0,41.509285,-20.391512
19551,ds005280,sub-001,4,4.0,3.5,2,-17.09604,-34.84587
19552,ds005280,sub-001,5,5.0,3.5,0,40.058163,-23.838648
19553,ds005280,sub-001,6,5.0,3.5,0,30.67029,19.11442
19554,ds005280,sub-001,7,6.0,4.0,0,31.312845,18.4351
19555,ds005280,sub-001,8,4.0,3.5,2,-5.1015396,-34.19374
19556,ds005280,sub-001,9,5.0,4.0,1,3.3791037,7.2223883
19557,ds005280,sub-001,10,5.0,3.5,2,35.516937,-22.09908
19558,ds005280,sub-001,11,6.0,4.0,2,30.421055,-22.166492
19559,ds005280,sub-001,12,5.0,3.5,2,14.304949,-34.135166
19560,ds005280,sub-001,13,4.0,3.5,0,42.807102,-31.702534
19561,ds005280,sub-001,14,5.0,4.0,2,9.829529,-18.472067
