k,inertia,silhouette
1,27701904.0,
2,13852639.0,0.4213780462741852
3,9862960.0,0.3751946985721588
4,6950217.0,0.387483686208725
5,5549779.0,0.3636530637741089
6,4726008.0,0.34228771924972534
7,3998890.25,0.3616695702075958
8,3405057.0,0.3593369126319885
9,3047681.5,0.35925957560539246
10,2720470.25,0.3563903272151947
