window_seconds,trained_on_dataset,dataset_id,subject,raw_file,state,occupancy,median_dwell_seconds,transition_count_from_state,unknown_fraction,sampling_gap_break_count
2,ds005284,eegmmidb,S001,data/eegmmidb/S001/S001R01.edf,1,0.03333333333333333,2.0,0,0.9666666666666667,0
2,ds005284,eegmmidb,S001,data/eegmmidb/S001/S001R03.edf,1,0.08333333333333333,2.0,0,0.9166666666666666,14
2,ds005284,eegmmidb,S001,data/eegmmidb/S001/S001R08.edf,1,0.020833333333333332,2.0,0,0.9791666666666666,14
2,ds005284,eegmmidb,S001,data/eegmmidb/S001/S001R11.edf,1,0.041666666666666664,2.0,0,0.9583333333333334,14
2,ds005284,eegmmidb,S001,data/eegmmidb/S001/S001R12.edf,1,0.020833333333333332,2.0,0,0.9791666666666666,14
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R01.edf,0,0.03333333333333333,2.0,0,0.8666666666666667,0
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R01.edf,1,0.1,2.0,0,0.8666666666666667,0
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R03.edf,0,0.0625,3.0,0,0.8958333333333334,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R03.edf,1,0.041666666666666664,2.0,0,0.8958333333333334,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R04.edf,0,0.4583333333333333,2.0,2,0.47916666666666663,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R04.edf,1,0.0625,2.0,1,0.47916666666666663,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R07.edf,0,0.20833333333333334,2.0,1,0.45833333333333337,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R07.edf,1,0.3333333333333333,4.0,0,0.45833333333333337,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R08.edf,0,0.4583333333333333,2.0,1,0.5208333333333333,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R08.edf,1,0.020833333333333332,2.0,0,0.5208333333333333,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R11.edf,0,0.3333333333333333,4.0,1,0.5833333333333333,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R11.edf,1,0.08333333333333333,2.0,2,0.5833333333333333,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R12.edf,0,0.3125,2.0,0,0.625,13
2,ds005284,eegmmidb,S002,data/eegmmidb/S002/S002R12.edf,1,0.0625,2.0,0,0.625,13
2,ds005284,eegmmidb,S003,data/eegmmidb/S003/S003R03.edf,1,0.020833333333333332,2.0,0,0.9791666666666666,14
2,ds005284,eegmmidb,S003,data/eegmmidb/S003/S003R11.edf,1,0.020833333333333332,2.0,0,0.9791666666666666,14
2,ds005284,eegmmidb,S004,data/eegmmidb/S004/S004R01.edf,1,0.06666666666666667,2.0,0,0.9333333333333333,0
2,ds005284,eegmmidb,S004,data/eegmmidb/S004/S004R02.edf,0,0.4,4.0,0,0.6,0
2,ds005284,eegmmidb,S004,data/eegmmidb/S004/S004R03.edf,0,0.375,2.0,4,0.29166666666666663,13
2,ds005284,eegmmidb,S004,data/eegmmidb/S004/S004R03.edf,1,0.3333333333333333,2.0,7,0.29166666666666663,13
2,ds005284,eegmmidb,S004,data/eegmmidb/S004/S004R04.edf,0,0.10416666666666667,2.0,1,0.5416666666666667,13
2,ds005284,eegmmidb,S004,data/eegmmidb/S004/S004R04.edf,1,0.3541666666666667,2.0,1,0.5416666666666667,13
2,ds005284,eegmmidb,S004,data/eegmmidb/S004/S004R07.edf,0,0.4583333333333333,4.0,6,0.27083333333333337,13
2,ds005284,eegmmidb,S004,data/eegmmidb/S004/S004R07.edf,1,0.2708333333333333,2.0,3,0.27083333333333337,13
2,ds005284,eegmmidb,S004,data/eegmmidb/S004/S004R08.edf,0,0.16666666666666666,2.0,1,0.5,13
