dataset,subject,epoch,rating,laser_power,tsne_1,tsne_2,state,knn_predicted_state
ds005280,sub-199,24,4.0,3.0,-16.49541,4.879835,2,2
ds005280,sub-199,25,7.0,3.5,57.600063,15.324005,4,4
ds005280,sub-199,26,6.0,3.0,-42.92435,-49.715363,1,1
ds005280,sub-199,27,7.0,3.5,67.38389,22.204353,4,4
ds005280,sub-199,28,5.0,3.5,22.104473,42.448906,2,2
ds005280,sub-199,29,4.0,3.5,57.784176,17.495684,4,4
ds005280,sub-200,0,3.0,3.0,-21.266083,-16.819042,1,1
ds005280,sub-200,1,7.0,3.5,8.295092,2.3909917,3,3
ds005280,sub-200,2,7.0,3.5,37.603657,10.873081,4,4
ds005280,sub-200,3,5.0,3.5,18.312208,17.004562,2,2
ds005280,sub-200,4,8.0,3.5,33.986534,12.5155325,4,4
ds005280,sub-200,5,3.0,3.0,-37.238495,-3.8612423,0,0
ds005280,sub-200,6,4.0,3.0,11.658114,-36.59685,3,3
ds005280,sub-200,7,4.0,3.0,-25.869013,-19.385792,1,1
ds005280,sub-200,8,4.0,3.0,22.544811,21.609854,2,2
ds005280,sub-200,9,5.0,3.5,9.0696335,3.312897,3,3
ds005280,sub-200,10,3.0,3.0,-25.589796,-7.1447964,1,1
ds005280,sub-200,11,9.0,3.5,-38.672703,30.264256,0,0
ds005280,sub-200,12,4.0,3.0,-33.51819,36.815407,0,2
ds005280,sub-200,13,6.0,3.5,11.268265,3.570882,3,3
ds005280,sub-200,14,2.0,3.0,-39.519203,-3.3517656,0,0
ds005280,sub-200,15,3.0,3.0,15.93209,28.73422,2,2
ds005280,sub-200,16,4.0,3.5,4.194128,43.447205,2,2
ds005280,sub-200,17,6.0,3.5,30.49045,11.262254,4,4
ds005280,sub-200,18,3.0,3.0,-3.5775487,-14.373697,3,3
ds005280,sub-200,19,7.0,3.5,32.15067,38.364273,2,2
ds005280,sub-200,20,3.0,3.5,-2.8421757,25.160202,2,2
ds005280,sub-200,21,2.0,3.0,-77.79373,4.1901207,0,0
ds005280,sub-200,22,8.0,3.0,0.6183684,-33.52168,3,3
ds005280,sub-200,23,1.0,3.0,-16.04053,4.03502,2,2
ds005280,sub-200,24,7.0,3.0,30.86608,-9.347276,3,3
ds005280,sub-200,25,4.0,3.5,15.052582,12.9319,2,2
ds005280,sub-200,26,3.0,3.0,-3.2013588,-1.9739369,3,3
ds005280,sub-200,27,4.0,3.5,-33.37729,-11.131782,1,1
ds005280,sub-200,28,6.0,3.5,41.25508,8.313128,4,4
ds005280,sub-201,0,3.0,3.0,-17.657064,53.576805,2,2
ds005280,sub-201,1,4.0,3.5,12.039933,22.42189,2,2
ds005280,sub-201,2,4.0,3.5,30.963,31.662127,2,2
ds005280,sub-201,3,4.0,3.5,-2.7068472,56.937283,2,2
ds005280,sub-201,4,5.0,3.5,46.920204,10.277902,4,4
ds005280,sub-201,5,3.0,3.0,-19.382671,58.80237,2,2
ds005280,sub-201,6,2.0,3.0,-22.701632,-22.184616,1,1
ds005280,sub-201,7,3.0,3.0,-34.370827,29.498026,0,0
ds005280,sub-201,8,3.0,3.0,-69.19425,24.266024,0,0
ds005280,sub-201,9,4.0,3.5,48.50746,17.186832,4,4
ds005280,sub-201,10,3.0,3.0,47.086384,13.1513405,4,4
ds005280,sub-201,11,5.0,3.5,46.300526,17.996323,4,4
ds005280,sub-201,12,3.0,3.0,15.040169,20.741638,2,2
ds005280,sub-201,13,4.0,3.5,13.882413,12.950853,2,2
ds005280,sub-201,14,5.0,3.0,21.008648,27.340258,2,2
ds005280,sub-201,15,4.0,3.0,7.6071725,16.321932,2,2
ds005280,sub-201,16,5.0,3.5,21.48622,27.600384,2,2
ds005280,sub-201,17,4.0,3.5,22.476643,19.588428,2,2
ds005280,sub-201,18,4.0,3.0,-51.36093,-19.81189,1,1
ds005280,sub-201,19,5.0,3.5,51.43473,21.812086,4,4
ds005280,sub-201,20,3.0,3.5,-42.48964,30.011238,0,0
ds005280,sub-201,21,3.0,3.0,-1.2630656,36.7964,2,2
ds005280,sub-201,22,4.0,3.0,48.02593,37.016865,4,4
ds005280,sub-201,23,3.0,3.0,-32.982006,29.40499,0,0
ds005280,sub-201,24,4.0,3.0,1.2934909,-18.457481,3,3
ds005280,sub-201,25,3.0,3.5,-42.943768,19.94255,0,0
ds005280,sub-201,26,0.0,3.0,-75.29387,18.21299,0,0
ds005280,sub-201,27,5.0,3.5,11.262952,53.42098,2,2
ds005280,sub-201,28,4.0,3.5,41.043373,-5.670152,4,3
ds005280,sub-201,29,5.0,3.5,-14.355524,54.46636,2,2
ds005280,sub-202,0,8.0,3.5,-45.034325,-38.116573,1,1
ds005280,sub-202,1,9.0,4.0,-15.594985,68.9557,2,2
ds005280,sub-202,2,10.0,4.0,-65.898125,28.504076,0,0
ds005280,sub-202,3,9.0,4.0,-65.41009,1.8949468,0,0
ds005280,sub-202,4,10.0,4.0,-42.612473,16.412477,0,0
ds005280,sub-202,5,8.0,3.5,-66.56991,1.7977006,0,0
ds005280,sub-202,6,10.0,3.5,-17.066973,37.163383,2,2
ds005280,sub-202,7,10.0,3.5,-43.029655,-8.018439,0,0
ds005280,sub-202,8,10.0,3.5,-61.09721,8.133899,0,0
ds005280,sub-202,9,10.0,4.0,-14.918372,63.558487,2,2
ds005280,sub-202,10,10.0,3.5,-17.30321,64.45123,2,2
ds005280,sub-202,11,10.0,4.0,-77.289505,8.03698,0,0
ds005280,sub-202,12,10.0,3.5,-79.70371,-3.809209,0,0
ds005280,sub-202,13,7.0,4.0,-66.80692,4.0461087,0,0
ds005280,sub-202,14,8.0,3.5,-23.938587,-8.581612,1,1
ds005280,sub-202,15,9.0,3.5,-15.895141,61.525253,2,2
ds005280,sub-202,16,10.0,4.0,-8.370604,-11.517418,1,1
ds005280,sub-202,17,10.0,4.0,-40.58464,38.224293,0,0
ds005280,sub-202,18,8.0,3.5,-73.5473,24.41287,0,0
ds005280,sub-202,19,10.0,4.0,-48.651905,38.39418,0,0
ds005280,sub-202,20,10.0,4.0,-77.62297,-0.9629013,0,0
ds005280,sub-202,21,6.0,3.5,-47.499428,48.944588,0,0
ds005280,sub-202,22,7.0,3.5,-62.35329,-8.680783,0,0
ds005280,sub-202,23,10.0,3.5,-53.31775,-13.0670805,0,0
ds005280,sub-202,24,10.0,3.5,-73.80007,21.287165,0,0
ds005280,sub-202,25,10.0,4.0,-78.83217,-1.1932391,0,0
ds005280,sub-202,26,10.0,3.5,-17.548285,64.927956,2,2
ds005280,sub-202,27,10.0,4.0,-68.95491,3.755377,0,0
ds005280,sub-202,28,10.0,4.0,-73.17523,21.9451,0,0
ds005280,sub-202,29,9.0,4.0,-76.810425,-1.8196088,0,0
ds005280,sub-203,0,3.0,3.5,-54.82914,-9.650454,0,0
ds005280,sub-203,1,6.0,4.0,74.038376,13.790942,4,4
ds005280,sub-203,2,4.0,4.0,8.352276,-39.866493,3,3
ds005280,sub-203,3,3.0,4.0,-53.438656,27.452618,0,0
ds005280,sub-203,4,4.0,4.0,-74.277954,3.175132,0,0
ds005280,sub-203,5,4.0,3.5,-51.3912,-7.8689566,0,0
ds005280,sub-203,6,3.0,3.5,-51.09522,-8.755586,0,0
ds005280,sub-203,7,4.0,3.5,-61.14123,25.88245,0,0
ds005280,sub-203,8,3.0,3.5,-23.346506,56.48071,2,2
ds005280,sub-203,9,4.0,4.0,-71.67974,24.90753,0,0
ds005280,sub-203,10,3.0,3.5,-33.90237,2.2603807,0,0
ds005280,sub-203,11,7.0,4.0,52.936283,19.190918,4,4
ds005280,sub-203,12,2.0,3.5,-45.545315,24.179384,0,0
ds005280,sub-203,13,4.0,4.0,-11.418224,38.501614,2,2
ds005280,sub-203,14,4.0,3.5,-57.937614,10.843129,0,0
ds005280,sub-203,15,2.0,3.5,-41.925167,-21.180681,1,1
ds005280,sub-203,16,4.0,4.0,-48.048016,5.1091747,0,0
ds005280,sub-203,17,4.0,4.0,-38.002537,-12.982572,1,1
ds005280,sub-203,18,3.0,3.5,-65.119484,-16.991179,0,0
ds005280,sub-203,19,8.0,4.0,77.48815,12.321117,4,4
ds005280,sub-203,20,4.0,4.0,-24.181984,22.05239,2,2
ds005280,sub-203,21,2.0,3.5,6.4161983,-37.547398,3,3
ds005280,sub-203,22,3.0,3.5,-24.917429,21.285187,2,2
ds005280,sub-203,23,4.0,3.5,-54.772762,-8.806167,0,0
ds005280,sub-203,24,5.0,3.5,-46.04544,-20.955395,1,1
ds005280,sub-203,25,2.0,4.0,-49.31055,23.499872,0,0
ds005280,sub-203,26,4.0,3.5,7.619035,26.795485,2,2
ds005280,sub-203,27,3.0,4.0,-66.433655,7.3512816,0,0
ds005280,sub-203,28,3.0,4.0,-47.434742,-6.0758395,0,0
ds005280,sub-203,29,4.0,4.0,-12.575464,-38.437862,1,1
ds005280,sub-204,0,6.0,3.5,-6.3661265,57.651646,2,2
ds005280,sub-204,1,9.0,4.0,57.5232,21.728226,4,4
ds005280,sub-204,2,8.0,4.0,12.1038065,22.433603,2,2
ds005280,sub-204,3,9.0,4.0,37.129498,16.655403,4,4
ds005280,sub-204,4,8.0,4.0,16.385103,-0.41147104,3,3
ds005280,sub-204,5,7.0,3.5,38.383778,-22.619324,3,3
ds005280,sub-204,6,6.0,3.5,29.477922,-7.772847,3,3
ds005280,sub-204,7,7.0,3.5,-39.444614,26.445902,0,0
ds005280,sub-204,8,5.0,3.5,-46.089077,-29.459633,1,1
ds005280,sub-204,9,7.0,4.0,16.978163,1.289889,3,3
ds005280,sub-204,10,7.0,3.5,26.799341,-24.677994,3,3
ds005280,sub-204,11,9.0,4.0,14.23813,4.428375,3,3
ds005280,sub-204,12,4.0,3.5,-23.710104,48.77706,2,2
ds005280,sub-204,13,10.0,4.0,21.254868,40.652836,2,2
ds005280,sub-204,14,5.0,3.5,29.344055,-38.502502,3,3
ds005280,sub-204,15,4.0,3.5,8.082113,-44.543705,3,3
ds005280,sub-204,16,8.0,4.0,59.025894,22.690899,4,4
ds005280,sub-204,17,8.0,4.0,15.6325035,54.741173,2,2
ds005280,sub-204,18,5.0,3.5,21.941498,30.069645,2,2
ds005280,sub-204,19,6.0,4.0,-2.9952607,51.264862,2,2
ds005280,sub-204,20,7.0,4.0,21.76163,-52.89247,3,3
ds005280,sub-204,21,6.0,3.5,19.125837,19.780468,2,2
ds005280,sub-204,22,5.0,3.5,0.86190116,-50.418266,3,3
ds005280,sub-204,23,6.0,3.5,-39.55604,22.966002,0,0
ds005280,sub-204,24,3.0,3.5,-12.508227,64.126495,2,2
ds005280,sub-204,25,4.0,4.0,12.297315,29.880249,2,2
ds005280,sub-204,26,7.0,3.5,62.575134,11.523335,4,4
ds005280,sub-204,27,8.0,4.0,52.20627,29.859653,4,4
ds005280,sub-204,28,8.0,4.0,53.251072,29.67267,4,4
ds005280,sub-204,29,5.0,4.0,21.26183,-54.7905,3,3
ds005280,sub-205,0,3.0,3.0,7.772031,16.607534,2,2
ds005280,sub-205,1,5.0,3.5,36.352154,47.99518,2,2
ds005280,sub-205,2,7.0,3.5,34.38336,52.589725,2,2
ds005280,sub-205,3,8.0,3.5,50.986664,17.642199,4,4
ds005280,sub-205,4,6.0,3.5,35.929688,49.16663,2,2
ds005280,sub-205,5,8.0,3.0,35.878613,50.51031,2,2
ds005280,sub-205,6,4.0,3.0,-2.3240628,32.639393,2,2
ds005280,sub-205,7,8.0,3.0,37.75266,54.35974,2,2
ds005280,sub-205,8,4.0,3.0,-1.2653232,28.120302,2,2
ds005280,sub-205,9,9.0,3.5,32.44306,43.10261,2,2
ds005280,sub-205,10,3.0,3.0,32.398438,49.74803,2,2
ds005280,sub-205,11,7.0,3.5,29.537642,43.278008,2,2
ds005280,sub-205,12,2.0,3.0,37.858536,54.450493,2,2
ds005280,sub-205,13,8.0,3.5,36.891037,54.970543,2,2
ds005280,sub-205,14,5.0,3.0,-7.9474015,22.655062,2,2
ds005280,sub-205,15,4.0,3.0,5.784293,22.133224,2,2
ds005280,sub-205,16,8.0,3.5,37.547314,54.75097,2,2
ds005280,sub-205,17,7.0,3.5,27.29193,52.934097,2,2
ds005280,sub-205,18,3.0,3.0,34.338108,51.752045,2,2
ds005280,sub-205,19,5.0,3.5,37.775925,54.298504,2,2
ds005280,sub-205,20,7.0,3.5,34.39656,48.96675,2,2
ds005280,sub-205,21,5.0,3.0,38.18272,51.996056,2,2
ds005280,sub-205,22,8.0,3.0,35.45525,46.944897,2,2
ds005280,sub-205,23,9.0,3.0,37.117428,53.812454,2,2
ds005280,sub-205,24,6.0,3.0,37.524864,54.11083,2,2
ds005280,sub-205,25,8.0,3.5,35.324306,52.027657,2,2
ds005280,sub-205,26,9.0,3.0,38.25093,54.764423,2,2
ds005280,sub-205,27,4.0,3.5,35.215317,52.48121,2,2
ds005280,sub-205,28,8.0,3.5,24.780592,29.806087,2,2
ds005280,sub-205,29,7.0,3.5,37.490562,53.09202,2,2
ds005280,sub-206,0,4.0,3.5,22.381908,-51.62623,3,3
ds005280,sub-206,1,7.0,4.0,79.93959,12.604144,4,4
ds005280,sub-206,2,8.0,4.0,73.8788,23.573734,4,4
ds005280,sub-206,3,5.0,4.0,67.31999,3.6698499,4,4
ds005280,sub-206,4,4.0,4.0,46.66114,6.220645,4,4
ds005280,sub-206,5,4.0,3.5,13.501627,40.818558,2,2
ds005280,sub-206,6,4.0,3.5,50.339516,38.419277,4,4
ds005280,sub-206,7,5.0,3.5,28.194878,22.439693,2,2
ds005280,sub-206,8,4.0,3.5,49.70388,0.07445478,4,4
ds005280,sub-206,9,5.0,4.0,52.276703,3.2540047,4,4
ds005280,sub-206,10,3.0,3.5,52.508144,27.491726,4,4
ds005280,sub-206,11,5.0,4.0,54.029167,-0.9006028,4,4
ds005280,sub-206,12,3.0,3.5,52.16091,47.14046,4,4
ds005280,sub-206,13,5.0,4.0,78.52781,-0.10615101,4,4
ds005280,sub-206,14,4.0,3.5,63.9264,23.605337,4,4
ds005280,sub-206,15,4.0,3.5,12.265337,3.2993743,3,3
ds005280,sub-206,16,5.0,4.0,66.743385,10.699118,4,4
ds005280,sub-206,17,5.0,4.0,40.64385,-5.161774,4,3
ds005280,sub-206,18,3.0,3.5,40.166603,9.73738,4,4
ds005280,sub-206,19,6.0,4.0,28.786774,-2.3207414,3,3
ds005280,sub-206,20,4.0,4.0,64.62455,15.021965,4,4
ds005280,sub-206,21,3.0,3.5,34.063053,35.060276,2,2
ds005280,sub-206,22,6.0,3.5,62.0393,0.17307974,4,4
ds005280,sub-206,23,4.0,3.5,-47.58447,-5.9482684,0,0
ds005280,sub-206,24,3.0,3.5,2.5256453,-45.764652,3,3
ds005280,sub-206,25,4.0,4.0,23.798685,30.727322,2,2
ds005280,sub-206,26,3.0,3.5,45.749367,15.539931,4,4
ds005280,sub-206,27,4.0,4.0,55.429703,13.788059,4,4
ds005280,sub-206,28,4.0,4.0,69.406136,6.908285,4,4
ds005280,sub-206,29,5.0,4.0,55.257088,40.34914,4,4
ds005280,sub-207,0,4.0,3.0,-1.9760292,-34.974068,3,3
ds005280,sub-207,1,6.0,3.5,37.77417,32.889755,4,4
ds005280,sub-207,2,7.0,3.5,37.548946,14.682927,4,4
ds005280,sub-207,3,7.0,3.5,29.645824,3.0807202,3,3
ds005280,sub-207,4,7.0,3.5,31.124516,31.608854,2,2
ds005280,sub-207,5,2.0,3.0,-8.003405,18.033194,2,2
ds005280,sub-207,6,5.0,3.0,33.0542,46.271214,2,2
ds005280,sub-207,7,4.0,3.0,19.639141,-23.793404,3,3
ds005280,sub-207,8,4.0,3.0,-7.8283114,18.824211,2,2
ds005280,sub-207,9,7.0,3.5,24.914366,32.96106,2,2
ds005280,sub-207,10,4.0,3.0,-8.604897,40.231953,2,2
ds005280,sub-207,11,7.0,3.5,-10.306246,-23.718904,1,1
ds005280,sub-207,12,3.0,3.0,-17.746937,29.47191,2,2
ds005280,sub-207,13,8.0,3.5,7.728319,-6.206766,3,3
ds005280,sub-207,14,4.0,3.0,-46.470154,30.10746,0,0
ds005280,sub-207,15,6.0,3.0,37.706593,40.896072,4,4
ds005280,sub-207,16,7.0,3.5,3.3271468,27.082111,2,2
ds005280,sub-207,17,7.0,3.5,43.668644,-22.058842,3,3
ds005280,sub-207,18,3.0,3.0,-4.955296,-35.50052,1,1
ds005280,sub-207,19,7.0,3.5,-6.179592,-21.697657,1,1
ds005280,sub-207,20,6.0,3.5,28.713942,42.041504,2,2
ds005280,sub-207,21,4.0,3.0,31.18141,34.869015,2,2
ds005280,sub-207,22,3.0,3.0,-64.61423,-5.0583434,0,0
ds005280,sub-207,23,6.0,3.0,30.802773,23.141,4,4
ds005280,sub-207,24,4.0,3.0,-20.252426,-30.746284,1,1
ds005280,sub-207,25,7.0,3.5,35.197994,15.397736,4,4
ds005280,sub-207,26,2.0,3.0,-9.76611,20.298904,2,2
ds005280,sub-207,27,8.0,3.5,37.554688,32.790783,4,4
ds005280,sub-207,28,7.0,3.5,9.130092,-26.776045,3,3
ds005280,sub-207,29,4.0,3.5,57.21639,-13.504698,4,4
ds005280,sub-208,0,7.0,3.0,-44.42993,-2.9466279,0,0
ds005280,sub-208,1,8.0,3.5,25.986502,18.87254,2,2
ds005280,sub-208,2,9.0,3.5,-24.131367,-48.90601,1,1
ds005280,sub-208,3,10.0,3.5,-17.728018,22.083876,2,2
ds005280,sub-208,4,8.0,3.5,1.1467793,-4.7050786,3,3
ds005280,sub-208,5,6.0,3.0,-34.15813,7.5054708,0,0
ds005280,sub-208,6,4.0,3.0,-24.958975,-26.334969,1,1
ds005280,sub-208,7,4.0,3.0,-11.466923,-56.552967,1,1
ds005280,sub-208,8,4.0,3.0,-51.040733,26.932175,0,0
ds005280,sub-208,9,5.0,3.5,-32.507774,20.666744,0,0
ds005280,sub-208,10,4.0,3.0,-78.2863,-7.095791,0,0
ds005280,sub-208,11,10.0,3.5,-7.211961,-4.7371073,3,3
ds005280,sub-208,12,4.0,3.0,-62.52455,-34.149178,1,1
ds005280,sub-208,13,4.0,3.0,-65.193634,18.815119,0,0
ds005280,sub-208,14,4.0,3.5,-14.1612015,-32.491222,1,1
ds005280,sub-208,15,10.0,3.5,-31.796518,-5.7637296,0,1
ds005280,sub-208,16,10.0,3.5,11.719102,7.0985136,2,2
ds005280,sub-208,17,6.0,3.5,-34.034473,8.641709,0,0
ds005280,sub-208,18,5.0,3.0,-64.56021,-43.006184,1,1
ds005280,sub-208,19,10.0,3.0,31.191418,2.8753679,3,3
ds005280,sub-208,20,10.0,3.0,11.602079,-35.743298,3,3
ds005280,sub-208,21,4.0,3.0,-21.945627,-54.057446,1,1
ds005280,sub-208,22,7.0,3.5,-24.568588,10.458193,0,0
ds005280,sub-208,23,5.0,3.0,-16.399725,6.765216,2,2
ds005280,sub-208,24,10.0,3.5,3.1774087,-31.281902,3,3
ds005280,sub-208,25,9.0,3.5,-51.79516,-22.870388,1,1
ds005280,sub-208,26,8.0,3.5,25.190573,-25.544064,3,3
ds005280,sub-209,0,6.0,3.0,27.225739,3.731921,3,3
ds005280,sub-209,1,7.0,3.5,58.80826,-4.5030904,4,4
ds005280,sub-209,2,8.0,3.5,43.2496,-7.906138,4,4
ds005280,sub-209,3,8.0,3.5,46.413204,-11.281333,4,4
ds005280,sub-209,4,8.0,3.5,65.30236,1.8982737,4,4
ds005280,sub-209,5,9.0,3.0,39.376984,-8.581888,3,3
ds005280,sub-209,6,7.0,3.0,43.199596,-8.06246,4,4
ds005280,sub-209,7,8.0,3.0,60.88927,-7.1952004,4,4
ds005280,sub-209,8,7.0,3.0,22.0936,6.125929,3,3
ds005280,sub-209,9,9.0,3.5,46.51695,-11.211746,4,4
ds005280,sub-209,10,7.0,3.0,11.229248,-6.531203,3,3
ds005280,sub-209,11,8.0,3.5,10.544109,-1.9277577,3,3
ds005280,sub-209,12,7.0,3.0,19.829031,-17.97016,3,3
ds005280,sub-209,13,9.0,3.5,64.408844,2.2664971,4,4
ds005280,sub-209,14,7.0,3.0,31.158226,-1.8675972,3,3
ds005280,sub-209,15,8.0,3.0,41.39531,-22.396034,3,3
ds005280,sub-209,16,8.0,3.5,35.84959,-20.83001,3,3
ds005280,sub-209,17,9.0,3.5,7.259852,-24.381989,3,3
ds005280,sub-209,18,6.0,3.0,29.289274,28.844217,2,2
ds005280,sub-209,19,8.0,3.5,15.360474,1.9480494,3,3
ds005280,sub-209,20,8.0,3.5,8.58276,-21.986115,3,3
ds005280,sub-209,21,6.0,3.0,39.65929,12.087304,4,4
ds005280,sub-209,22,9.0,3.0,41.816414,-8.32021,3,3
ds005280,sub-209,23,6.0,3.0,34.640217,12.770119,4,4
ds005280,sub-209,24,7.0,3.0,48.707428,9.3882,4,4
ds005280,sub-209,25,8.0,3.5,39.08399,5.58661,4,4
ds005280,sub-209,26,8.0,3.0,58.845448,-14.070514,4,4
ds005280,sub-209,27,8.0,3.5,32.047604,10.402946,4,4
ds005280,sub-209,28,8.0,3.5,39.076107,12.684538,4,4
ds005280,sub-209,29,8.0,3.5,35.677326,9.401846,4,4
ds005280,sub-210,0,5.0,3.5,53.912537,29.514818,4,4
ds005280,sub-210,1,6.0,4.0,53.294434,14.861844,4,4
ds005280,sub-210,2,6.0,4.0,88.869316,-0.81122464,4,4
ds005280,sub-210,3,5.0,4.0,51.207294,31.14526,4,4
ds005280,sub-210,4,4.0,4.0,80.87081,-1.0413094,4,4
ds005280,sub-210,5,3.0,3.5,8.104664,-31.69714,3,3
ds005280,sub-210,6,4.0,3.5,6.9206085,-5.6145763,3,3
ds005280,sub-210,7,4.0,3.5,-20.250689,33.57976,2,2
ds005280,sub-210,8,3.0,3.5,-31.691406,-35.047688,1,1
ds005280,sub-210,9,6.0,4.0,30.930746,20.041552,4,4
ds005280,sub-210,10,5.0,3.5,56.974663,0.82104015,4,4
ds005280,sub-210,11,7.0,4.0,52.905052,0.06625706,4,4
ds005280,sub-210,12,4.0,3.5,-47.098488,-28.871351,1,1
ds005280,sub-210,13,6.0,4.0,50.133583,0.7162647,4,4
ds005280,sub-210,14,4.0,3.5,21.866833,-15.101631,3,3
ds005280,sub-210,15,3.0,3.5,-54.73674,-33.76201,1,1
ds005280,sub-210,16,5.0,4.0,80.72329,-0.98861015,4,4
ds005280,sub-210,17,5.0,4.0,-8.732684,46.426483,2,2
ds005280,sub-210,18,3.0,3.5,1.9289074,-53.87316,3,3
ds005280,sub-210,19,5.0,4.0,32.026524,18.522123,4,4
ds005280,sub-210,20,4.0,4.0,29.280125,-48.251816,3,3
ds005280,sub-210,21,4.0,3.5,18.852549,8.608715,2,2
ds005280,sub-210,22,4.0,3.5,29.988441,7.3633904,4,4
ds005280,sub-210,23,3.0,3.5,-17.657478,49.547035,2,2
ds005280,sub-210,24,3.0,3.5,-2.7177513,-18.489082,3,3
ds005280,sub-210,25,4.0,4.0,4.0324683,44.37951,2,2
ds005280,sub-210,26,3.0,3.5,-26.980137,2.5660167,0,0
ds005280,sub-210,27,5.0,4.0,17.126537,43.361973,2,2
ds005280,sub-210,28,4.0,4.0,26.21638,-40.060932,3,3
ds005280,sub-210,29,3.0,4.0,-44.730274,5.507551,0,0
ds005280,sub-211,0,10.0,4.0,54.119076,37.708652,4,4
ds005280,sub-211,1,10.0,4.0,35.18839,4.9638934,4,4
ds005280,sub-211,2,9.0,4.0,64.7319,-19.23543,4,4
ds005280,sub-211,3,10.0,4.0,52.692383,-23.479218,3,3
ds005280,sub-211,4,8.0,3.5,31.692837,-35.15905,3,3
ds005280,sub-211,5,7.0,3.5,31.687866,-38.665894,3,3
ds005280,sub-211,6,8.0,3.5,-36.007744,-18.184822,1,1
ds005280,sub-211,7,10.0,4.0,65.516335,-19.097717,4,4
ds005280,sub-211,8,9.0,3.5,32.844906,-37.292107,3,3
ds005280,sub-211,9,10.0,4.0,61.131657,2.9946055,4,4
ds005280,sub-211,10,8.0,3.5,19.725744,-34.488544,3,3
ds005280,sub-211,11,10.0,4.0,8.761243,50.892628,2,2
ds005280,sub-211,12,8.0,3.5,-39.370026,-53.862335,1,1
ds005280,sub-211,13,7.0,3.5,2.1581857,-35.556316,3,3
ds005280,sub-211,14,10.0,4.0,49.32026,-33.79263,3,3
ds005280,sub-211,15,7.0,3.5,-1.8881075,-35.07429,3,3
ds005280,sub-211,16,10.0,4.0,49.890133,-33.67942,3,3
ds005280,sub-211,17,10.0,4.0,52.346916,10.687267,4,4
ds005280,sub-211,18,9.0,3.5,-36.46796,6.2939134,0,0
ds005280,sub-211,19,5.0,3.5,-38.03575,-7.5054502,0,0
ds005280,sub-211,20,7.0,3.5,-54.25058,-32.85721,1,1
ds005280,sub-211,21,7.0,3.5,-31.712347,-31.445152,1,1
ds005280,sub-211,22,10.0,4.0,50.605167,38.574574,4,4
ds005280,sub-211,23,8.0,3.5,-0.84770083,-33.318264,3,3
ds005280,sub-211,24,10.0,4.0,55.94513,16.652496,4,4
ds005280,sub-211,25,9.0,4.0,49.009037,-33.636868,3,3
ds005280,sub-212,0,6.0,3.0,63.286346,11.608765,4,4
ds005280,sub-212,1,7.0,3.5,80.0309,-0.5514195,4,4
ds005280,sub-212,2,8.0,3.5,67.93684,27.985155,4,4
ds005280,sub-212,3,6.0,3.5,80.266045,0.16219659,4,4
ds005280,sub-212,4,6.0,3.5,75.87681,25.327438,4,4
ds005280,sub-212,5,5.0,3.0,52.95555,-23.557785,3,3
ds005280,sub-212,6,6.0,3.0,65.84154,20.86893,4,4
ds005280,sub-212,7,3.0,3.0,25.391123,38.12823,2,2
ds005280,sub-212,8,4.0,3.0,60.76512,8.759759,4,4
ds005280,sub-212,9,7.0,3.5,78.65585,-3.1941156,4,4
ds005280,sub-212,10,5.0,3.0,64.577705,14.880989,4,4
ds005280,sub-212,11,6.0,3.5,73.579865,-17.34184,4,4
ds005280,sub-212,12,7.0,3.0,65.452576,26.389383,4,4
ds005280,sub-212,13,5.0,3.5,74.636055,35.08523,4,4
ds005280,sub-212,14,5.0,3.0,63.71392,16.720497,4,4
ds005280,sub-212,15,4.0,3.0,36.227146,34.96923,4,4
ds005280,sub-212,16,5.0,3.5,60.02207,27.177584,4,4
ds005280,sub-212,17,5.0,3.5,76.94285,8.465744,4,4
ds005280,sub-212,18,4.0,3.0,60.44762,27.290693,4,4
ds005280,sub-212,19,4.0,3.5,63.234947,26.167004,4,4
ds005280,sub-212,20,4.0,3.5,22.739216,8.6815,3,3
ds005280,sub-212,21,3.0,3.0,-40.803093,-19.791348,1,1
ds005280,sub-212,22,4.0,3.0,11.75753,44.971348,2,2
ds005280,sub-212,23,4.0,3.0,69.3322,32.56585,4,4
ds005280,sub-212,24,4.0,3.0,40.359085,23.998398,4,4
ds005280,sub-212,25,5.0,3.5,72.48173,26.595505,4,4
ds005280,sub-212,26,3.0,3.0,17.200933,10.268825,2,2
ds005280,sub-212,27,6.0,3.5,18.422897,7.6827087,3,3
ds005280,sub-212,28,4.0,3.5,59.209732,22.067972,4,4
ds005280,sub-212,29,5.0,3.5,76.24557,-4.2785554,4,4
ds005280,sub-213,0,6.0,3.0,52.211433,37.43481,4,4
ds005280,sub-213,1,7.0,3.5,76.31395,26.528719,4,4
ds005280,sub-213,2,7.0,3.0,71.12591,16.383957,4,4
ds005280,sub-213,3,7.0,3.0,65.52889,37.154606,4,4
ds005280,sub-213,4,9.0,3.5,71.45957,29.679276,4,4
ds005280,sub-213,5,4.0,3.0,49.942818,34.618633,4,4
ds005280,sub-213,6,5.0,3.0,58.131836,35.700706,4,4
ds005280,sub-213,7,8.0,3.5,82.81479,15.695479,4,4
ds005280,sub-213,8,5.0,3.0,57.479744,48.341522,4,4
ds005280,sub-213,9,4.0,3.0,50.60544,17.242336,4,4
ds005280,sub-213,10,6.0,3.5,52.310684,37.527336,4,4
