dataset,subject,epoch,rating,laser_power,tsne_1,tsne_2,state,knn_predicted_state
ds005280,sub-065,5,5.0,3.5,-2.405187,-54.778072,1,1
ds005280,sub-065,6,6.0,3.5,23.669016,-42.085487,3,3
ds005280,sub-065,7,6.0,3.5,13.241494,-43.421112,3,3
ds005280,sub-065,8,6.0,3.5,31.968054,-40.04166,3,3
ds005280,sub-065,9,7.0,4.0,65.36964,-3.1185727,4,4
ds005280,sub-065,10,4.0,3.5,-18.942493,11.182057,2,2
ds005280,sub-065,11,6.0,4.0,23.243708,-37.322388,3,3
ds005280,sub-065,12,4.0,3.5,-1.8015586,-35.270725,3,3
ds005280,sub-065,13,4.0,4.0,32.076508,-21.848976,3,3
ds005280,sub-065,14,4.0,3.5,19.042274,-50.115196,3,3
ds005280,sub-065,15,3.0,3.5,-18.459383,-13.174717,1,1
ds005280,sub-065,16,6.0,4.0,67.1078,-18.979614,4,4
ds005280,sub-065,17,4.0,4.0,37.74952,-9.136269,3,3
ds005280,sub-065,18,5.0,3.5,68.03825,-19.899733,4,4
ds005280,sub-065,19,6.0,4.0,64.34379,-19.06489,4,4
ds005280,sub-065,20,3.0,3.5,21.156694,-48.497993,3,3
ds005280,sub-065,21,4.0,3.5,21.269745,-15.954952,3,3
ds005280,sub-065,22,2.0,3.5,19.43276,-35.515354,3,3
ds005280,sub-065,23,5.0,4.0,67.46841,0.47283712,4,4
ds005280,sub-065,24,4.0,3.5,-11.5928335,-41.99899,1,1
ds005280,sub-065,25,4.0,4.0,38.60252,-26.45568,3,3
ds005280,sub-065,26,3.0,4.0,8.160524,-51.945744,3,3
ds005280,sub-065,27,5.0,4.0,66.035286,-17.222181,4,4
ds005280,sub-066,0,4.0,3.0,88.57905,12.37284,4,4
ds005280,sub-066,1,5.0,3.5,87.650185,11.168865,4,4
ds005280,sub-066,2,6.0,3.5,88.50887,10.69639,4,4
ds005280,sub-066,3,4.0,3.5,88.11078,12.187902,4,4
ds005280,sub-066,4,6.0,3.5,86.96426,11.797767,4,4
ds005280,sub-066,5,5.0,3.0,89.10033,11.620965,4,4
ds005280,sub-066,6,6.0,3.0,88.80684,12.738212,4,4
ds005280,sub-066,7,7.0,3.0,88.07043,11.520856,4,4
ds005280,sub-066,8,7.0,3.0,89.75085,11.81263,4,4
ds005280,sub-066,9,7.0,3.5,89.18985,11.713882,4,4
ds005280,sub-066,10,3.0,3.0,61.81569,16.29795,4,4
ds005280,sub-066,11,6.0,3.5,88.749466,12.038915,4,4
ds005280,sub-066,12,5.0,3.0,69.69054,14.295082,4,4
ds005280,sub-066,13,4.0,3.5,86.7112,9.274711,4,4
ds005280,sub-066,14,2.0,3.0,5.3151875,52.87998,2,2
ds005280,sub-066,15,4.0,3.0,69.370964,12.932157,4,4
ds005280,sub-066,16,5.0,3.5,86.04613,3.1771767,4,4
ds005280,sub-066,17,5.0,3.5,87.48875,11.172235,4,4
ds005280,sub-066,18,3.0,3.0,-2.6341512,23.989029,2,2
ds005280,sub-066,19,5.0,3.5,87.464516,11.485695,4,4
ds005280,sub-066,20,6.0,3.5,89.469604,11.358917,4,4
ds005280,sub-066,21,4.0,3.0,83.66279,10.263089,4,4
ds005280,sub-066,22,4.0,3.0,76.68865,18.837803,4,4
ds005280,sub-066,23,5.0,3.0,63.607674,12.7617235,4,4
ds005280,sub-066,24,4.0,3.0,29.453005,19.447132,4,4
ds005280,sub-066,25,5.0,3.5,79.60799,18.58144,4,4
ds005280,sub-066,26,4.0,3.0,75.574135,3.1074014,4,4
ds005280,sub-066,27,5.0,3.5,84.155205,9.42156,4,4
ds005280,sub-066,28,6.0,3.5,89.074005,11.573718,4,4
ds005280,sub-066,29,5.0,3.5,87.22146,12.511465,4,4
ds005280,sub-067,0,8.0,4.0,76.439865,-11.218949,4,4
ds005280,sub-067,1,8.0,4.0,17.366905,10.5510435,2,2
ds005280,sub-067,2,5.0,3.5,-29.248299,8.766723,0,0
ds005280,sub-067,3,5.0,3.5,27.24961,36.733658,2,2
ds005280,sub-067,4,4.0,3.5,12.0681095,-12.563476,3,3
ds005280,sub-067,5,8.0,4.0,32.804184,7.723152,4,4
ds005280,sub-067,6,7.0,3.5,41.65476,2.9834616,4,4
ds005280,sub-067,7,9.0,4.0,70.97214,9.49364,4,4
ds005280,sub-067,8,4.0,3.5,-2.8091424,32.355988,2,2
ds005280,sub-067,9,8.0,4.0,58.9445,-19.057503,4,4
ds005280,sub-067,10,4.0,3.5,-3.589941,31.633207,2,2
ds005280,sub-067,11,4.0,3.5,-3.9430797,-25.016417,3,3
ds005280,sub-067,12,7.0,4.0,49.550854,14.015639,4,4
ds005280,sub-067,13,8.0,4.0,70.855064,-0.03978742,4,4
ds005280,sub-067,14,3.0,3.5,-36.57806,-42.43328,1,1
ds005280,sub-067,15,9.0,4.0,41.667038,-2.0986528,4,4
ds005280,sub-067,16,8.0,4.0,33.539135,41.375977,2,2
ds005280,sub-067,17,4.0,3.5,-3.532621,29.273546,2,2
ds005280,sub-067,18,3.0,3.5,-15.546611,-2.0855172,1,1
ds005280,sub-067,19,4.0,3.5,33.28979,50.879356,2,2
ds005280,sub-067,20,2.0,3.5,-19.312057,20.133059,2,2
ds005280,sub-067,21,6.0,4.0,19.965326,-33.05834,3,3
ds005280,sub-067,22,3.0,3.5,-23.55822,-35.527462,1,1
ds005280,sub-067,23,8.0,4.0,70.350174,19.305056,4,4
ds005280,sub-067,24,8.0,4.0,39.817944,-26.0935,3,3
ds005280,sub-067,25,4.0,4.0,12.092758,-3.264978,3,3
ds005280,sub-068,0,3.0,3.5,25.23631,-26.085766,3,3
ds005280,sub-068,1,4.0,4.0,45.041622,-23.081192,3,3
ds005280,sub-068,2,5.0,4.0,30.018637,-30.171473,3,3
ds005280,sub-068,3,4.0,4.0,43.011803,-21.010244,3,3
ds005280,sub-068,4,5.0,4.0,40.24099,-28.179274,3,3
ds005280,sub-068,5,6.0,3.5,45.567947,-19.203121,3,3
ds005280,sub-068,6,3.0,3.5,23.458542,-13.482807,3,3
ds005280,sub-068,7,2.0,3.5,32.58849,1.9097078,3,3
ds005280,sub-068,8,1.0,3.5,-27.603424,-26.163837,1,1
ds005280,sub-068,9,7.0,4.0,7.589556,54.44562,2,2
ds005280,sub-068,10,2.0,3.5,30.372652,-27.990818,3,3
ds005280,sub-068,11,4.0,4.0,47.272858,-7.476821,4,4
ds005280,sub-068,12,2.0,3.5,20.681658,-10.71879,3,3
ds005280,sub-068,13,5.0,4.0,38.851505,-24.432539,3,3
ds005280,sub-068,14,3.0,3.5,33.369953,4.399549,4,4
ds005280,sub-068,15,6.0,4.0,60.519485,-29.12308,3,3
ds005280,sub-068,16,6.0,4.0,58.88247,-29.22908,3,3
ds005280,sub-068,17,3.0,4.0,43.112286,-26.39144,3,3
ds005280,sub-068,18,8.0,3.5,-30.487463,-14.722307,1,1
ds005280,sub-068,19,2.0,3.5,1.8849161,-50.725254,3,3
ds005280,sub-068,20,3.0,3.5,43.96613,-9.670556,4,4
ds005280,sub-068,21,3.0,3.5,18.35882,-1.5169522,3,3
ds005280,sub-068,22,5.0,3.5,68.14778,-10.332577,4,4
ds005280,sub-068,23,4.0,4.0,9.471178,-19.028852,3,3
ds005280,sub-068,24,0.0,4.0,0.31002823,-11.513831,3,3
ds005280,sub-069,0,4.0,3.5,-35.38692,-6.867997,0,0
ds005280,sub-069,1,7.0,4.0,35.595493,-22.036901,3,3
ds005280,sub-069,2,9.0,4.0,41.052353,-12.588741,3,3
ds005280,sub-069,3,9.0,4.0,49.635857,-7.213811,4,4
ds005280,sub-069,4,8.0,4.0,51.543144,-9.011573,4,4
ds005280,sub-069,5,7.0,3.5,40.094494,-13.005044,3,3
ds005280,sub-069,6,5.0,3.5,-11.216955,13.810621,2,2
ds005280,sub-069,7,6.0,3.5,-11.102804,13.339135,2,2
ds005280,sub-069,8,7.0,3.5,70.09044,-5.050714,4,4
ds005280,sub-069,9,8.0,4.0,37.349014,-2.1437278,3,3
ds005280,sub-069,10,6.0,3.5,17.16665,-2.3143687,3,3
ds005280,sub-069,11,8.0,4.0,21.688652,0.11649053,3,3
ds005280,sub-069,12,7.0,3.5,39.46665,-12.702718,3,3
ds005280,sub-069,13,9.0,4.0,66.11137,-9.649388,4,4
ds005280,sub-069,14,6.0,3.5,-17.70931,22.093637,2,2
ds005280,sub-069,15,7.0,3.5,-12.844307,16.071053,2,2
ds005280,sub-069,16,9.0,4.0,37.56205,-12.333842,3,3
ds005280,sub-069,17,9.0,4.0,67.96322,-8.717994,4,4
ds005280,sub-069,18,7.0,3.5,-31.787445,22.999817,0,0
ds005280,sub-069,19,9.0,4.0,60.255955,-4.700231,4,4
ds005280,sub-069,20,8.0,4.0,57.722134,-7.6060395,4,4
ds005280,sub-069,21,6.0,3.5,-32.691334,25.013212,0,0
ds005280,sub-069,22,7.0,3.5,-34.547485,25.225319,0,0
ds005280,sub-069,23,9.0,3.5,2.5837424,7.9612627,2,2
ds005280,sub-069,24,7.0,3.5,-31.919552,26.812262,0,0
ds005280,sub-069,25,7.0,4.0,-5.989221,52.40842,2,2
ds005280,sub-069,26,9.0,3.5,8.962281,11.29879,2,2
ds005280,sub-069,27,9.0,4.0,67.36864,-6.72274,4,4
ds005280,sub-069,28,6.0,4.0,31.914532,-17.27159,3,3
ds005280,sub-069,29,6.0,4.0,-27.353855,4.4275513,0,0
ds005280,sub-070,0,6.0,4.0,-1.631494,-21.499388,3,3
ds005280,sub-070,1,4.0,4.0,-42.37847,-29.156265,1,1
ds005280,sub-070,2,4.0,4.0,-48.114304,5.019763,0,0
ds005280,sub-070,3,7.0,3.5,-10.199815,20.52693,2,2
ds005280,sub-070,4,1.0,3.5,-44.81019,-17.871492,1,1
ds005280,sub-070,5,1.0,3.5,-55.817024,-19.76328,1,1
ds005280,sub-070,6,6.0,4.0,-16.74802,-30.065016,1,1
ds005280,sub-070,7,4.0,3.5,-75.15828,18.697697,0,0
ds005280,sub-070,8,5.0,4.0,-3.0041955,-14.922471,3,3
ds005280,sub-070,9,4.0,3.5,-50.023815,-8.731588,0,0
ds005280,sub-070,10,4.0,4.0,-0.42858088,-13.190399,3,3
ds005280,sub-070,11,6.0,3.5,-48.321674,-46.0867,1,1
ds005280,sub-070,12,1.0,3.5,-66.85924,5.366713,0,0
ds005280,sub-070,13,5.0,4.0,-62.99912,-12.684293,0,0
ds005280,sub-070,14,1.0,3.5,-80.07912,-1.627475,0,0
ds005280,sub-070,15,3.0,4.0,-40.618355,-8.036662,0,0
ds005280,sub-070,16,4.0,3.5,-75.436806,5.942469,0,0
ds005280,sub-070,17,1.0,3.5,-77.16029,18.232035,0,0
ds005280,sub-070,18,2.0,3.5,-71.1244,-5.2410636,0,0
ds005280,sub-070,19,1.0,3.5,-22.150892,58.725506,2,2
ds005280,sub-070,20,2.0,4.0,-53.823498,-16.485132,0,0
ds005280,sub-070,21,5.0,3.5,-9.341701,36.966812,2,2
ds005280,sub-070,22,7.0,4.0,-11.279353,34.556385,2,2
ds005280,sub-070,23,4.0,4.0,-34.545567,45.808834,2,2
ds005280,sub-070,24,5.0,4.0,-71.03171,28.524391,0,0
ds005280,sub-071,0,5.0,3.5,-53.5303,10.984434,0,0
ds005280,sub-071,1,8.0,4.0,48.0083,31.588762,4,4
ds005280,sub-071,2,9.0,4.0,66.21232,28.671963,4,4
ds005280,sub-071,3,8.0,4.0,66.3601,18.526657,4,4
ds005280,sub-071,4,7.0,4.0,51.316383,9.588496,4,4
ds005280,sub-071,5,4.0,3.5,-16.190937,26.541906,2,2
ds005280,sub-071,6,7.0,3.5,8.991767,28.100939,2,2
ds005280,sub-071,7,4.0,3.5,-54.571373,30.027237,0,0
ds005280,sub-071,8,6.0,3.5,-62.400368,-2.1183267,0,0
ds005280,sub-071,9,7.0,4.0,-17.415846,31.9207,2,2
ds005280,sub-071,10,4.0,3.5,-18.99007,-33.82578,1,1
ds005280,sub-071,11,7.0,4.0,66.13595,-1.6658857,4,4
ds005280,sub-071,12,5.0,3.5,6.845508,26.02147,2,2
ds005280,sub-071,13,7.0,4.0,36.077305,34.932842,4,4
ds005280,sub-071,14,5.0,3.5,-49.028667,-11.985469,0,0
ds005280,sub-071,15,4.0,3.5,-8.916558,35.545387,2,2
ds005280,sub-071,16,8.0,4.0,66.88131,23.709108,4,4
ds005280,sub-071,17,8.0,4.0,71.005974,23.937092,4,4
ds005280,sub-071,18,4.0,3.5,-65.38572,-20.366795,0,0
ds005280,sub-071,19,9.0,4.0,37.23734,41.077236,4,4
ds005280,sub-071,20,7.0,4.0,62.10539,19.561132,4,4
ds005280,sub-071,21,4.0,3.5,28.09614,39.180622,2,2
ds005280,sub-071,22,4.0,3.5,-9.7642,32.920918,2,2
ds005280,sub-071,23,3.0,3.5,-41.269215,33.96122,0,0
ds005280,sub-071,24,6.0,3.5,9.660832,-34.61097,3,3
ds005280,sub-071,25,7.0,4.0,70.74305,36.50595,4,4
ds005280,sub-071,26,3.0,3.5,-27.665867,46.68067,2,2
ds005280,sub-071,27,8.0,4.0,41.30597,43.11431,4,4
ds005280,sub-071,28,8.0,4.0,69.70548,32.25299,4,4
ds005280,sub-071,29,9.0,4.0,44.573864,26.532671,4,4
ds005280,sub-072,0,8.0,3.0,83.73338,14.2391615,4,4
ds005280,sub-072,1,10.0,3.5,74.517914,22.515232,4,4
ds005280,sub-072,2,8.0,3.5,70.85672,8.6788025,4,4
ds005280,sub-072,3,5.0,3.0,58.939377,16.10176,4,4
ds005280,sub-072,4,6.0,3.0,-66.78894,-16.7296,0,0
ds005280,sub-072,5,5.0,3.0,-60.877617,-33.588047,1,1
ds005280,sub-072,6,9.0,3.5,22.858356,14.741663,2,2
ds005280,sub-072,7,6.0,3.0,-44.651417,46.943336,0,0
ds005280,sub-072,8,8.0,3.5,76.03141,9.18696,4,4
ds005280,sub-072,9,7.0,3.0,-25.596798,-11.574407,1,1
ds005280,sub-072,10,9.0,3.5,81.059395,16.03122,4,4
ds005280,sub-072,11,5.0,3.0,-17.692648,32.834606,2,2
ds005280,sub-072,12,8.0,3.0,70.43374,33.31737,4,4
ds005280,sub-072,13,9.0,3.5,77.10842,-9.891176,4,4
ds005280,sub-072,14,8.0,3.5,62.262463,29.128132,4,4
ds005280,sub-072,15,9.0,3.0,70.84567,23.48906,4,4
ds005280,sub-072,16,8.0,3.5,71.08414,23.892208,4,4
ds005280,sub-072,17,7.0,3.5,34.56703,35.639065,2,2
ds005280,sub-072,18,6.0,3.0,-46.139694,-29.272581,1,1
ds005280,sub-072,19,8.0,3.0,19.906849,2.5874085,3,3
ds005280,sub-072,20,9.0,3.0,60.282154,18.895535,4,4
ds005280,sub-072,21,7.0,3.0,-68.96782,-7.4686046,0,0
ds005280,sub-072,22,8.0,3.5,-1.5793737,43.23821,2,2
ds005280,sub-072,23,8.0,3.0,7.659823,0.3279531,3,3
ds005280,sub-072,24,9.0,3.5,38.583042,3.5678768,4,4
ds005280,sub-072,25,9.0,3.5,71.98894,10.366812,4,4
ds005280,sub-073,0,5.0,3.5,-41.711716,45.62747,0,0
ds005280,sub-073,1,6.0,4.0,5.0484347,-24.614769,3,3
ds005280,sub-073,2,4.0,4.0,-1.0716239,43.46725,2,2
ds005280,sub-073,3,6.0,4.0,60.424442,33.790344,4,4
ds005280,sub-073,4,5.0,4.0,-13.234343,32.31747,2,2
ds005280,sub-073,5,3.0,3.5,-84.59002,2.1958175,0,0
ds005280,sub-073,6,5.0,3.5,-1.3069282,39.13883,2,2
ds005280,sub-073,7,7.0,3.5,-5.782045,33.606007,2,2
ds005280,sub-073,8,4.0,3.5,-45.15876,-24.743654,1,1
ds005280,sub-073,9,7.0,4.0,78.18839,10.754787,4,4
ds005280,sub-073,10,3.0,3.5,-38.99186,46.54455,0,0
ds005280,sub-073,11,5.0,4.0,-5.608929,40.49578,2,2
ds005280,sub-073,12,2.0,3.5,-85.80129,1.8506908,0,0
ds005280,sub-073,13,6.0,4.0,-41.271988,45.486256,0,0
ds005280,sub-073,14,2.0,3.5,-15.614428,65.50834,2,2
ds005280,sub-073,15,1.0,3.5,58.176155,48.777172,4,4
ds005280,sub-073,16,5.0,4.0,-44.28492,43.985733,0,0
ds005280,sub-073,17,3.0,4.0,-18.521107,50.765503,2,2
ds005280,sub-073,18,5.0,3.5,15.461008,26.595018,2,2
ds005280,sub-073,19,0.0,4.0,55.004154,19.145609,4,4
ds005280,sub-073,20,1.0,4.0,-16.233042,67.832756,2,2
ds005280,sub-073,21,5.0,3.5,-20.759907,51.30649,2,2
ds005280,sub-073,22,0.0,3.5,-72.94631,24.901098,0,0
ds005280,sub-073,23,5.0,3.5,-46.42174,43.169674,0,0
ds005280,sub-073,24,3.0,3.5,-74.64035,-1.938631,0,0
ds005280,sub-073,25,0.0,4.0,-51.41924,43.77052,0,0
ds005280,sub-073,26,4.0,3.5,-49.25961,43.786705,0,0
ds005280,sub-073,27,1.0,4.0,-74.37384,-2.2388055,0,0
ds005280,sub-073,28,4.0,4.0,-16.40432,62.43339,2,2
ds005280,sub-073,29,5.0,4.0,67.27832,40.025562,4,4
ds005280,sub-074,0,6.0,3.5,3.5835123,-10.567877,3,3
ds005280,sub-074,1,7.0,4.0,11.212864,8.235657,2,2
ds005280,sub-074,2,6.0,4.0,-6.5300617,41.819305,2,2
ds005280,sub-074,3,6.0,4.0,0.74579245,43.553875,2,2
ds005280,sub-074,4,7.0,4.0,50.718998,11.537394,4,4
ds005280,sub-074,5,4.0,3.5,-1.577127,-32.616432,3,3
ds005280,sub-074,6,5.0,3.5,-43.489727,-4.6631136,0,0
ds005280,sub-074,7,4.0,3.5,37.09473,55.455635,2,2
ds005280,sub-074,8,8.0,4.0,17.783598,27.191135,2,2
ds005280,sub-074,9,5.0,3.5,6.469695,-20.287437,3,3
ds005280,sub-074,10,8.0,4.0,16.068745,55.12656,2,2
ds005280,sub-074,11,4.0,3.5,-5.952986,61.58234,2,2
ds005280,sub-074,12,7.0,4.0,22.913074,36.248627,2,2
ds005280,sub-074,13,4.0,3.5,-23.99029,28.636314,2,2
ds005280,sub-074,14,5.0,3.5,-1.2629927,38.189617,2,2
ds005280,sub-074,15,6.0,4.0,38.02655,54.397087,2,2
ds005280,sub-074,16,6.0,4.0,38.0993,25.711634,4,4
ds005280,sub-074,17,5.0,3.5,28.669895,49.63423,2,2
ds005280,sub-074,18,6.0,4.0,31.571398,41.142902,2,2
ds005280,sub-074,19,4.0,4.0,-8.426964,35.392017,2,2
ds005280,sub-074,20,4.0,3.5,28.2147,52.0814,2,2
ds005280,sub-074,21,5.0,3.5,29.465786,54.424095,2,2
ds005280,sub-074,22,4.0,3.5,-3.0410488,39.156948,2,2
ds005280,sub-074,23,4.0,3.5,28.220118,52.09591,2,2
ds005280,sub-074,24,6.0,4.0,39.180115,46.03843,4,4
ds005280,sub-074,25,3.0,3.5,35.527042,50.923023,2,2
ds005280,sub-074,26,7.0,4.0,37.470863,54.89259,2,2
ds005280,sub-074,27,5.0,4.0,28.667528,53.16834,2,2
ds005280,sub-074,28,8.0,4.0,13.145671,56.406574,2,2
ds005280,sub-075,0,3.0,3.0,80.03622,-7.6198025,4,4
ds005280,sub-075,1,4.0,3.5,83.357864,1.2124618,4,4
ds005280,sub-075,2,3.0,3.5,81.934685,-1.7339318,4,4
ds005280,sub-075,3,4.0,3.5,53.089275,8.560961,4,4
ds005280,sub-075,4,3.0,3.0,18.167843,47.152454,2,2
ds005280,sub-075,5,2.0,3.0,80.19423,-7.6156406,4,4
ds005280,sub-075,6,4.0,3.0,79.113716,-7.4738145,4,4
ds005280,sub-075,7,4.0,3.5,87.80154,1.5938003,4,4
ds005280,sub-075,8,2.0,3.0,-5.476181,65.09019,2,2
ds005280,sub-075,9,3.0,3.0,66.2224,12.879022,4,4
ds005280,sub-075,10,4.0,3.5,81.91252,-8.036342,4,4
ds005280,sub-075,11,2.0,3.0,-17.305681,62.074036,2,2
ds005280,sub-075,12,1.0,3.0,48.733807,-3.373624,4,4
ds005280,sub-075,13,5.0,3.5,79.35816,1.4557573,4,4
ds005280,sub-075,14,3.0,3.5,82.290665,-2.0389104,4,4
ds005280,sub-075,15,3.0,3.0,27.410887,9.670381,4,3
ds005280,sub-075,16,5.0,3.5,80.67502,4.4765153,4,4
ds005280,sub-075,17,4.0,3.5,78.45891,-8.117034,4,4
ds005280,sub-075,18,1.0,3.0,-35.440273,34.0329,0,0
ds005280,sub-075,19,3.0,3.0,60.001427,4.6708283,4,4
ds005280,sub-075,20,0.0,3.0,-56.520195,4.4935665,0,0
ds005280,sub-075,21,5.0,3.0,51.402054,-0.10912375,4,4
ds005280,sub-075,22,3.0,3.5,16.738777,46.30032,2,2
ds005280,sub-075,23,3.0,3.0,-63.329662,37.24712,0,0
ds005280,sub-075,24,6.0,3.5,46.64599,6.174323,4,4
ds005280,sub-075,25,3.0,3.5,82.21192,-2.3545756,4,4
ds005280,sub-075,26,6.0,3.5,52.88927,1.474898,4,4
ds005280,sub-076,0,4.0,3.0,-5.509925,52.07185,2,2
ds005280,sub-076,1,5.0,3.5,53.258663,8.531073,4,4
ds005280,sub-076,2,4.0,3.5,15.026358,56.510933,2,2
ds005280,sub-076,3,5.0,3.5,30.416107,8.619304,4,4
ds005280,sub-076,4,3.0,3.5,3.890738,-39.98849,3,3
ds005280,sub-076,5,2.0,3.0,-26.548227,-40.458237,1,1
ds005280,sub-076,6,3.0,3.0,34.7471,-43.03946,3,3
ds005280,sub-076,7,3.0,3.0,52.9507,8.402458,4,4
ds005280,sub-076,8,2.0,3.0,18.128668,-17.923204,3,3
ds005280,sub-076,9,4.0,3.5,37.79967,4.393031,4,4
ds005280,sub-076,10,1.0,3.0,-9.9548855,-39.94478,1,1
ds005280,sub-076,11,5.0,3.5,54.42071,26.31759,4,4
ds005280,sub-076,12,3.0,3.0,-7.5380883,47.64328,2,2
ds005280,sub-076,13,4.0,3.5,8.496972,33.267025,2,2
ds005280,sub-076,14,3.0,3.0,13.017516,-1.2779913,3,3
ds005280,sub-076,15,3.0,3.0,14.619745,19.202915,2,2
ds005280,sub-076,16,2.0,3.0,1.8265126,-45.865948,3,3
ds005280,sub-076,17,5.0,3.5,36.34928,23.724112,4,4
ds005280,sub-076,18,3.0,3.0,11.547381,-35.391125,3,3
ds005280,sub-076,19,1.0,3.0,-0.84701025,-13.587239,3,3
ds005280,sub-076,20,3.0,3.0,11.528656,7.8858004,2,2
ds005280,sub-076,21,2.0,3.0,-25.132195,51.282154,2,2
ds005280,sub-076,22,1.0,3.0,-28.004086,-1.5318434,0,0
ds005280,sub-076,23,4.0,3.5,32.528778,9.498391,4,4
ds005280,sub-077,0,8.0,4.0,30.052357,20.04531,4,4
ds005280,sub-077,1,8.0,4.0,63.85939,-24.597664,4,4
ds005280,sub-077,2,7.0,4.0,16.951307,7.8696265,2,2
ds005280,sub-077,3,3.0,3.5,6.957168,-32.475754,3,3
ds005280,sub-077,4,8.0,3.5,14.063497,9.847231,2,2
ds005280,sub-077,5,2.0,3.5,-7.697018,40.51469,2,2
ds005280,sub-077,6,2.0,3.5,-18.297478,16.321459,2,2
ds005280,sub-077,7,3.0,4.0,-39.671246,-1.4583397,0,0
ds005280,sub-077,8,1.0,3.5,2.2755787,-52.44325,3,3
ds005280,sub-077,9,2.0,3.5,-18.004877,26.710848,2,2
ds005280,sub-077,10,4.0,4.0,16.778051,-10.671385,3,3
ds005280,sub-077,11,1.0,3.5,-19.412521,56.970505,2,2
ds005280,sub-077,12,2.0,3.5,-13.158765,-31.200768,1,1
ds005280,sub-077,13,3.0,3.5,15.197547,33.82947,2,2
ds005280,sub-077,14,7.0,4.0,9.023779,48.864803,2,2
ds005280,sub-077,15,6.0,4.0,30.681778,-0.9595536,3,3
ds005280,sub-077,16,2.0,3.5,-16.183882,26.79947,2,2
ds005280,sub-077,17,6.0,3.5,35.11049,4.9264216,4,4
ds005280,sub-077,18,5.0,3.5,12.158689,32.13574,2,2
ds005280,sub-077,19,1.0,3.5,-65.2663,-17.19862,0,0
ds005280,sub-077,20,7.0,4.0,47.998585,-1.5422165,4,4
ds005280,sub-077,21,7.0,3.5,4.9277306,15.7947855,2,2
ds005280,sub-077,22,8.0,4.0,13.875444,45.99432,2,2
ds005280,sub-077,23,5.0,4.0,4.3192043,12.800926,2,2
ds005280,sub-078,0,2.0,3.0,15.328853,-10.021922,3,3
ds005280,sub-078,1,3.0,3.5,68.9531,-22.637829,4,4
ds005280,sub-078,2,4.0,3.5,41.931023,-7.963026,3,3
ds005280,sub-078,3,3.0,3.5,0.065802425,-9.471492,3,3
ds005280,sub-078,4,4.0,3.5,68.75074,-22.560335,4,4
ds005280,sub-078,5,2.0,3.0,14.996783,-39.84714,3,3
ds005280,sub-078,6,3.0,3.0,-37.793205,-1.5572531,0,0
ds005280,sub-078,7,2.0,3.0,14.82507,-9.270004,3,3
ds005280,sub-078,8,3.0,3.0,11.99782,-33.754726,3,3
ds005280,sub-078,9,4.0,3.5,53.161366,-10.696418,4,4
ds005280,sub-078,10,2.0,3.0,17.139196,-43.051483,3,3
ds005280,sub-078,11,3.0,3.5,-18.752018,-29.53771,1,1
ds005280,sub-078,12,2.0,3.0,13.788373,-18.930536,3,3
ds005280,sub-078,13,1.0,3.5,12.843727,-10.519386,3,3
ds005280,sub-078,14,2.0,3.0,11.82853,-15.760468,3,3
ds005280,sub-078,15,2.0,3.0,38.270958,-25.371527,3,3
ds005280,sub-078,16,3.0,3.5,-0.91108626,-10.51287,3,3
ds005280,sub-078,17,3.0,3.5,-38.889225,17.624325,0,0
ds005280,sub-078,18,1.0,3.0,-12.416006,15.74305,2,2
ds005280,sub-078,19,3.0,3.5,48.465256,-31.123764,3,3
ds005280,sub-078,20,1.0,3.5,68.30803,-25.285583,4,4
ds005280,sub-078,21,2.0,3.0,8.88627,-9.934503,3,3
ds005280,sub-078,22,3.0,3.0,-10.924547,-5.251817,1,1
ds005280,sub-078,23,1.0,3.0,46.94751,-32.441418,3,3
ds005280,sub-078,24,2.0,3.0,2.908589,24.103592,2,2
ds005280,sub-078,25,1.0,3.5,-12.778751,10.718147,2,2
ds005280,sub-078,26,3.0,3.0,19.62638,-47.458336,3,3
ds005280,sub-078,27,2.0,3.5,-40.60524,-52.357113,1,1
ds005280,sub-078,28,3.0,3.5,33.851013,-35.88645,3,3
ds005280,sub-078,29,3.0,3.5,68.43826,-25.421562,4,4
ds005280,sub-079,0,3.0,3.5,-53.43812,25.454597,0,0
ds005280,sub-079,1,4.0,4.0,-67.14752,-36.952557,1,1
ds005280,sub-079,2,4.0,4.0,-9.714706,-14.032864,1,1
ds005280,sub-079,3,6.0,4.0,-33.304947,-43.512943,1,1
ds005280,sub-079,4,5.0,4.0,34.648396,-31.751345,3,3
ds005280,sub-079,5,4.0,3.5,-11.216147,11.919286,2,2
ds005280,sub-079,6,5.0,3.5,-59.188698,-10.184865,0,0
ds005280,sub-079,7,7.0,3.5,33.29462,20.59661,4,4
ds005280,sub-079,8,6.0,3.5,-15.200336,-50.4074,1,1
ds005280,sub-079,9,6.0,4.0,-3.920305,-60.537815,1,1
ds005280,sub-079,10,4.0,3.5,-15.277024,-15.019206,1,1
ds005280,sub-079,11,5.0,4.0,-6.075935,4.4324374,2,2
ds005280,sub-079,12,3.0,3.5,-32.508213,25.050297,0,0
ds005280,sub-079,13,2.0,4.0,-15.230779,12.228831,2,2
ds005280,sub-079,14,4.0,3.5,-27.319094,39.984043,2,2
ds005280,sub-079,15,3.0,3.5,-27.738451,-38.004852,1,1
ds005280,sub-079,16,5.0,4.0,-26.564606,-11.98525,1,1
ds005280,sub-079,17,1.0,4.0,8.694121,-22.801996,3,3
ds005280,sub-079,18,1.0,3.5,-59.24799,-25.61073,1,1
