dataset,subject,epoch,vertex_channel,sfreq,n2_amp,n2_lat,p2_amp,p2_lat,n2p2_amp,gamma_power,gamma_band_hz,alpha_erd_pct,beta_erd_pct,psd_delta,psd_theta,psd_alpha,psd_beta,psd_gamma,plv_Fz-Cz,plv_Cz-Pz,plv_C3-C4,perm_entropy,spectral_entropy,sample_entropy,higuchi_fd,dfa,hjorth_mobility,hjorth_complexity,rating,laser_power
ds005280,sub-001,10,Cz,1000.0,-5.871631145477295,0.15,13.021478652954102,0.319,18.893109798431396,0.0225392307141341,30.0-100.0,-2882.6028869266556,-852.5014417088023,23.44937382739339,1.0967908900532946,0.5032999666364291,1.2143494429006827,0.06378707975262916,0.7739110147596393,0.05606853987340006,0.7147735093192924,0.4913607427328848,0.28686733187194347,0.08760605568467385,1.0197235377644567,1.8901295740845947,0.032498658,3.5517652,5,3.5
ds005280,sub-001,11,Cz,1000.0,-7.7192063331604,0.203,17.626834869384766,0.334,25.346041202545166,0.014772364869769974,30.0-100.0,-544.4068965417689,-599.1522156314807,23.608556995116643,5.350339256400672,2.2766438626025804,1.0934864790008276,0.02802639576331903,0.7244250422655795,0.4585360601625918,0.5791639324658883,0.5051224848346246,0.27811097661232914,0.08126126470481512,1.0232008134551933,1.8706085002868695,0.03164724,3.4685326,6,4.0
ds005280,sub-001,12,Cz,1000.0,-6.614959239959717,0.213,15.157094955444336,0.434,21.772054195404053,0.07714199008704646,30.0-100.0,-698.5760267519308,2.5586774660756797,9.85207475647413,7.3842307703608805,0.39457153533063366,0.5472143822567708,0.1021605179948079,0.8035028713850823,0.6132638943005285,0.20193704320834885,0.49562441642982685,0.2837547328728404,0.08244573355459789,1.0233787236718925,1.8488960206857488,0.031202896,3.8158813,5,3.5
ds005280,sub-001,13,Cz,1000.0,-9.989328384399414,0.222,13.606440544128418,0.332,23.595768928527832,0.01528521277921781,30.0-100.0,-60.8119267960435,-774.1104928922516,18.855364288262336,5.483301842252368,0.7634994870549963,0.7051507369734008,0.030459608466011506,0.35434332500155435,0.36137708709879995,0.176229843059826,0.4879603613281396,0.2911995417004144,0.06613019704445211,1.0210067084221257,1.9023856621378272,0.028992154,3.6788764,4,3.5
ds005280,sub-001,14,Cz,1000.0,-12.589309692382812,0.195,13.067452430725098,0.349,25.65676212310791,0.005053432058260677,30.0-100.0,-517.7545718896699,-119.14788233573084,10.373651650584366,2.795813929756792,5.214645780548535,1.247666244365101,0.01288192135512351,0.7452258121885732,0.28697315785948874,0.2071661284739637,0.47107223522797975,0.30910346879616574,0.11918496464975988,1.0108968702296046,1.889485449560619,0.03942071,2.2559783,5,4.0
ds005280,sub-001,15,Cz,1000.0,-4.12522029876709,0.294,4.34539794921875,0.373,8.47061824798584,0.016219175534029944,30.0-100.0,-802.9383052132121,-19.74847788356984,3.1738672880962344,0.8969480517040216,0.43989931720078457,0.7160111117193767,0.019220128456710388,0.6532071679035105,0.5604992576419844,0.3745289767623663,0.4930967416130026,0.30734474871051504,0.17032879313017368,1.020654072550545,1.8284997125523836,0.04965738,2.3808463,5,4.0
ds005280,sub-001,16,Cz,1000.0,-8.455889701843262,0.225,14.321571350097656,0.343,22.777461051940918,0.04697256069632588,30.0-100.0,-523.9522504750366,-477.0158746661841,7.129970851140334,5.335351007760035,0.5850477059362462,1.1908092053315615,0.13464416613842836,0.6038869751049747,0.45332732843408713,0.4433606784271752,0.49343600500983703,0.3037618748951383,0.1074151229744879,1.02741250542894,1.8406308347920473,0.03948433,3.3120635,5,3.5
ds005280,sub-001,17,Cz,1000.0,-0.725156307220459,0.157,15.376327514648438,0.41,16.101483821868896,0.0014603274229217486,30.0-100.0,-225.21184415604355,-954.4328232348771,9.462306819665974,4.832212588895571,0.36540333921716167,0.4571962687646872,0.004472828877994128,0.7148833897058232,0.2671247573347193,0.3378111122518034,0.4825614514261395,0.2463177029473781,0.06483941200456683,1.0186876538087517,1.8851324867432666,0.024966955,4.4461975,4,4.0
ds005280,sub-001,18,Cz,1000.0,-3.671370506286621,0.248,5.948266983032227,0.55,9.619637489318848,0.024169902300745696,30.0-100.0,-30.954471671608943,-136.91914546978632,3.394135889017357,2.786785992612849,0.35824357934056317,0.7344251033435518,0.019289447266665417,0.6079005003293872,0.6259612062592087,0.22530825152656636,0.4932499314883248,0.26414525872909783,0.11688805721587789,1.023306740545758,1.8706460436653516,0.040551655,2.9626079,4,4.0
ds005280,sub-001,19,Cz,1000.0,-7.849132537841797,0.223,12.08654499053955,0.352,19.935677528381348,0.006899857232658096,30.0-100.0,-298.48314236848165,-143.95849677075182,7.856962815770562,4.15592902773096,3.0478170920953103,0.8910726466434249,0.026641595303608767,0.5524086455791231,0.5177989477575125,0.48118518341469807,0.46252281291641134,0.31044035027590344,0.12633092377260316,1.0146898872092065,1.8835842163875096,0.039483104,2.4401882,3,3.5
ds005280,sub-001,20,Cz,1000.0,-15.453807830810547,0.207,21.06298065185547,0.341,36.516788482666016,0.011352059774797972,30.0-100.0,-894.4993626076022,-572.0178385571905,28.767401581996022,9.901680507088342,6.4967504219791845,1.4373983089066833,0.05067296649691145,0.8220090052522114,0.2302525576901638,0.2611870507117674,0.5001004941735107,0.29891231786364003,0.0900842641117518,1.0222188554442124,1.8840673935171628,0.038468022,2.9242935,7,3.5
ds005280,sub-001,21,Cz,1000.0,-2.857503652572632,0.217,16.92821502685547,0.328,19.7857186794281,0.03692534631803416,30.0-100.0,-1838.573792455935,-2441.1833682611577,8.643571068258847,4.758085447728435,3.238650789271448,1.3588158130546522,0.03985559409621957,0.6437527015742877,0.25985193618682106,0.5107847317330614,0.48473717316185555,0.3083818792381717,0.10353464826991218,1.017325701029496,1.8860604681420596,0.038128253,2.6967585,4,3.5
ds005280,sub-001,22,Cz,1000.0,3.3865904808044434,0.15,12.48640251159668,0.343,9.099812030792236,0.005861224455518725,30.0-100.0,-2.3389329661792453,-216.75141742188563,5.50404293555663,2.2540297545285917,0.5121679767784346,0.5439648373190988,0.027289307228336245,0.8054131216414031,0.3614774176031385,0.30394872827772357,0.4852573255153729,0.2852274065496851,0.08890250795964694,1.0298075408353113,1.8213547763108493,0.034634512,3.6661851,1,3.5
ds005280,sub-001,23,Cz,1000.0,-2.9888157844543457,0.15,22.718097686767578,0.353,25.706913471221924,0.01881348775027423,30.0-100.0,-267.70786401612054,-294.7731127485961,25.72656815642125,3.2768057582777965,0.9479711243632629,0.958244673924295,0.026987851477007833,0.7098365515083072,0.48020093770156846,0.19854760630600415,0.49073837218442945,0.257882991536514,0.05956515387051355,1.019417807742562,1.8839600146149351,0.025583787,4.134827,4,4.0
ds005280,sub-001,24,Cz,1000.0,-7.842796325683594,0.199,13.431984901428223,0.321,21.274781227111816,0.028284199224435255,30.0-100.0,-203.79177007296195,-422.6325772111055,7.171749936356793,8.615912925389972,0.5870359008108468,0.8489836444592438,0.05809680152946282,0.6757289410463189,0.7240125441494732,0.39632650714553735,0.49067272777933735,0.2908629370546467,0.11597169793597978,1.0206250953833984,1.9112354186270393,0.038397286,2.8499196,5,3.5
ds005280,sub-001,25,Cz,1000.0,-15.079631805419922,0.219,9.921378135681152,0.334,25.001009941101074,0.017617585183961303,30.0-100.0,2.8398018891268157,9.045561179029692,12.633768223498954,11.37443970099141,0.9742777765657211,0.9798799433665852,0.038396580080970515,0.6080372096099442,0.0586645117267539,0.2972686230172305,0.5009211066605816,0.28099103894882627,0.08698922049833081,1.0204466463974406,1.897355212351923,0.035419784,3.0246155,7,4.0
ds005280,sub-001,26,Cz,1000.0,-11.293496131896973,0.18,18.75020980834961,0.319,30.043705940246582,0.0010800760791255754,30.0-100.0,-254.14970320735128,-66.97483655504854,28.10379985170015,10.316117357599087,3.1514716201299566,0.8650504974658693,0.00951510481444356,0.46307513498430863,0.20855440187440277,0.41847141152530365,0.4759441791865234,0.2391575779430125,0.07162019920670691,1.0183908585365073,1.842699379752147,0.030462591,3.2374623,5,4.0
ds005280,sub-001,27,Cz,1000.0,-13.318868637084961,0.191,29.89841079711914,0.314,43.2172794342041,0.031035735015002373,30.0-100.0,-367.21872457251544,-720.670413847987,47.7689283669458,19.576147843677383,3.5699669449496074,1.0790781921125145,0.03855778266889782,0.7786874257970339,0.40009456785206204,0.3219960084374803,0.46065535504590527,0.25104632105736213,0.07230993871736269,1.009561433948338,1.9427389855948538,0.02836649,2.9687142,7,4.0
ds005280,sub-002,0,Cz,1000.0,-16.697526931762695,0.21,10.961553573608398,0.352,27.659080505371094,0.043965983475471204,30.0-100.0,-221.76773582774808,-162.8243024926057,17.766781043794655,9.016957320066192,2.287725464220714,1.5844171753072578,0.06536298887929881,0.818534547667023,0.11055638675562622,0.4826758170308784,0.4930715219095782,0.3364944388048435,0.15374567184232177,1.0235273485682421,1.8437065888788693,0.049480867,2.4317029,6,4.0
ds005280,sub-002,1,Cz,1000.0,-4.9155426025390625,0.218,9.904038429260254,0.369,14.819581031799316,0.013591061952703319,30.0-100.0,73.47990133499597,62.43393027619392,3.636438362341742,4.755565249562659,1.9982101418466605,1.4273402891995237,0.01632178164732351,0.647129551187922,0.3557107752514669,0.42610544683419704,0.48997314497797373,0.35397021075224083,0.18088020197889063,1.0264911141172406,1.8294445477524677,0.052576534,2.1522143,2,4.0
ds005280,sub-002,2,Cz,1000.0,-10.82697582244873,0.338,0.5965417623519897,0.384,11.42351758480072,0.02971592651722185,30.0-100.0,-200.78007403941788,-117.06561552672963,1.0051932371946073,3.2896566867299137,2.0235002239324666,1.3086204174141112,0.13102537258972424,0.5390084173566038,0.2632485562554854,0.47274870200498753,0.5194582692043687,0.3945471002486539,0.221045080322358,1.0331540770719772,1.7850802799848557,0.06593094,2.1344688,2,4.0
ds005280,sub-002,3,Cz,1000.0,-7.712947368621826,0.191,5.022302627563477,0.338,12.735249996185303,0.010858654951360482,30.0-100.0,-22587.333597950004,24.349088816585635,3.6434100550102206,0.7101979631761067,4.1823977238594745,1.1333130665958657,0.021383911846036174,0.859791353660409,0.5922789556333689,0.09760532253430759,0.4862366803527152,0.32721070556371457,0.24545220083658828,1.018818725076075,1.823609155773505,0.06416676,1.6767688,3,3.5
ds005280,sub-002,4,Cz,1000.0,-2.497565269470215,0.227,8.16106128692627,0.469,10.658626556396484,0.0618267065096346,30.0-100.0,97.70612124649651,47.715384307923024,0.8963541469880929,1.1211561574523112,1.0714671521816608,0.8332098014528692,0.1007462748862928,0.4726511243238219,0.08876947088368513,0.33878084396777247,0.49605619361929676,0.3397558085295501,0.14297711189094847,1.0221806179093245,1.8456976727477175,0.050252583,2.4074888,3,3.5
ds005280,sub-002,5,Cz,1000.0,-7.156908988952637,0.161,0.837890088558197,0.3,7.994799077510834,0.02528657895169241,30.0-100.0,-243.0017440384021,-49.41493530234333,5.9003051986440305,1.3787460975456445,2.6951706270531206,1.3669973816081764,0.05878891030448921,0.6121735207664948,0.4377874409184358,0.4788242792606347,0.484415821279807,0.33826944462642394,0.14267035497348785,1.0185211532499825,1.8669254127338837,0.046488293,2.4402142,1,3.5
ds005280,sub-002,6,Cz,1000.0,-8.22108268737793,0.345,9.044282913208008,0.422,17.265365600585938,0.002838818019119058,30.0-100.0,-27.131416450855394,-51.38311932095995,3.590854238325959,1.38013633784655,2.7628400084975024,1.472764422126801,0.05738898033971912,0.7364421922612073,0.29952226179694097,0.45855250721680035,0.48326917453745855,0.32233682675800934,0.1803902736984161,1.0219314911893504,1.8484214823213436,0.061491184,1.7791117,0,4.0
ds005280,sub-002,7,Cz,1000.0,-10.980463027954102,0.15,5.061977386474609,0.315,16.04244041442871,0.005591263800069337,30.0-100.0,-94.42792645256988,11.97792676716964,2.1560969085460497,3.2652480885403006,2.6440206629851555,1.3687916112429028,0.015486563016450024,0.5098547786474465,0.1709833883376313,0.651127539270194,0.48827729233961675,0.3498824754183204,0.19749709047206632,1.0261076863145988,1.8230404406448513,0.05693515,1.9838845,2,3.5
ds005280,sub-002,8,Cz,1000.0,-9.652237892150879,0.193,3.5365190505981445,0.304,13.188756942749023,0.0026118754444991003,30.0-100.0,85.62056149656333,53.03726549192439,8.161174602699067,1.8386317873900786,2.9460091503558226,1.4767537837213403,0.014521993689017647,0.4602758349939466,0.2718356233612487,0.4193653007772861,0.49498111200288913,0.36058772898129726,0.1698348625935879,1.0296916443243807,1.8022707757440195,0.051806252,2.3391716,5,4.0
ds005280,sub-002,9,Cz,1000.0,-10.456236839294434,0.198,1.5137228965759277,0.342,11.969959735870361,0.0011825534624127553,30.0-100.0,34.16337895153048,63.196945205035746,2.9197464243288707,2.100789785120516,2.212075030763988,0.9286937794310106,0.010085095371561967,0.7107724121737515,0.36868598602125385,0.8366293899696627,0.47319952389086606,0.35137187836209954,0.1761145949754229,1.021029590444883,1.8624277377288985,0.053993586,1.884698,1,3.5
ds005280,sub-002,10,Cz,1000.0,-8.41314697265625,0.188,14.035423278808594,0.393,22.448570251464844,0.05696374151667929,30.0-100.0,-17.92933040993657,-1192.5376246932974,12.704797907754132,2.7958109693707156,0.10866094401290233,1.804265471694207,0.07598006989883352,0.7094662105758252,0.32248274582195136,0.3552871471005521,0.5025472710206,0.2850185758037783,0.10737728479524083,1.0283795027645593,1.8180078877223185,0.037963852,3.2956321,4,4.0
ds005280,sub-002,11,Cz,1000.0,-6.0248188972473145,0.218,8.79664421081543,0.439,14.821463108062744,0.054347559053518645,30.0-100.0,-235.27139511582993,-511.36966174735005,4.476177573336348,4.801665109217365,3.9477235204504,2.61833630998378,0.029518859834582384,0.7846985626879095,0.589076807029687,0.44902980360061007,0.48991857840490877,0.37949629807073326,0.18617868933673148,1.0217524634909523,1.819068744833969,0.0635149,1.9064779,2,3.5
ds005280,sub-002,12,Cz,1000.0,-5.620070934295654,0.255,11.775580406188965,0.301,17.39565134048462,0.0037017744308141527,30.0-100.0,-8985.697414110824,-667.1299895746376,3.2682434700173095,1.4816019498018522,13.700139641629473,3.932214973620517,0.03673080614371993,0.904779601919149,0.18103326608484083,0.3036608690579128,0.48793190522477337,0.3442429146965182,0.2544646444027097,1.018182997383514,1.8426320685992803,0.07025717,1.6136402,0,3.5
ds005280,sub-002,13,Cz,1000.0,-11.511117935180664,0.15,11.250348091125488,0.468,22.761466026306152,0.07679919828540839,30.0-100.0,82.5074865743252,14.809729323449474,8.483449309303547,2.6786278408190247,43.3138790194123,7.341161428162051,0.16356021137203644,0.7171848141739556,0.5137280873116375,0.6696487381439916,0.4643503336751464,0.273975896121256,0.1968991509459293,1.0128018247814634,1.8967722141518049,0.067169785,1.3378192,2,4.0
ds005280,sub-002,14,Cz,1000.0,-8.44651985168457,0.2,10.232657432556152,0.33,18.679177284240723,0.14341020263018442,30.0-100.0,-339.55874300731097,-5.228393577160475,5.242919551413278,0.5431683707184322,5.503886680094963,2.7853552909458377,0.36041421895987774,0.2781649872266997,0.47410615742492773,0.8329743106139558,0.5027260558613674,0.39530496274413457,0.25956419284236343,1.0266788093957793,1.776466766911232,0.07012248,1.822761,0,4.0
ds005280,sub-002,15,Cz,1000.0,-7.939602851867676,0.161,5.412016868591309,0.333,13.351619720458984,0.059096953940919114,30.0-100.0,-12688.089116200921,-463.542813778016,1.3695603999392967,2.4932660948026193,5.978683851138337,2.712333915997029,0.11045930626807449,0.7217567785265298,0.10462081807652296,0.7471950935582508,0.5007599291042107,0.36423916386595556,0.25509374974046073,1.024058710626501,1.809000307492112,0.070793785,1.6932719,1,3.5
ds005280,sub-002,16,Cz,1000.0,-6.334516525268555,0.225,7.9929704666137695,0.388,14.327486991882324,0.003158346605489938,30.0-100.0,32.85753009536751,47.735445775810085,18.32194968677652,10.236137450469057,6.800964193524053,0.8867866246982763,0.004199253238379755,0.7232787503345312,0.3132515315542505,0.20373410466699074,0.47030383982317653,0.27495363882116947,0.13594428484479426,1.0137040397358104,1.8711825528214523,0.043395665,2.2768278,1,4.0
ds005280,sub-002,17,Cz,1000.0,-7.907724380493164,0.217,12.24417495727539,0.475,20.151899337768555,0.020073570605107373,30.0-100.0,25.699366675662027,-97.13641318928133,2.251276165478502,3.1890047509450614,3.2058354884749916,2.7145054118995127,0.04793324448564613,0.6140294616179528,0.13674039038656866,0.839373206282672,0.49188421664011933,0.3701080442433546,0.22927915763871795,1.0229863420089231,1.822982872473667,0.06402213,1.9167178,1,3.5
ds005280,sub-002,18,Cz,1000.0,-14.258760452270508,0.15,-3.032743453979492,0.367,11.226016998291016,0.1111452713225623,30.0-100.0,17.112548694623484,49.08633328988446,3.35345912588291,1.7011974680833886,3.531931276194396,1.6456349286665264,0.11985973468276372,0.18987309108182487,0.7861524071509747,0.12286530723467469,0.4836181203684203,0.36200602580379015,0.16303603303688705,1.02133399992028,1.8424287959813537,0.053182755,2.0426888,2,3.5
ds005280,sub-002,19,Cz,1000.0,-14.217256546020508,0.222,13.894060134887695,0.37,28.111316680908203,0.01339639159269035,30.0-100.0,75.62857742368656,72.98648975304563,0.5630156341588721,13.32109683626367,100.42896863490706,5.026773174399807,0.032469387966870225,0.8468831057553059,0.08614927695276088,0.1122152292200936,0.4572260208037619,0.2479954111992179,0.20864075770834023,1.009649277649282,1.8843998849962047,0.067387514,1.1554623,3,3.5
ds005280,sub-002,20,Cz,1000.0,-8.211774826049805,0.325,7.078817367553711,0.379,15.290592193603516,0.061725810490230924,30.0-100.0,-73.35255935444833,-399.9019535195947,3.412607507356396,1.8176302793420243,4.699298200279175,1.6065239554868553,0.14901094611714055,0.35240050607396656,0.5295275928897858,0.8037887934420467,0.4911288972249327,0.33914085143110184,0.22620545884610413,1.022142340260497,1.8374625715989221,0.06965422,1.7685846,1,3.5
ds005280,sub-002,21,Cz,1000.0,-10.454401016235352,0.293,10.085468292236328,0.371,20.53986930847168,0.04506277045287074,30.0-100.0,-135.96073420512752,18.339470171934778,12.452780208100753,2.437365438776725,5.619417813985912,1.1479800502944337,0.06122026655602,0.5230599063768221,0.34471507056173795,0.24920952453508588,0.49490521149829364,0.30586491856512815,0.16603879412401398,1.0220191290022387,1.8814088929161397,0.048675306,2.4159386,2,4.0
ds005280,sub-002,22,Cz,1000.0,-3.932781457901001,0.236,11.945606231689453,0.363,15.878387689590454,0.014036003165037472,30.0-100.0,-555.5086216580345,-247.97868681979506,4.848185707541073,4.2701561363635125,2.5840147618580604,1.069969331202708,0.09016338807817695,0.7134584861907021,0.384234279908478,0.5287929904324081,0.5092829104217552,0.34297456783459135,0.1997688257558727,1.0289170798480287,1.7978796605857652,0.059766613,2.2625966,2,3.5
ds005280,sub-002,23,Cz,1000.0,3.093074321746826,0.339,16.74725914001465,0.472,13.654184818267822,0.008921249594759229,30.0-100.0,-114.40957124862061,25.38811608571942,7.29204295874965,0.6179087087263938,10.062318530913593,2.4836526420815,0.11865153055198717,0.6903845613504108,0.43807529418837055,0.6776614079770823,0.4952938397515108,0.313329523755891,0.20189683004495088,1.0226176593284924,1.8528915010483449,0.055712298,2.068952,1,4.0
ds005280,sub-002,24,Cz,1000.0,-15.409425735473633,0.168,-2.718435287475586,0.402,12.690990447998047,0.019396921312665006,30.0-100.0,-0.7527088836742304,-94.89870623727951,6.893962654765781,1.396532725546918,1.7140586421174822,1.1236564319303772,0.0487772551318277,0.6829249449075231,0.41832515155498007,0.3587532432386097,0.5040992426043266,0.3760902656053213,0.1223005241976884,1.0300222338205882,1.7565802893700442,0.04183343,3.2363591,2,4.0
ds005280,sub-003,0,Cz,1000.0,-5.518259048461914,0.221,12.619219779968262,0.367,18.137478828430176,0.00861036685194,30.0-100.0,-1832.5431555538266,-45.11834102889767,4.1682295476424445,3.3033507711747108,2.0209362980528223,0.922632059464841,0.01569369193187102,0.7558324148771962,0.12265123211183922,0.2128452810270147,0.48536231875198693,0.3271168643135968,0.15497647959602331,1.020548977672756,1.864885642700508,0.052613527,1.8129438,5,4.0
ds005280,sub-003,1,Cz,1000.0,-25.296566009521484,0.222,12.188228607177734,0.367,37.48479461669922,0.12303168390872962,30.0-100.0,-42915.068484172996,-39.685643543935775,25.298516573043294,13.674070779544266,11.756810443382811,4.098142969621538,0.17121523223707294,0.625228031007606,0.5319148543406058,0.33270595571670825,0.5045150278080331,0.33415804034211277,0.16737919799993042,1.0304874210816672,1.8238564484397488,0.055208027,2.3650217,7,4.0
ds005280,sub-003,2,Cz,1000.0,-4.129249572753906,0.233,6.3261871337890625,0.451,10.455436706542969,0.01140115232337911,30.0-100.0,-179.67776109064613,-61.87266462058096,1.2567514981599017,0.7296157597701636,1.711999701871459,1.1032586927617696,0.08153534140783893,0.44217871501030354,0.46896035144217446,0.17198854383228845,0.49073837218442945,0.37114706432378236,0.22685664349779694,1.030641364339689,1.751213244701994,0.067583576,1.853783,2,3.5
ds005280,sub-003,3,Cz,1000.0,-4.084659576416016,0.294,2.5568692684173584,0.352,6.641528844833374,0.020957292549458842,30.0-100.0,61.704677147753216,42.323617888772695,0.3652435775999223,0.40319904304635634,3.5515787466517033,1.0604103882440452,0.16293218763532372,0.271681584344571,0.5266127965980405,0.4340784179044057,0.49344373796173446,0.36717486077659134,0.26294663528776097,1.0305354010676273,1.8100269823681987,0.07577879,1.5252148,4,3.5
ds005280,sub-003,4,Cz,1000.0,-8.400156021118164,0.338,7.114968299865723,0.481,15.515124320983887,0.01556042677579752,30.0-100.0,-138.39200222925862,-26.592625634151407,2.5665082624564555,0.9597670224874579,2.227682086921293,1.4102956699775933,0.04614370119173964,0.673097093732012,0.561486972753624,0.6298503660305227,0.4856617210348564,0.3430929030744271,0.2214654974624567,1.0208803873951782,1.8339141859692067,0.0723073,1.6052866,4,3.5
ds005280,sub-003,5,Cz,1000.0,-5.218875885009766,0.151,1.3960518836975098,0.385,6.614927768707275,0.018941601469773008,30.0-100.0,-4849.658971662972,-15.240435289708017,0.30385417559832234,1.0933987672268084,2.0717715515809902,2.5324046768901347,0.06759563235054902,0.4411040169624111,0.4424685429466168,0.40362620726940124,0.5044574135547722,0.40546063213706285,0.27223854508949663,1.037645503716084,1.7447725453520586,0.07855566,1.6865007,1,3.5
ds005280,sub-003,6,Cz,1000.0,-24.530677795410156,0.243,11.188552856445312,0.372,35.71923065185547,0.0233332665684996,30.0-100.0,-3605.2475864198123,-68.80561996934208,30.961640005503323,13.258788151693397,5.268836391885062,1.2928252702746355,0.04951401379050217,0.3863296441925732,0.4586579418219441,0.2438906713764673,0.4758353618951798,0.28379923380542027,0.0987438110265804,1.0144501077339418,1.934430324619,0.039003614,2.578637,7,4.0
ds005280,sub-003,7,Cz,1000.0,-7.486888885498047,0.297,1.7027101516723633,0.462,9.18959903717041,0.01126211336698705,30.0-100.0,-615.152622096581,-65.8685946819183,1.954226792850981,0.8827369995043093,0.9947203091458398,0.7753683125949593,0.023341483175943516,0.32556323205087817,0.28062205916764427,0.41830514710784944,0.5047949559969369,0.37239060436894006,0.24281762674695204,1.0304399992961455,1.7862471347658009,0.065295525,2.0974424,1,3.5
