dataset,subject,epoch,vertex_channel,sfreq,n2_amp,n2_lat,p2_amp,p2_lat,n2p2_amp,gamma_power,gamma_band_hz,alpha_erd_pct,beta_erd_pct,psd_delta,psd_theta,psd_alpha,psd_beta,psd_gamma,plv_Fz-Cz,plv_Cz-Pz,plv_C3-C4,perm_entropy,spectral_entropy,sample_entropy,higuchi_fd,dfa,hjorth_mobility,hjorth_complexity,rating,laser_power
ds005285,sub-001,0,Cz,1000.0,-17.579627990722656,0.15,14.586470603942871,0.3,32.16609859466553,0.1065928846978834,30.0-100.0,-3861.997621883562,-1100.1368510838038,54.22400369760595,13.947158754202688,1.2147502682185194,3.3468352413667026,0.15563235490386954,0.2568085116384208,0.3626432933148672,0.4926418937158232,0.5051512143244665,0.23636183344552675,0.09330597274086491,1.0250926501331792,1.8281384217423737,0.038316038,3.2622588,6,3.5
ds005285,sub-001,1,Cz,1000.0,-13.932741165161133,0.229,2.498108386993408,0.536,16.43084955215454,0.20542843789977516,30.0-100.0,-683.3224451302107,-1064.7721083928327,35.67900747623084,17.31843053963817,10.232164645433155,19.125726359268935,0.1006060945109239,0.40047789347433993,0.6747980502189799,0.5346240866855735,0.49494869262826013,0.3844025125381607,0.11553836094377867,1.0257424651564275,1.781187389055692,0.06281728,2.0664527,9,3.5
ds005285,sub-001,2,Cz,1000.0,-18.04214859008789,0.176,14.842239379882812,0.312,32.8843879699707,0.055931491424031206,30.0-100.0,-20230.08117024129,-47.91026825576712,43.739232053767296,14.476665116838294,1.0749919135350896,1.2894882613815757,0.059743567066834674,0.32000821170873905,0.29750016081850866,0.15506005075807147,0.4921570367131575,0.24762427095935885,0.10469481774642736,1.02508968951689,1.8576073311936037,0.035410944,3.380653,2,2.75
ds005285,sub-001,3,Cz,1000.0,-14.87378978729248,0.15,17.811656951904297,0.3,32.68544673919678,0.013217034783768174,30.0-100.0,-867.5981963134307,5.312035235989839,53.834811431850895,28.61196907458374,3.7973099755129462,1.288750670957777,0.021398174774213824,0.29408238084579386,0.296843983448684,0.4771793169862986,0.4725456054675654,0.21608591872837324,0.07992382660520647,1.010912350328102,1.997100120664994,0.032400947,2.494458,5,3.5
ds005285,sub-001,4,Cz,1000.0,-17.614856719970703,0.197,9.558034896850586,0.3,27.17289161682129,0.019159123461616148,30.0-100.0,-1524.9242986750749,-119.12716601686601,16.13477279290507,20.767966862127068,2.9926837549093173,1.5783397776470598,0.03332831040349787,0.5222090489983057,0.3572173369318092,0.38571697734231813,0.473522642672299,0.26310348376018755,0.10031276189424217,1.0172216015012268,1.905088743063994,0.038821798,2.461612,3,2.75
ds005285,sub-001,5,Cz,1000.0,-6.633713245391846,0.151,4.76560115814209,0.331,11.399314403533936,0.0018589345125512057,30.0-100.0,-299.8441342840432,-208.92397757475862,5.2589761562537936,3.3331040404612957,0.5767213120709249,1.7550982644452766,0.00749470272416652,0.6819202399507284,0.21580795487726356,0.41357831760958375,0.49340365311186274,0.32272493733650115,0.14303261991710378,1.0236117791818775,1.8304769079033774,0.044166915,2.6992092,3,2.75
ds005285,sub-001,6,Cz,1000.0,-6.454196929931641,0.224,0.9336045980453491,0.404,7.38780152797699,0.005133860824354305,30.0-100.0,-76.1448651631581,44.50340407902674,2.2043336377159735,0.8094615068340406,1.7639436613309398,1.1491266913406064,0.004441218737713076,0.5575411625925396,0.31184526520544237,0.03633919146364575,0.4983229547373036,0.39397361799743813,0.22446306871760136,1.0354529750196753,1.738016116663835,0.07061909,1.8363141,3,2.75
ds005285,sub-001,7,Cz,1000.0,-6.495190143585205,0.151,4.667768955230713,0.453,11.162959098815918,0.09951767775473903,30.0-100.0,3.9690872820139056,43.488199154107996,0.9271346206273408,5.850698257259998,4.974108425017599,1.3618556003227875,0.12413855990940065,0.5508505303080582,0.3980238267694227,0.25671332518435747,0.48323995862365543,0.34322403616503694,0.239626470239538,1.0190304935485206,1.8614610256999757,0.06450334,1.9020364,3,2.75
ds005285,sub-001,8,Cz,1000.0,-8.232284545898438,0.202,2.579282522201538,0.324,10.811567068099976,0.040463582862193155,30.0-100.0,-4.449882917490744,-500.07043574545474,4.528012048126458,1.1068355626985842,1.0750323500934902,1.4762092685610155,0.049617633919460724,0.5397707979080962,0.30689285944768735,0.1945907622889089,0.5118388324812845,0.36186242777236804,0.18832503937968567,1.0349163029457624,1.684348613396047,0.05356855,2.6672902,2,2.75
ds005285,sub-001,9,Cz,1000.0,-0.8617305755615234,0.285,9.298162460327148,0.342,10.159893035888672,0.11774333541884009,30.0-100.0,-24.113187183139082,-612.422083353348,2.9027252959358307,3.187889595010568,1.7761073419441789,2.5749313712252366,0.12170804809533771,0.42918102550778414,0.32447012529864566,0.15456943479008986,0.5071914929634097,0.3862924556371381,0.2381526522157808,1.0327945770954376,1.740978343247994,0.06570635,2.1652815,5,3.5
ds005285,sub-001,10,Cz,1000.0,-5.70645809173584,0.309,4.983363628387451,0.52,10.689821720123291,0.0208713311622883,30.0-100.0,-34.45201581556118,-320.0025516543868,2.1392535025483363,5.5306369271315425,1.177119378509056,1.8290002997261734,0.06121197629501484,0.7222130466107577,0.20869254956449404,0.20193746101777438,0.486999908819562,0.36860023852371004,0.25269976937944105,1.0304755742189717,1.799013544166818,0.069120646,1.920175,3,2.75
