dataset,subject,epoch,vertex_channel,sfreq,n2_amp,n2_lat,p2_amp,p2_lat,n2p2_amp,gamma_power,gamma_band_hz,alpha_erd_pct,beta_erd_pct,psd_delta,psd_theta,psd_alpha,psd_beta,psd_gamma,plv_Fz-Cz,plv_Cz-Pz,plv_C3-C4,perm_entropy,spectral_entropy,sample_entropy,higuchi_fd,dfa,hjorth_mobility,hjorth_complexity,rating,laser_power
ds005291,sub-001,0,Cz,1000.0,-16.153772354125977,0.231,10.163150787353516,0.397,26.316923141479492,0.04003934763743055,30.0-100.0,-362.9137837773127,-163.20420349810905,26.2173113891737,8.662150120497015,2.348545653441638,1.949447791167554,0.08608129125996504,0.3707571856374022,0.38903949571317675,0.40673912079077984,0.49643862101035174,0.2845614188421888,0.11781953906763133,1.0268836302669362,1.8339211391968613,0.042051777,3.0076582,4.0,4.0
ds005291,sub-001,1,Cz,1000.0,-11.806716918945312,0.274,16.014484405517578,0.396,27.82120132446289,0.020255611425782125,30.0-100.0,-572.9346834014034,-117.3771358588138,8.529438956596213,6.337371306467002,2.189461749613484,1.855533231012564,0.09243381412003568,0.5744461998274424,0.5064978666979739,0.5625172395221674,0.48996250302391076,0.25165261923136384,0.12365378261883589,1.0180118854947657,1.9157110193185383,0.041808534,2.4979506,5.0,4.0
ds005291,sub-001,2,Cz,1000.0,-5.737464904785156,0.274,11.980484962463379,0.493,17.717949867248535,0.06394747776690445,30.0-100.0,-547.4608355706681,-191.50141879556094,11.18752959036536,11.3828007574219,1.1324645511053513,1.8453838807074865,0.07550679244551076,0.715557495305988,0.6422283876110605,0.5450913108327059,0.49281850785091275,0.24879692519352156,0.1260486334213581,1.0198893680643506,1.8691445611156245,0.041949518,2.5008738,6.0,4.0
ds005291,sub-001,3,Cz,1000.0,-21.989639282226562,0.15,14.739120483398438,0.309,36.728759765625,0.02393282776569789,30.0-100.0,-247.3735107585686,-36.15990607166273,48.34301490233291,62.44155595887382,1.0255820280174566,5.302414320797951,0.06101328152578961,0.7010836790407615,0.6027030253252592,0.4768964980428649,0.483279201738542,0.22244982498937213,0.0997871463804821,1.0135000238616596,1.9384955423030688,0.037952192,2.3679261,8.0,4.0
ds005291,sub-001,4,Cz,1000.0,-31.353633880615234,0.15,6.1696319580078125,0.3,37.52326583862305,0.08599539050015784,30.0-100.0,-135.2453472974345,-2.8088051595029033,42.60235277317737,76.66013825614498,5.23175515821586,4.883319371019167,0.06894925814514294,0.6524492477590371,0.5512269490555485,0.21643305869826615,0.4781159420670034,0.2125315612871458,0.09731125797534107,1.0118016653379143,1.9070884643907169,0.03960447,2.48584,6.0,4.0
ds005291,sub-001,5,Cz,1000.0,-25.37934684753418,0.16,15.378491401672363,0.382,40.75783824920654,0.06243839549534446,30.0-100.0,-2575.636827783785,-49.03449176297337,38.72288398022921,39.906682237800815,4.041307046596005,2.6119307715127387,0.1280096140977178,0.7060303345025811,0.36473482481575686,0.32990825969405074,0.47671161866401973,0.25475060307389563,0.11223680722775672,1.0171095332360978,1.8682815582920413,0.04155968,2.5521407,8.0,4.0
ds005291,sub-001,6,Cz,1000.0,-12.469460487365723,0.15,8.030046463012695,0.356,20.499506950378418,0.02748424415152301,30.0-100.0,28.758030004472307,-24.711155102436248,30.249126743397092,57.643166392810066,7.261137057356244,6.318244971458973,0.02794732865359291,0.6977922273205475,0.38704187031412757,0.056515762490665304,0.4763429490326503,0.29495304687394386,0.11703181049991132,1.0182548352345564,1.968261113637471,0.045783654,2.0378218,9.0,4.0
ds005291,sub-001,7,Cz,1000.0,-18.931137084960938,0.228,8.336795806884766,0.336,27.267932891845703,0.07453342652676229,30.0-100.0,-387.84253948415966,-25.144308679352495,10.347279539118862,18.287557079048447,0.8465655305144787,2.2527330826872856,0.24523434513829512,0.7925650040531176,0.3275679725363241,0.3709492367229732,0.5003430604320656,0.306922910174611,0.13515191805294263,1.0266711134517026,1.7996979965299047,0.04700351,2.701562,4.0,4.0
ds005291,sub-001,8,Cz,1000.0,-24.932100296020508,0.152,16.437273025512695,0.309,41.3693733215332,0.038468125707973234,30.0-100.0,-705.6756252232767,-286.7092899732501,43.45642580970146,30.88366733936305,14.64518537531947,5.878730501346992,0.09822106725042745,0.5430907596237282,0.5475382138580396,0.18664774422938615,0.47793246459565075,0.2642307953770394,0.08740633929267158,1.012477217414569,1.8899918421644202,0.038729474,2.3250318,6.0,4.0
ds005291,sub-001,9,Cz,1000.0,-6.49660587310791,0.167,8.572208404541016,0.502,15.068814277648926,0.008052553392446385,30.0-100.0,-316.05413922946406,-277.56152364313914,21.89664491405762,13.046980433405835,1.9774265942906968,2.830756941890875,0.032118298926303475,0.40756841825514145,0.49692408028200014,0.3133229003518824,0.4832988329538454,0.287073651090375,0.1331013775673696,1.0178662244623535,1.8819286605921124,0.041616697,2.5667663,3.0,4.0
ds005291,sub-001,10,Cz,1000.0,-7.395936012268066,0.15,17.767717361450195,0.3,25.16365337371826,0.009545290338676932,30.0-100.0,-943.9017756710841,8.749395657144312,27.00294109348716,13.529627754473923,10.517337875281534,1.5593243537514108,0.0524310180719098,0.4645851698662379,0.2567552081888783,0.5703323194368888,0.49743183154143605,0.30349582144917736,0.12086444083955056,1.025132937823324,1.8855401010601984,0.040850535,2.7360265,4.0,4.0
ds005291,sub-001,11,Cz,1000.0,-10.982236862182617,0.233,15.026642799377441,0.463,26.00887966156006,0.046182312936645556,30.0-100.0,76.76697191879893,13.165979514498128,5.891145797204494,11.608616228770469,0.7997452551199249,0.9772549801972277,0.15085693120471197,0.48919161839033554,0.39012205309574044,0.4446173827558258,0.49446273212704367,0.29954904822005923,0.13619957215823444,1.0208397451805655,1.8331262048951387,0.047071673,2.676073,4.0,4.0
