dataset,subject,epoch,vertex_channel,sfreq,n2_amp,n2_lat,p2_amp,p2_lat,n2p2_amp,gamma_power,gamma_band_hz,alpha_erd_pct,beta_erd_pct,psd_delta,psd_theta,psd_alpha,psd_beta,psd_gamma,plv_Fz-Cz,plv_Cz-Pz,plv_C3-C4,perm_entropy,spectral_entropy,sample_entropy,higuchi_fd,dfa,hjorth_mobility,hjorth_complexity,rating,laser_power
ds005293,sub-001,0,Cz,1000.0,-6.089816570281982,0.188,15.199056625366211,0.397,21.288873195648193,0.009854244564606925,30.0-100.0,-155.7340534228358,-33.07097897273648,8.200430578979084,2.0871442576227386,0.7668097196487952,1.1496384034799487,0.03912260006527129,0.470091614017957,0.06160688746656285,0.3712045556510488,0.5002591585972477,0.34871391284214764,0.13967257220330928,1.026550281302488,1.782511944248914,0.047529306,2.6448054,4.0,3.5
ds005293,sub-001,1,Cz,1000.0,-20.087736129760742,0.243,19.379772186279297,0.37,39.46750831604004,0.2645891425948439,30.0-100.0,-0.7790933419372257,-4.097932412359006,24.15113946573848,13.349303394787581,3.593452167299294,7.784782376524875,0.40010136316385825,0.38152845281152553,0.3951077114018189,0.44754315991393945,0.49715685224221934,0.33595928128413005,0.13070815016005835,1.0239599555422865,1.810020675344848,0.04572859,2.7211518,5.5,3.5
ds005293,sub-001,2,Cz,1000.0,-6.157382011413574,0.15,0.9652748107910156,0.53,7.12265682220459,0.17903863220709484,30.0-100.0,17.69681298491096,-44.158405171962436,3.417924823824494,2.1896787177973924,4.710654968956068,1.9827839545285397,0.16847866615775767,0.5698182337510354,0.4157714816572996,0.18483406276247247,0.5046452360536617,0.3812249860165081,0.19947597921146681,1.032775880325625,1.7659556188929635,0.061285976,2.1200836,2.5,2.5
ds005293,sub-001,3,Cz,1000.0,-9.430810928344727,0.315,8.748400688171387,0.434,18.179211616516113,0.046880751140851364,30.0-100.0,80.46882238688653,75.07823947230217,1.116732811425026,4.853623225606904,16.54755950106367,3.0625007538069107,0.09831035333797662,0.6928050957785221,0.6067146966485505,0.3911259315146327,0.47057539989814384,0.32511537855711004,0.2685607506939526,1.0169940405391729,1.8604575083156432,0.07206485,1.3923892,0.0,2.5
ds005293,sub-001,4,Cz,1000.0,-22.522411346435547,0.167,17.464599609375,0.338,39.98701095581055,0.02316483930028858,30.0-100.0,-7878.804452190015,-563.3528775589052,46.516911700351386,36.25988880881458,1.1598119857440903,5.692998199546906,0.03360915024238015,0.6844753228085356,0.08120769760855799,0.3690357533788418,0.48336557837925087,0.26496818307848435,0.10406360039919893,1.0181944218779682,1.8504608136758525,0.040017962,2.6683018,5.0,3.5
ds005293,sub-001,5,Cz,1000.0,-19.941503524780273,0.15,15.874496459960938,0.307,35.81599998474121,0.0359541998663043,30.0-100.0,-430.6152254368295,-91.80533807165745,41.02919024976588,7.552107086986072,5.2941536135996365,4.678316106327234,0.11947822601468698,0.71037031928407,0.33051337651976137,0.1971332751219351,0.5004769965768977,0.3143453437792977,0.146191013837572,1.0262683286959617,1.7869281010861968,0.04652424,2.6333368,4.0,4.0
ds005293,sub-001,6,Cz,1000.0,-7.414357662200928,0.322,6.366835594177246,0.515,13.781193256378174,0.027641975773744172,30.0-100.0,-14.777788622741841,70.9170720957291,1.335451129274019,1.5371740195118757,2.241751975012936,2.9224918888557223,0.06518836968789503,0.7044521654792752,0.32003471422542606,0.46108628956128855,0.49340659218152794,0.4040344742745364,0.31732960549570294,1.0328623162600927,1.69949590528117,0.08866714,1.4542053,1.5,2.5
ds005293,sub-001,7,Cz,1000.0,2.7294139862060547,0.175,9.755407333374023,0.356,7.025993347167969,0.01686540784133167,30.0-100.0,62.587868734051796,-76.55954340433611,3.28269928329925,1.0910609304971088,0.35996778922922473,1.4259114791199845,0.0756684297288186,0.2796530185846818,0.44089231745165036,0.08501187937209462,0.5101281767722231,0.42153255103910137,0.24428087950612098,1.0335462419201829,1.6818435416566986,0.064481154,2.2312872,2.0,2.5
ds005293,sub-001,8,Cz,1000.0,-10.57055950164795,0.265,11.103528022766113,0.44,21.674087524414062,0.005555052215510818,30.0-100.0,3.055999922989702,-730.4310414560356,6.874181321934775,1.9631917349638601,0.9856783060334233,2.4048739550149403,0.04229712481395597,0.7691921919322859,0.3287689758798047,0.1878108336775015,0.48560110140232643,0.3701046121856313,0.18439071135850055,1.020992171577356,1.8386367753803827,0.05772366,2.0701945,2.0,2.5
ds005293,sub-001,9,Cz,1000.0,-10.155754089355469,0.328,-2.4079880714416504,0.55,7.747766017913818,0.11988324143109981,30.0-100.0,92.88394229496528,69.82344301121431,3.037376686947195,0.6067859842033683,1.4844279442722599,1.6318188978154442,0.16808957466779553,0.33664663283725466,0.39965053181628146,0.5177053264362159,0.5002247206763283,0.3932693369043293,0.19140336956932563,1.0267438504060986,1.7904922710524298,0.05869403,2.2497363,2.0,3.0
